,Unnamed: 0,score,model
0,66,1.370397924366571,facebook/convnext-xlarge-224-22k-1k
1,177,1.370397924366571,nielsr/convnext-xlarge-224-22k-1k
2,56,1.3500966927932756,facebook/convnext-base-384
3,60,1.3278822142490734,facebook/convnext-large-224-22k-1k
4,58,1.2851119660870285,facebook/convnext-large-224
5,53,1.2677412067645577,facebook/convnext-base-224
6,133,1.251588682356974,microsoft/swin-large-patch4-window7-224
7,55,1.2353562253420542,facebook/convnext-base-224-22k-1k
8,63,1.2200626258316194,facebook/convnext-small-224
9,34,1.168838035088204,Visual-Attention-Network/van-large
10,176,1.1666847936250522,nielsr/convnext-xlarge-224-22k
11,65,1.1666847936250522,facebook/convnext-xlarge-224-22k
12,129,1.1653002069555434,microsoft/swin-base-patch4-window7-224
13,135,1.1640193684078812,microsoft/swin-small-patch4-window7-224
14,126,1.1374685545976693,microsoft/resnet-50
15,59,1.1211894224360592,facebook/convnext-large-224-22k
16,139,1.118105755181667,mrm8488/convnext-tiny-finetuned-beans
17,64,1.117116624888182,facebook/convnext-tiny-224
18,140,1.096607766537922,mrm8488/convnext-tiny-finetuned-eurosat
19,134,1.0951790242281505,microsoft/swin-large-patch4-window7-224-in22k
20,33,1.091838226546008,Visual-Attention-Network/van-base
21,85,1.087344905509406,google/vit-large-patch16-224
22,173,1.0727993419868933,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations
23,70,1.0662665808889935,facebook/deit-base-patch16-384
24,83,1.0509289478925854,google/vit-base-patch16-384
25,54,1.0441619129272997,facebook/convnext-base-224-22k
26,136,1.0416934029565448,microsoft/swin-tiny-patch4-window7-224
27,68,1.0338278403809829,facebook/deit-base-distilled-patch16-384
28,2,1.0298669735278354,Ahmed9275/ALL-3
29,128,1.0281183309421562,microsoft/swin-base-patch4-window12-384-in22k
30,14,1.0239770849516556,Calin/convnext-tiny-finteuned-eurosat
31,69,1.001227026770861,facebook/deit-base-patch16-224
32,130,0.9998965169882909,microsoft/swin-base-patch4-window7-224-in22k
33,21,0.989611670309694,KL/swin-tiny-patch4-window7-224-finetuned-eurosat
34,16,0.9819635849221904,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat
35,87,0.979487836667241,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat
36,179,0.9789312573193616,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat
37,102,0.9770475526769716,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat
