,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6123862434558525,0.5861123097081056,0.6522450373740283,0.42897612029200854,0.38180346063936277,0.6026655917231794,0.6399921723699226,0.5889379715157546,0.5692574074702059
xgb_node2vec_all_normalize_without_transfer,0.589576676573059,0.599534731039177,0.6206523996339168,0.5076559454566751,0.3585738419241407,0.5739405051110424,0.48794682517265486,0.5440506342359578,0.5431441153999031
LogME,0.6352973817320788,0.6878387484195805,0.416858103700834,0.585753612563155,0.6379033830829639,0.22734545582955862,0.5102824615360588,0.41707933498710514,0.5338502431449261
Reg-H-Score,0.6617245334157209,0.5968719308010872,0.43164107755599596,0.664878430543725,0.640103074393858,0.22826646076602947,0.5038319831003492,0.4628386818400926,0.532342807892529
xgb_node2vec+_all_normalize_without_transfer,0.5777378413954057,0.5878664818082078,0.5129145830145855,0.5361651012185961,0.31438590615993095,0.5641214983239576,0.4337391176870287,0.5521288935302716,0.5230155978766893
lr_node2vec_all_normalize_without_transfer,0.5680634204539556,0.5740296468259578,0.432296992970493,0.5504181592913744,0.23526611814528664,0.5540990602031816,0.652869197815053,0.5109884354885625,0.5163155873335515
xgb_homoGATConv_all_normalize_without_transfer,0.44531403329362185,0.536060014462328,0.48922489751700593,0.501791284716334,0.28100966936737504,0.5982907484460902,0.5698086409311311,0.48000967908299336,0.48692496850336553
lr_node2vec+_all_normalize_without_transfer,0.6724600807527343,0.6040500030029119,0.2865577614028332,0.4762356256622654,0.168141554862625,0.3797817127080216,0.35514267005245337,0.3055035050274604,0.4313776820931
rf_node2vec+_all_normalize_without_transfer,0.6932167139820873,0.414414198480363,0.3765580977216315,0.3233120739809179,0.2811833220437429,0.4210786760559375,0.24249035552008208,0.47188221394014285,0.4278467687196641
rf_homoGATConv_all_normalize_without_transfer,0.6124389431000586,0.1971750805738069,0.34082977597201924,0.5144751230412443,0.34910167577791723,0.4691728888934461,0.48670729335809104,0.4472413238532822,0.4085719437570468
rf_homo_SAGEConv_all_normalize_without_transfer,0.34588139943358975,0.4070828660050439,0.5615366067970138,0.3426119228965067,0.10364891460508843,0.3896132033291715,0.4706248018486534,0.5262192796431264,0.3975243402383405
rf_node2vec_all_normalize_without_transfer,0.5971657749459574,0.12589264872682693,0.3731414915836251,0.5592863956325548,0.22496823120006465,0.4423032976873951,0.23310819588145087,0.34672731511575056,0.33660152483033406
lr_homoGATConv_all_normalize_without_transfer,0.034154862936598286,0.451601195764339,0.541010978849189,0.43050772129005016,-0.033289670253546524,0.43028719724529807,0.2430684877494254,0.3902835777150375,0.30635432475011665
lr_homo_SAGEConv_all_normalize_without_transfer,0.15533576570074537,-0.020329123748529205,0.16549632115795157,0.5015565015111279,0.1620694879223081,0.14359227727518376,0.2991422598082983,0.17645726842425638,0.1565096701119947
