,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
lr_node2vec+_all_normalize_without_transfer,0.5424435103797528,0.5853666718106812,0.604138004299057,0.6264455558536668,0.6111437397566799,0.49354166185984066,0.6481411835090063,0.5960695760882868,0.5849872456751769
lr_node2vec_all_normalize_without_transfer,0.5424435103797528,0.5853666718106812,0.604138004299057,0.5890494692186254,0.6111437397566799,0.49354166185984066,0.642131782785305,0.5960695760882868,0.5820631184909976
xgb_node2vec+_all_normalize_without_transfer,0.5610464055135869,0.5008334618323386,0.5544202993586941,0.60811790778596,0.6170508882682225,0.5556657871289115,0.5043526134655383,0.5404016910467264,0.5473019894956304
xgb_node2vec_all_normalize_without_transfer,0.5217266498898011,0.5347843847001669,0.5260723587818484,0.5899015366925041,0.563886551664339,0.5598840919311322,0.5064285882609987,0.5218457293662063,0.536360825521467
LogME,0.6003661611373725,0.4844018636024177,0.44214604649649153,0.6211296986107172,0.6204967248999557,0.4199530435373253,0.4952101007826063,0.5537489617292057,0.5308213888591757
xgb_homo_SAGEConv_all_normalize_without_transfer,0.5382155796675178,0.5354725790826228,0.5683216932954166,0.6160236033695176,0.5850538338307,0.5054296117570085,0.5097064432011994,0.4446919939577279,0.5267785063270668
Reg-H-Score,0.610090401775513,0.4380712712132461,0.4500561238243128,0.6321687335386328,0.6268961357874603,0.42148711858221055,0.48481112651771957,0.5635152573505322,0.5253374945845226
xgb_homoGATConv_all_normalize_without_transfer,0.5255317875308126,0.4796141350399458,0.527707816892051,0.39903156855780675,0.4803192561555857,0.6193238414169716,0.4998728783805974,0.4293914641509832,0.490821933978341
rf_node2vec_all_normalize_without_transfer,0.48325248040846247,0.3413744678407013,0.4084301205435849,0.5887365425495299,0.4880781457662087,0.3850161837663403,0.3731291540261727,0.47040990576055397,0.4320339352990573
rf_homoGATConv_all_normalize_without_transfer,0.49762626728358994,0.3134358607308857,0.3155975742147346,0.54119103992108,0.33042151470391956,0.4971473980307032,0.5048702561374163,0.41273569876338323,0.4114507341212378
rf_node2vec+_all_normalize_without_transfer,0.47691058434010997,0.36539465518732567,0.3883857139906442,0.503563509360508,0.39996318046903134,0.5001084646325774,0.35140501626156445,0.35256327192988235,0.40575880662967057
rf_homo_SAGEConv_all_normalize_without_transfer,0.40576711551954403,0.41993789052533076,0.4163586603899089,0.5067990831481546,0.2981090259245248,0.4976425683299132,0.3398581145050776,0.36681270412140926,0.399035057490197
lr_homoGATConv_all_normalize_without_transfer,0.41771955436881975,0.25480397010432615,0.45671416112098306,0.5328331298326155,0.05193368066397884,0.3692934113216989,0.46163123741158996,0.41995071171703435,0.35039125111712516
lr_homo_SAGEConv_all_normalize_without_transfer,0.23507294760026698,0.15616277528563585,0.4054836943603955,0.5430987222422348,0.2586838785679704,0.16451388728661354,0.4306008773110239,0.32586873056492355,0.2819019079499389
