,Unnamed: 0,score,model
0,66,1.4675706822410013,facebook/convnext-xlarge-224-22k-1k
1,178,1.4675706822410013,nielsr/convnext-xlarge-224-22k-1k
2,60,1.4340184593037,facebook/convnext-large-224-22k-1k
3,133,1.3817242801121767,microsoft/swin-large-patch4-window7-224
4,55,1.3694805148689992,facebook/convnext-base-224-22k-1k
5,86,1.337143724941014,google/vit-large-patch16-224
6,134,1.335268475484776,microsoft/swin-large-patch4-window7-224-in22k
7,177,1.3179739451144152,nielsr/convnext-xlarge-224-22k
8,65,1.3179739451144152,facebook/convnext-xlarge-224-22k
9,59,1.3080898788659765,facebook/convnext-large-224-22k
10,128,1.3014031820326415,microsoft/swin-base-patch4-window12-384-in22k
11,129,1.2747742608454962,microsoft/swin-base-patch4-window7-224
12,54,1.2663135657020284,facebook/convnext-base-224-22k
13,130,1.2613572046610262,microsoft/swin-base-patch4-window7-224-in22k
14,87,1.254446103539625,google/vit-large-patch32-384
15,58,1.2426299581581464,facebook/convnext-large-224
16,156,1.2391818460063522,nateraw/rare-puppers-123
17,119,1.2328529180785457,michaelbenayoun/vit-base-beans
18,168,1.2300911234260896,nateraw/vit-base-patch16-224-cifar10
19,90,1.21949613042378,hafidber/rare-puppers
20,109,1.217584332238623,julien-c/hotdog-not-hotdog
21,111,1.2156537258943998,karthiksv/vit-base-patch16-224-cifar10
22,110,1.2154589342856688,karthiksv/vit-base-beans
23,112,1.2153119659877054,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10
24,137,1.2140051070487217,mmekias/vit-base-beans
25,47,1.2095252959246054,domluna/vit-base-patch16-224-in21k-shiba-inu-detector
26,15,1.2095119379327537,Frodnar/bee-likes
27,20,1.205711537072521,IDEA-CCNL/Taiyi-vit-87M-D
28,53,1.205348108665631,facebook/convnext-base-224
29,83,1.2052302476689574,google/vit-base-patch16-224
30,105,1.2029933731283018,jmarshall/rare-puppers
31,29,1.2002448960594772,SriramSridhar78/sriram-car-classifier
32,85,1.1998107996010738,google/vit-base-patch32-384
33,45,1.1991448580553166,black/simple_kitchen
34,162,1.198502602151843,nateraw/vit-base-beans
35,96,1.1982967710019157,ipvikas/rare-puppers
36,18,1.198287194255368,HHousen/household-rooms
37,152,1.1979764178503114,nateraw/pasta-shapes
38,150,1.1978739906395384,nateraw/huggingpics-package-demo-2
39,154,1.195862548195226,nateraw/rare-puppers
40,77,1.195651820320891,firas-spanioli/beer-whisky-wine-detection
41,102,1.193400877505325,jeffboudier/vision-transformers-spain-or-italy-fan
42,26,1.193016687662765,Rajaram1996/FacialEmoRecog
43,151,1.1929424970374491,nateraw/pasta-pizza-ravioli
44,143,1.192892830979579,nateraw/baked-goods
45,148,1.1924653133961185,nateraw/ex-for-evan
46,100,1.1921202625144889,jasmeen/dogs
47,108,1.192088246365128,juanfiguera/ice_cream
48,142,1.192083012333824,mrm8488/vit-base-patch16-224_finetuned-pneumothorax
49,11,1.1918010231136424,Amrrs/south-indian-foods
50,48,1.1913326544695122,drab/Infrastructures
51,63,1.189629686068725,facebook/convnext-small-224
52,172,1.1883840802708998,nickmuchi/vit-finetuned-cats-dogs
53,24,1.1878223122344749,Neto71/sea_mammals
54,49,1.187328429890388,driboune/skin_type
55,155,1.1870792671181376,nateraw/rare-puppers-09-04-2021
56,158,1.1862733524539233,nateraw/rare-puppers-new-auth
57,84,1.1852167890356404,google/vit-base-patch16-384
58,138,1.1847319556748943,mmgyorke/vit-world-landmarks
59,30,1.183764970047782,Suzana/new-york-tokyo-london
60,104,1.183748496480902,jjhoffstein/lotr
61,41,1.1835866003003384,ajanco/greens
