,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,0.0038689366
1,74,Ahmed9275/ALL-3,0.0038689524
2,75,Ahmed9275/ALL-test,0.0038689524
3,76,Ahmed9275/Vit-Cifar100,0.003868833
4,77,AhmedSayeem/VIT_Basic,0.0038689366
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,0.0038689098
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,0.0038689226
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,0.0038689366
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,0.003868833
9,82,Amrrs/indian-foods,0.0038689366
10,83,Amrrs/south-indian-foods,0.0038689366
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,0.0038688884
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,0.0038689366
13,86,Calin/convnext-tiny-finteuned-eurosat,0.0038688884
14,87,Frodnar/bee-likes,0.0038689226
15,88,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,0.0038688884
16,89,Giuliano/places,0.0038689366
17,90,HHousen/household-rooms,0.0038689366
18,91,Hijazzi/rare-puppers,0.0038689366
19,92,IDEA-CCNL/Taiyi-vit-87M-D,0.0038689366
20,93,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,0.0038689098
21,94,LorenzoDeMattei/lawn-weeds,0.0038689366
22,95,Matthijs/snacks-classifier,0.0038689098
23,96,Neto71/sea_mammals,0.0038689226
24,97,Nonem100/Test-Model,0.0038689366
25,98,Rajaram1996/FacialEmoRecog,0.0038689366
26,99,Sena/dog,0.0038689366
27,100,Sena/flowers,0.0038689366
28,101,SriramSridhar78/sriram-car-classifier,0.003869017
29,102,Suzana/new-york-tokyo-london,0.0038689366
30,103,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat,0.0038688984
31,104,Symbermine/rare-puppers,0.0038689366
32,105,Visual-Attention-Network/van-base,0.0038689098
33,106,Visual-Attention-Network/van-large,0.0038688087
34,107,Visual-Attention-Network/van-small,0.0038689098
35,108,Visual-Attention-Network/van-tiny,0.0038689366
36,109,WinKawaks/vit-small-patch16-224,0.003868833
37,110,WinKawaks/vit-tiny-patch16-224,0.0038688884
38,111,Zayn/VIT_Basic,0.0038689366
39,112,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,0.0038689366
40,113,ajanco/greens,0.0038689366
41,114,akahana/vit-base-cats-vs-dogs,0.0038689524
42,115,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,0.0038688884
43,116,b25mayank3/shirt_identifier,0.0038689366
44,117,black/simple_kitchen,0.0038689226
45,118,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,0.0038689366
46,119,drab/Infrastructures,0.0038689226
47,120,driboune/skin_type,0.0038689226
48,121,edixo/road_good_damaged_condition,0.0038689366
49,122,eren23/pneumonia_test_attempt,0.0038689366
50,123,eslamxm/vit-base-food101,0.0038688239
51,124,facebook/convnext-base-224,0.0038689366
52,125,facebook/convnext-base-224-22k,0.0038689366
53,126,facebook/convnext-base-224-22k-1k,0.0038689226
54,127,facebook/convnext-base-384,0.0038689366
55,128,facebook/convnext-base-384-22k-1k,0.0038686953
56,129,facebook/convnext-large-224,0.0038689366
57,130,facebook/convnext-large-224-22k,0.0038689226
58,131,facebook/convnext-large-224-22k-1k,0.0038689366
59,132,facebook/convnext-large-384,0.0038690462
60,133,facebook/convnext-large-384-22k-1k,0.003869017
61,134,facebook/convnext-small-224,0.0038689366
62,135,facebook/convnext-tiny-224,0.0038689098
63,136,facebook/convnext-xlarge-224-22k,0.0038689366
64,137,facebook/convnext-xlarge-224-22k-1k,0.0038689366
65,138,facebook/deit-base-distilled-patch16-224,0.0038689366
66,139,facebook/deit-base-distilled-patch16-384,0.0038689708
67,140,facebook/deit-base-patch16-224,0.0038689366
68,141,facebook/deit-base-patch16-384,0.0038689708
69,142,facebook/deit-small-distilled-patch16-224,0.0038689366
70,143,facebook/deit-small-patch16-224,0.0038689524
71,144,facebook/deit-tiny-distilled-patch16-224,0.003868844
72,145,facebook/deit-tiny-patch16-224,0.003868833
73,146,ferdinand/rare-puppers,0.0038689366
74,147,filipafcastro/beer_vs_wine,0.0038689366
75,148,firas-spanioli/beer-whisky-wine-detection,0.0038689226
76,149,firebolt/llama_or_what,0.0038689366
77,150,firebolt/llama_or_what2,0.0038689366
78,151,flyswot/test,0.003868833
79,152,gatecitypreservation/architectural_styles,0.0038689366
80,153,godiec/diam,0.0038689366
81,154,google/vit-base-patch16-224,0.0038689366
82,155,google/vit-base-patch16-384,0.0038689524
83,156,google/vit-base-patch32-384,0.0038689098
84,157,google/vit-large-patch16-224,0.0038689708
85,158,google/vit-large-patch32-384,0.0038689708
86,159,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,0.0038688884
87,160,hafidber/fruits,0.0038689226
88,161,hafidber/rare-puppers,0.0038689366
89,162,hgarg/fruits,0.0038689366
90,163,hgarg/indian-snacks,0.0038689366
91,164,ibombonato/swin-age-classifier,0.0038689226
92,165,ibombonato/vit-age-classifier,0.0038689366
93,166,imjeffhi/pokemon_classifier,0.0038689524
94,167,ipvikas/rare-puppers,0.0038689366
95,168,ismgar01/vit-base-cats-vs-dogs,0.0038689366
96,169,iyzg/computer-stuff,0.0038689366
97,170,jadohu/BEiT-finetuned,0.003868844
98,171,jasmeen/dogs,0.0038689366
99,172,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,0.0038689524
100,173,jeffboudier/vision-transformers-spain-or-italy-fan,0.0038689366
101,174,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,0.0038688884
102,175,jjhoffstein/lotr,0.0038689366
103,176,jmarshall/rare-puppers,0.0038689366
104,177,johnnydevriese/vit-airplanes,0.0038689366
105,178,johnnydevriese/vit_beans,0.0038689366
106,179,juanfiguera/ice_cream,0.0038689226
107,180,julien-c/hotdog-not-hotdog,0.0038689366
108,181,karthiksv/vit-base-beans,0.0038689226
109,182,karthiksv/vit-base-patch16-224-cifar10,0.0038689226
110,183,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,0.0038689226
111,184,lewtun/oz-fauna,0.0038689366
