,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,-0.14237584
1,74,Ahmed9275/ALL-3,-0.07881299
2,75,Ahmed9275/ALL-test,-0.12913218
3,76,Ahmed9275/Vit-Cifar100,0.028142346
4,77,AhmedSayeem/VIT_Basic,-0.19603565
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,0.10161778
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-0.08467494
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,-0.07217509
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,-0.07490109
9,82,Amrrs/indian-foods,-0.038177516
10,83,Amrrs/south-indian-foods,-0.08047881
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.12886529
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,-0.025595307
13,86,Calin/convnext-tiny-finteuned-eurosat,-0.053151023
14,87,Frodnar/bee-likes,-0.07918979
15,88,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.083640754
16,89,Giuliano/places,-0.22579068
17,90,HHousen/household-rooms,-0.056848794
18,91,Hijazzi/rare-puppers,0.017545044
19,92,IDEA-CCNL/Taiyi-vit-87M-D,-0.09969462
20,93,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.082747415
21,94,LorenzoDeMattei/lawn-weeds,-0.07445361
22,95,Matthijs/snacks-classifier,-0.13230486
23,96,Neto71/sea_mammals,-0.0851196
24,97,Nonem100/Test-Model,-0.2997084
25,98,Rajaram1996/FacialEmoRecog,-0.064630754
26,99,Sena/dog,-0.028348058
27,100,Sena/flowers,-0.11825189
28,101,SriramSridhar78/sriram-car-classifier,-0.045606937
29,102,Suzana/new-york-tokyo-london,-0.10037137
30,103,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat,0.030826762
31,104,Symbermine/rare-puppers,-0.10731543
32,105,Visual-Attention-Network/van-base,-0.0898674
33,106,Visual-Attention-Network/van-large,-0.057014287
34,107,Visual-Attention-Network/van-small,-0.1349338
35,108,Visual-Attention-Network/van-tiny,-0.12756985
36,109,WinKawaks/vit-small-patch16-224,0.04778689
37,110,WinKawaks/vit-tiny-patch16-224,0.10161778
38,111,Zayn/VIT_Basic,-0.17180386
39,112,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-0.039168645
40,113,ajanco/greens,-0.17457587
41,114,akahana/vit-base-cats-vs-dogs,-0.058114816
42,115,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.023912579
43,116,b25mayank3/shirt_identifier,-0.08569836
44,117,black/simple_kitchen,-0.07013639
45,118,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,-0.08548243
46,119,drab/Infrastructures,0.017426675
47,120,driboune/skin_type,0.0014165109
48,121,edixo/road_good_damaged_condition,-0.11885246
49,122,eren23/pneumonia_test_attempt,-0.04535102
50,123,eslamxm/vit-base-food101,0.048087884
51,124,facebook/convnext-base-224,-0.08590166
52,125,facebook/convnext-base-224-22k,-0.1687363
53,126,facebook/convnext-base-224-22k-1k,-0.20881516
54,127,facebook/convnext-base-384,-0.15728515
55,128,facebook/convnext-base-384-22k-1k,-0.25142062
56,129,facebook/convnext-large-224,-0.16326421
57,130,facebook/convnext-large-224-22k,-0.201373
58,131,facebook/convnext-large-224-22k-1k,-0.115716055
59,132,facebook/convnext-large-384,-0.14562994
60,133,facebook/convnext-large-384-22k-1k,-0.14171024
61,134,facebook/convnext-small-224,-0.1371223
62,135,facebook/convnext-tiny-224,-0.16756193
63,136,facebook/convnext-xlarge-224-22k,-0.235025
64,137,facebook/convnext-xlarge-224-22k-1k,-0.21505886
65,138,facebook/deit-base-distilled-patch16-224,-0.20523994
66,139,facebook/deit-base-distilled-patch16-384,-0.093806826
67,140,facebook/deit-base-patch16-224,-0.13751698
68,141,facebook/deit-base-patch16-384,-0.21285422
69,142,facebook/deit-small-distilled-patch16-224,-0.07689976
70,143,facebook/deit-small-patch16-224,-0.18926276
71,144,facebook/deit-tiny-distilled-patch16-224,0.017423555
72,145,facebook/deit-tiny-patch16-224,0.02565674
73,146,ferdinand/rare-puppers,0.0883936
74,147,filipafcastro/beer_vs_wine,0.010545673
75,148,firas-spanioli/beer-whisky-wine-detection,-0.0786721
76,149,firebolt/llama_or_what,-0.1961831
77,150,firebolt/llama_or_what2,-0.056068655
78,151,flyswot/test,0.10161778
79,152,gatecitypreservation/architectural_styles,-0.03293464
80,153,godiec/diam,0.004029205
81,154,google/vit-base-patch16-224,-0.09929012
82,155,google/vit-base-patch16-384,-0.14613362
83,156,google/vit-base-patch32-384,-0.052876074
84,157,google/vit-large-patch16-224,-0.18082763
85,158,google/vit-large-patch32-384,-0.16456693
86,159,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,0.04756678
87,160,hafidber/fruits,0.0769935
88,161,hafidber/rare-puppers,-0.04061413
89,162,hgarg/fruits,-0.14341496
90,163,hgarg/indian-snacks,-0.06758191
91,164,ibombonato/swin-age-classifier,-0.11893512
92,165,ibombonato/vit-age-classifier,-0.05597547
93,166,imjeffhi/pokemon_classifier,0.09805439
94,167,ipvikas/rare-puppers,0.00704859
95,168,ismgar01/vit-base-cats-vs-dogs,-0.0913916
96,169,iyzg/computer-stuff,-0.24731314
97,170,jadohu/BEiT-finetuned,0.10161778
98,171,jasmeen/dogs,-0.014745431
99,172,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,-0.09451308
100,173,jeffboudier/vision-transformers-spain-or-italy-fan,0.012528593
101,174,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.054754306
102,175,jjhoffstein/lotr,-0.18312854
103,176,jmarshall/rare-puppers,-0.028871521
104,177,johnnydevriese/vit-airplanes,-0.19650769
105,178,johnnydevriese/vit_beans,-0.05977445
106,179,juanfiguera/ice_cream,-0.016368072
107,180,julien-c/hotdog-not-hotdog,-0.223111
108,181,karthiksv/vit-base-beans,-0.09561366
109,182,karthiksv/vit-base-patch16-224-cifar10,0.031049749
110,183,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,-0.10622391
111,184,lewtun/oz-fauna,-0.19939306
112,185,lysandre/tiny-vit-random,0.0639033
113,186,matteopilotto/vit-base-patch16-224-in21k-snacks,-0.13619706
