,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.7665713741185438,0.15739396871472341,0.8415810193439519,0.6175871806966301,0.04055797452023867,0.7380873720927705,0.4057013574660633,0.5606557478910598,0.6298574121572103
lr_node2vec_all_normalize_without_transfer,0.7054316752429959,0.22875342686663444,0.7042549364922648,0.6293906771727352,0.5214481535236253,0.44572907930113914,0.7034389140271493,0.6545558639699173,0.6165587249849611
lr_node2vec+_all_normalize_without_transfer,0.7054316752429959,0.22875342686663444,0.7042549364922648,0.6293906771727352,0.5214481535236253,0.44572907930113914,0.7034389140271493,0.6545558639699173,0.6165587249849611
xgb_homoGATConv_all_normalize_without_transfer,0.6163903182771107,0.20004837929366232,0.7339786730742599,0.6128967457981181,-0.13094662151265926,0.7384688914621972,0.45601809954751127,0.8128097745843459,0.600617726253546
xgb_node2vec+_all_normalize_without_transfer,0.6391080617495711,0.14271891630382194,0.5368824713426312,0.6070895914755146,-0.019432349621028865,0.7073750628539264,0.6678733031674207,0.7174990599285831,0.5839207487922008
xgb_node2vec_all_normalize_without_transfer,0.5192681532304173,0.37002096436058696,0.5716475472363625,0.7495261822215966,0.02177068214804064,0.720232265603604,0.5942986425339366,0.7267632613931233,0.572670361500655
lr_homoGATConv_all_normalize_without_transfer,0.5912330855727082,0.1616674729882277,0.7437387059817807,0.5476065871294017,0.41388485728108365,0.221395690078277,0.6409049773755656,0.5226077106004792,0.5060959949788261
rf_node2vec_all_normalize_without_transfer,0.4283971793405755,0.5175778100306402,0.6800968385104261,0.6547566498735521,0.43492985002418966,0.4738852087648249,0.6456108597285067,0.4677849875304843,0.500617764196882
lr_homo_SAGEConv_all_normalize_without_transfer,0.36977320373546785,0.005886147395581358,0.7233313644478736,0.4903012656542651,0.49096919851636833,0.3563772429814209,0.5951131221719457,0.5028212062379427,0.4316413939393687
rf_node2vec+_all_normalize_without_transfer,0.4148275204878978,0.27939042089985483,0.7007058336168026,0.3961769726753989,0.6043380099983873,0.3078479791903528,0.5910407239819004,0.38238658719892077,0.431457354982722
rf_homoGATConv_all_normalize_without_transfer,0.4166341829358041,0.20486848111794928,0.729103483564291,0.2834728908737612,0.5751702816458594,0.29021857322657474,0.451450970269775,0.5179545486096373,0.43099275037398177
LogME,0.39492600422832985,0.23344947735191643,0.5617090870809972,-0.1363604481105408,0.4098459679855029,0.7533275462127547,0.08257839721254358,0.3007640060931215,0.374939082812608
Reg-H-Score,0.4233967582804792,0.2134146341463415,0.5522614885283609,-0.1369950106922341,0.3944427665357898,0.7221977253844353,0.07229965156794427,0.26833176078990023,0.3719641650600503
rf_homo_SAGEConv_all_normalize_without_transfer,0.35261351307382655,0.05483916172811568,0.7830260102138848,0.07873040314720987,0.13813695910327237,0.4889633266977435,0.6231221904240533,0.29791763768838925,0.36083513513805504
