,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.7395457205735405,0.9641381277757026,0.9569322703119818,0.8883144467202133,0.9086895342821968,0.8768041155263221,0.8515557297565354,0.9127419627365744,0.8479507498450172
lr_node2vec+_all_normalize_without_transfer,0.7339248552999666,0.9203424614704989,0.970812793007359,0.926043650256883,0.9516062961514357,0.810746605254356,0.9586113749466085,0.875755954621475,0.8406923075019229
lr_node2vec_all_normalize_without_transfer,0.7339248545966927,0.9203424661601914,0.9708127931762768,0.9260436488083192,0.9516062947069642,0.8107466018106131,0.9586113742485385,0.8757559547845072,0.8406923067862732
xgb_homoGATConv_all_normalize_without_transfer,0.6344746364373165,0.9261627230909533,0.9561344486291101,0.9563688595204068,0.8471961590988502,0.9278583583363531,0.9430087930306196,0.9291961280059555,0.8256542583068132
lr_homoGATConv_all_normalize_without_transfer,0.7026145692277527,0.9226333322060747,0.9718169091649412,0.9219665722766246,0.9439977948314581,0.7494018229719819,0.9574406004828994,0.8546888937430742,0.8168065804007755
xgb_node2vec+_all_normalize_without_transfer,0.7030382550880862,0.9518721630543846,0.9318478396972459,0.9058634434937931,0.6258806155119815,0.828507878798265,0.949259405620413,0.9234877166837809,0.8156012348260246
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6325891571693502,0.933385034988096,0.8910866755310819,0.9629595953566599,0.9271456099046375,0.8833433487136686,0.9443919104156898,0.8940184340032872,0.8130216346783268
rf_homo_SAGEConv_all_normalize_without_transfer,0.6648786607772954,0.896056518115013,0.9564270781833896,0.8861607683843268,0.9442833308026075,0.819860389548905,0.9687031479316957,0.8429373162150202,0.8061338906919834
lr_homo_SAGEConv_all_normalize_without_transfer,0.6855415623266264,0.9023014423965156,0.9650476510444984,0.909016060229476,0.9044486845178712,0.7577154882282567,0.9534340626149623,0.8481885857780666,0.8054377616499749
rf_homoGATConv_all_normalize_without_transfer,0.6323900326585734,0.948493735135423,0.9414296227846576,0.8586715192078069,0.96439937092436,0.7957091211389574,0.9652831520516443,0.823110133852278,0.7879034209626317
rf_node2vec_all_normalize_without_transfer,0.6171521217294297,0.9831281197999366,0.9477619114927395,0.8922357522516392,0.9672273937610416,0.719652534000197,0.9574943365745144,0.8043958533765775,0.774004716876678
rf_node2vec+_all_normalize_without_transfer,0.610516481448008,0.9751041806879301,0.9588527712347368,0.8803653037090343,0.9696508612508942,0.7188133844215927,0.9632254612380869,0.8110751452903262,0.7724962196670758
Reg-H-Score,0.43598922298537124,0.8438053641186484,0.8569654217336571,0.5379960608300821,0.6850455526158804,0.7765751088644165,0.4970388578177998,0.356625257473619,0.5599682265496062
LogME,0.26227419659258533,0.7956107413658496,0.6299351039882277,0.18324163565050408,0.5980351187843072,0.6579048982514102,0.37221892845084426,0.24234716873369544,0.39566838720923625
