,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6030747728860936,0.08272859216255443,0.6905227219966301,0.49417237778010864,0.0362844702467344,0.5694442435663893,0.2909803921568628,0.4220140170873334,0.4911319724414234
lr_node2vec_all_normalize_without_transfer,0.5555555555555556,0.15965166908563136,0.5430749526062292,0.4976360539085311,0.4049346879535559,0.320753953572135,0.5388235294117648,0.4865078535857299,0.47363291935375784
lr_node2vec+_all_normalize_without_transfer,0.5555555555555556,0.15965166908563136,0.5430749526062292,0.4976360539085311,0.4049346879535559,0.320753953572135,0.5388235294117648,0.4865078535857299,0.47363291935375784
xgb_homoGATConv_all_normalize_without_transfer,0.4716981132075471,0.14804063860667635,0.5722725307033383,0.4743207483081314,-0.09433962264150944,0.5666182175437274,0.33960784313725495,0.647742444831721,0.4650702946140134
xgb_node2vec+_all_normalize_without_transfer,0.4898672257162822,0.09288824383164006,0.38832778869155093,0.4568342691078316,0.02177068214804064,0.5411839833397696,0.5215686274509805,0.5439914904647354,0.4453852489582127
xgb_node2vec_all_normalize_without_transfer,0.3864430468204053,0.25108853410740206,0.4131457300740937,0.5981833093102549,0.027576197387518143,0.5567271264644105,0.4447058823529413,0.5495996501602481,0.4327897481542801
lr_homoGATConv_all_normalize_without_transfer,0.4479385045422781,0.1277213352685051,0.5883311986567482,0.41457527770710717,0.2946298984034833,0.16390950931439496,0.4854901960784314,0.388365058914257,0.38303769313236186
rf_node2vec_all_normalize_without_transfer,0.3011879804332634,0.374455732946299,0.5109576166994092,0.503464880308631,0.30188679245283023,0.34194914874209986,0.4964705882352942,0.33789162165464237,0.36399207576523684
rf_homoGATConv_all_normalize_without_transfer,0.30672785534475094,0.14285710026473097,0.5895832739143095,0.2031646994527813,0.413599175019432,0.20776921925393027,0.3196493918679282,0.4058104647275061,0.3230648660981938
lr_homo_SAGEConv_all_normalize_without_transfer,0.27323549965059396,-0.015965166908563137,0.5591336205596391,0.3635730467062328,0.35413642960812775,0.23738618590360652,0.4494117647058824,0.3631283402844497,0.31512167278735836
rf_node2vec+_all_normalize_without_transfer,0.29839273235499647,0.21335268505079827,0.532855800272241,0.27468344410470896,0.42670537010159654,0.22890810783562054,0.4525490196078433,0.2733977851562459,0.31423743933280385
LogME,0.3002114164904862,0.16341463414634147,0.425540583757954,-0.1180243466970623,0.2602436323366556,0.6123243788815096,0.058536585365853655,0.26898090433803196,0.2915460877849356
Reg-H-Score,0.32346723044397463,0.14634146341463414,0.4212851779203745,-0.11164465228100487,0.24695459579180506,0.5865422997707093,0.046341463414634146,0.23728703033851192,0.2889567668335718
rf_homo_SAGEConv_all_normalize_without_transfer,0.2489778491671479,0.017959081948012177,0.6390971657484597,0.015037602486068594,0.09572755320718647,0.36937884581159725,0.4690852906114191,0.21277366328714445,0.2628552562247112
