,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec+_all_normalize_without_transfer,0.7797605616036658,0.8140426657992177,0.9485876941572629,0.9104446406877303,0.9021997328070203,0.7932015730110419,0.897903004891036,0.8815687097342536,0.8394579101225065
lr_node2vec_all_normalize_without_transfer,0.7798855790952104,0.814039898478997,0.9485876918526829,0.9102687435848736,0.902199728622411,0.793081944047971,0.8978738227273022,0.8813307581217603,0.8394299943938028
xgb_node2vec+_all_normalize_without_transfer,0.7080744451432424,0.8099482349981598,0.9323772287888137,0.8793967717797386,0.8892399028780271,0.8429461457802556,0.7372352589404195,0.8596986923483341,0.8052175363871775
lr_homoGATConv_all_normalize_without_transfer,0.6885046497320022,0.8279259256872491,0.9375314567727269,0.8950515933058547,0.880272360304602,0.7382476519551289,0.8589079113109219,0.8651414091728351,0.791818624721547
xgb_node2vec_all_normalize_without_transfer,0.6845226603107921,0.6734971825003203,0.92529753906217,0.8901902942490221,0.8789002729069344,0.773518149551497,0.9044716138668225,0.85404401515674,0.7853176345708779
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6358218662905933,0.7965822702238423,0.9179417764219269,0.8169598328992564,0.9075678663495808,0.8464252823045344,0.9047947558495245,0.8445935588479048,0.7782245339898621
xgb_homoGATConv_all_normalize_without_transfer,0.5838408776466724,0.78646089597945,0.9248682903635567,0.9286882012965054,0.6286479967997678,0.8212799823484398,0.9151338195818699,0.8707566732252243,0.7542348147795215
rf_homoGATConv_all_normalize_without_transfer,0.590336930427341,0.8209043072627668,0.9090193475960231,0.8825876851416034,0.8656575285668201,0.7445584086803938,0.9076227661105053,0.80937556141672,0.7459334750865082
rf_homo_SAGEConv_all_normalize_without_transfer,0.604144198703386,0.799560505565014,0.9110851589036316,0.8661804326527323,0.902260305441875,0.6783116948521829,0.7833682389503775,0.8436965298555411,0.7411624719652012
rf_node2vec_all_normalize_without_transfer,0.5631703792349794,0.818100320554636,0.9043180366305964,0.8581866436700184,0.9445900675440055,0.7347404387139241,0.9280915903130581,0.766478377740202,0.7307933343322324
rf_node2vec+_all_normalize_without_transfer,0.5466863537966667,0.8439366675634937,0.8830743503304491,0.8391420748171387,0.9431285031406476,0.7163658558682587,0.9301675683527209,0.7990947173972751,0.7253262419126735
lr_homo_SAGEConv_all_normalize_without_transfer,0.5677243163931913,0.6454140480701278,0.6942685483882971,0.486835397679311,0.7503831114105984,0.7259539334729482,0.6749312945725092,0.8233763140806438,0.6553404126521436
Reg-H-Score,0.5527083366053142,0.5329565847059674,0.7666525557239618,0.7713768804390563,0.5780812179002928,0.7296120839120391,0.5786388599500574,0.7027148247802784,0.6426423971568918
LogME,0.3240717189140071,0.46979300183343886,0.4969178689666993,0.5094864687976555,0.4953673798480761,0.6121587548890032,0.48805466002130343,0.6003910313163088,0.4674284002780676
