,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec+_all_normalize_without_transfer,0.7757334664905758,0.2833736681904264,0.6816045797787466,0.7445588593950799,0.45599303857125334,0.46831253588503224,0.6314945920065153,0.6702574103279714,0.6504972738017477
lr_node2vec_all_normalize_without_transfer,0.7757019940195238,0.2833736681904264,0.6816045797787466,0.7441961891891026,0.45599303857125334,0.46825410982634436,0.6313194421372066,0.6704431373685609,0.6504670239349886
xgb_node2vec_all_normalize_without_transfer,0.6524967115921196,0.7167666036061333,0.6267565710401239,0.6683059118501912,0.4977599577212054,0.5523169080553562,0.577416243678801,0.7045948774254277,0.6367368813846144
xgb_homo_SAGEConv_all_normalize_without_transfer,0.726711945579925,0.12130778562533068,0.5234962211783636,0.7470453017394496,0.3537799166617944,0.6015977510307429,0.6014051663450731,0.7335946334440265,0.6315602435287092
xgb_homoGATConv_all_normalize_without_transfer,0.6402790983297194,0.16548779730458912,0.5971128280852369,0.7075814159442956,-0.04013356876655208,0.5757365324220443,0.5028949313596882,0.6584590213766268,0.5627872526664942
xgb_node2vec+_all_normalize_without_transfer,0.5103575905798108,0.2285937246867171,0.6757765852795968,0.7812991953463737,0.22747250511650097,0.6449222110756836,0.5689231273745827,0.6362756577319829,0.5589786965278658
lr_homoGATConv_all_normalize_without_transfer,0.6113496029386882,0.24453627476220208,0.5582878685125644,0.5835302144648358,0.3887335382205921,0.34465839525566455,0.4916622067223196,0.6021176218432316,0.5252970726518918
rf_node2vec+_all_normalize_without_transfer,0.4546827892887597,0.4129197860570391,0.5450701910909376,0.60381515818899,0.29062801461707277,0.5970374433973659,0.4836152268776615,0.5419263211125327,0.49974928276483377
rf_node2vec_all_normalize_without_transfer,0.5455438132159868,0.46937008573775096,0.4003211953538137,0.511469488622939,0.12227626726048808,0.5887686185651673,0.554194014780069,0.42912075332399685,0.48767062748609147
LogME,0.390599295694146,0.09981652392518159,0.36553624544648916,0.17361100110704675,0.42919922381860637,0.6931592919018907,0.07397479556922097,0.48942729021877046,0.3998750266728043
lr_homo_SAGEConv_all_normalize_without_transfer,0.40252975750843134,0.13524725632402723,0.47523815975833655,0.30107466701127594,0.3862503719777082,0.38662983078362234,0.5224786695771189,0.40383984039223364,0.3870790991306189
Reg-H-Score,0.3895417163736745,0.09649970684177483,0.3626710660521923,0.13640621901488942,0.42569289407144195,0.6527712820561057,0.07628208985805532,0.46490758191681814,0.3858875878229736
rf_homo_SAGEConv_all_normalize_without_transfer,0.42814673356610894,0.517991202856294,0.492600395201,0.34086317425770324,0.41992630157375066,0.08082208031095363,0.5072787069690035,0.3836981449953447,0.37739261329160284
rf_homoGATConv_all_normalize_without_transfer,0.4010419166316219,0.017664846310147406,0.44918178876691134,0.4557501330959307,-0.007330135279499305,0.1767668568664129,0.5536313247803719,0.5351919264533355,0.36045689000273956
