,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,0.111245394
1,74,Ahmed9275/ALL-3,1.7006471
2,75,Ahmed9275/ALL-test,0.6722822
3,76,Ahmed9275/Vit-Cifar100,1.1199102
4,77,AhmedSayeem/VIT_Basic,-2.5624046
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,1.124959
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-4.981998
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,-2.6894917
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,0.5058049
9,82,Amrrs/indian-foods,-11.749374
10,83,Amrrs/south-indian-foods,-5.5098467
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.73445344
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,-13.062777
13,86,Frodnar/bee-likes,-2.7405856
14,87,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-1.6874398
15,88,Giuliano/places,-1.4007897
16,89,HHousen/household-rooms,-5.718672
17,90,Hijazzi/rare-puppers,4.9436407
18,91,IDEA-CCNL/Taiyi-vit-87M-D,0.39156413
19,92,LorenzoDeMattei/lawn-weeds,0.82238007
20,93,Matthijs/snacks-classifier,0.5151005
21,94,Neto71/sea_mammals,-9.021062
22,95,Nonem100/Test-Model,12.201208
23,96,Rajaram1996/FacialEmoRecog,2.102273
24,97,Sena/dog,0.7509295
25,98,Sena/flowers,-0.9159086
26,99,SriramSridhar78/sriram-car-classifier,-13.250779
27,100,Suzana/new-york-tokyo-london,-0.68797827
28,101,Symbermine/rare-puppers,-6.7420626
29,102,Visual-Attention-Network/van-base,0.1619668
30,103,Visual-Attention-Network/van-large,-6.9265547
31,104,Visual-Attention-Network/van-small,-1.707279
32,105,Visual-Attention-Network/van-tiny,-5.1305737
33,106,Zayn/VIT_Basic,3.5985057
34,107,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-0.31169057
35,108,ajanco/greens,-0.742373
36,109,akahana/vit-base-cats-vs-dogs,22.868309
37,110,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,0.26545405
38,111,b25mayank3/shirt_identifier,-4.158603
39,112,black/simple_kitchen,-2.8495286
40,113,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,-6.4305196
41,114,drab/Infrastructures,30.900635
42,115,driboune/skin_type,0.08502346
43,116,edixo/road_good_damaged_condition,6.520419
44,117,eren23/pneumonia_test_attempt,8.715218
45,118,eslamxm/vit-base-food101,-11.826397
46,119,facebook/convnext-base-224,-7.9600244
47,120,facebook/convnext-base-224-22k,6.5176597
48,121,facebook/convnext-base-224-22k-1k,-0.9506674
49,122,facebook/convnext-base-384,-5.093739
50,123,facebook/convnext-base-384-22k-1k,-10.645594
51,124,facebook/convnext-large-224,20.171333
52,125,facebook/convnext-large-224-22k,-7.9468946
53,126,facebook/convnext-large-224-22k-1k,-1.4154501
54,127,facebook/convnext-large-384,3.6657536
55,128,facebook/convnext-large-384-22k-1k,-10.209852
56,129,facebook/convnext-small-224,-11.952007
57,130,facebook/convnext-tiny-224,-0.3163128
58,131,facebook/convnext-xlarge-224-22k,-1.304888
59,132,facebook/deit-base-distilled-patch16-224,-16.123983
60,133,facebook/deit-base-distilled-patch16-384,12.212587
61,134,facebook/deit-base-patch16-224,-1.9737093
62,135,facebook/deit-base-patch16-384,2.9761515
63,136,facebook/deit-small-distilled-patch16-224,1.1770701
64,137,facebook/deit-small-patch16-224,-8.398339
65,138,facebook/deit-tiny-distilled-patch16-224,-0.054291725
66,139,facebook/deit-tiny-patch16-224,-8.986143
67,140,ferdinand/rare-puppers,-7.2766495
68,141,filipafcastro/beer_vs_wine,-3.6974354
69,142,firas-spanioli/beer-whisky-wine-detection,-9.606855
70,143,firebolt/llama_or_what,-17.469254
71,144,firebolt/llama_or_what2,-2.1767912
72,145,gatecitypreservation/architectural_styles,2.2376046
73,146,godiec/diam,-0.35716784
74,147,google/vit-base-patch16-224,-8.522567
75,148,google/vit-base-patch16-384,-16.024736
76,149,google/vit-base-patch32-384,-5.762909
77,150,google/vit-large-patch16-224,12.381027
78,151,google/vit-large-patch32-384,5.7349954
79,152,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,2.295021
80,153,hafidber/fruits,-6.6329026
81,154,hafidber/rare-puppers,6.7712665
82,155,hgarg/fruits,5.2317514
83,156,hgarg/indian-snacks,4.327593
84,157,ibombonato/swin-age-classifier,7.2656403
85,158,ibombonato/vit-age-classifier,-7.9373593
86,159,imjeffhi/pokemon_classifier,-2.889009
87,160,ipvikas/rare-puppers,-2.1157584
88,161,ismgar01/vit-base-cats-vs-dogs,4.0173087
89,162,iyzg/computer-stuff,3.5280318
90,163,jadohu/BEiT-finetuned,-0.19178066
91,164,jasmeen/dogs,-5.1096673
92,165,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,0.52130044
93,166,jeffboudier/vision-transformers-spain-or-italy-fan,0.18463802
