,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
lr_node2vec_all_normalize_without_transfer,0.7574438943849181,0.6926698580493944,0.6973063833641598,0.8389780556484487,0.6412065621243058,0.5707842366531732,0.8035551634465943,0.8186276722889564,0.7289258615220082
lr_node2vec+_all_normalize_without_transfer,0.7574438943849181,0.6926698580493944,0.6973063833641598,0.8389780556484487,0.6412065621243058,0.5707842366531732,0.8035551634465943,0.8186276722889564,0.7289258615220082
LogME,0.7512053714094236,0.6342233960684017,0.6221691664215002,0.810016736626123,0.8301537399478413,0.5617245509771799,0.688979733300938,0.739035732580487,0.7017576093789081
xgb_node2vec+_all_normalize_without_transfer,0.831249646038552,0.5168196004003979,0.6057402187594155,0.8141454791521278,0.6027071432247467,0.5666152280195106,0.7142964516698453,0.8089116938433519,0.6792614274546658
Reg-H-Score,0.7629445275461069,0.5609698794006756,0.6247360432894421,0.8067244636364972,0.8292147297307789,0.56044395901234,0.6792618384214917,0.6967599286927522,0.6785958117768798
xgb_homo_SAGEConv_all_normalize_without_transfer,0.8275434267439704,0.5912427067942988,0.6206186508581366,0.7639206425119771,0.6270756034919275,0.4999715562196067,0.5683813557658574,0.6978558006802215,0.6537594964307016
xgb_homoGATConv_all_normalize_without_transfer,0.7871774998568318,0.5598058376640512,0.6906606980550747,0.7910140662620203,0.42365392671269814,0.6498815711054976,0.5013363148601981,0.7915020161867514,0.6523146450103214
xgb_node2vec_all_normalize_without_transfer,0.6826990102403496,0.4878001534605965,0.6067475348744241,0.841070352762849,0.6255411233811181,0.6255647255255331,0.643546381155175,0.7923267445896922,0.6507198925225149
rf_homoGATConv_all_normalize_without_transfer,0.7878551678028786,0.5618174090205039,0.52117705418102,0.8248363090915107,0.37704713185729205,0.5250771718044381,0.4943156387926883,0.7586525166569773,0.6177660992672356
rf_node2vec+_all_normalize_without_transfer,0.663782198637237,0.530546153032345,0.6159609060897338,0.7703813883628646,0.5077525978603372,0.4906624359154437,0.6351307444095915,0.6801071935429602,0.6045834495546549
rf_node2vec_all_normalize_without_transfer,0.7283475573889957,0.3688556456568101,0.5740689684482082,0.8042143063789924,0.3935139890138166,0.5393711067909204,0.5843171168932353,0.5386832189126378,0.5393794361318298
rf_homo_SAGEConv_all_normalize_without_transfer,0.5373423472536609,0.5066775785024487,0.478572016197095,0.7103534564604597,0.22756142739645357,0.5404426416715915,0.4779450680395874,0.5455824935814481,0.49995912256275654
lr_homoGATConv_all_normalize_without_transfer,0.5902447705524417,0.2522961238565717,0.5300104547004697,0.7251206816192939,0.2983991248318599,0.6527130820887701,0.543787054884249,0.5618208047924029,0.4864679831368876
lr_homo_SAGEConv_all_normalize_without_transfer,0.5518074193163297,0.2888682764231837,0.4268915155749982,0.8033005588465301,0.2333096849076795,0.6444888944087119,0.5423654600648546,0.5860429650102821,0.4822402593752853
