,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
lr_node2vec_all_normalize_without_transfer,0.9760893631075481,0.8408016500838464,0.896176662232616,0.9323297096974749,0.6321668108972565,0.81788029190766,0.9485656377619474,0.9324534296595093,0.8740354320142872
lr_node2vec+_all_normalize_without_transfer,0.9760893628586779,0.8408016455380559,0.8961766646826417,0.9323297097408954,0.6321668124534884,0.8178802962646694,0.9485656376544818,0.9324534272680393,0.8740354313248886
xgb_homoGATConv_all_normalize_without_transfer,0.9608385543261707,0.8223444703825691,0.8755480104331456,0.8840671179154358,0.7234417706575593,0.8055612328972886,0.8593294421938377,0.9124803730836961,0.8597265385978874
xgb_node2vec_all_normalize_without_transfer,0.9276360381214662,0.7993046584719531,0.7655420593064791,0.9629974595291297,0.6714845508966709,0.7994153767095649,0.9288342655523663,0.9068141528006033,0.8455439564923817
xgb_node2vec+_all_normalize_without_transfer,0.9648761590673297,0.8102849786009514,0.8228599275559048,0.8298463738972949,0.6738412345994487,0.7811660731060721,0.9426321871764222,0.8824776471646817,0.8444684943696269
xgb_homo_SAGEConv_all_normalize_without_transfer,0.9531132317474251,0.756533231157837,0.9226770037076325,0.9213975391614503,0.7525283477414808,0.7802058720781182,0.7677192238119294,0.8950599109427593,0.8391642328342758
rf_node2vec+_all_normalize_without_transfer,0.894228867909081,0.7647517347975363,0.9300382186550887,0.9349164404689058,0.48319803206334394,0.8810909797366816,0.7996726384850228,0.7959617393270944,0.7979901928957507
Reg-H-Score,0.8661669082293743,0.7650696164551981,0.7698364088512321,0.7855688306890768,0.8301063964008575,0.7238840830709063,0.8813277988810891,0.7607274450112304,0.7951633240119569
rf_homoGATConv_all_normalize_without_transfer,0.9574490352260017,0.7734708454822523,0.6820064187804165,0.923484506662304,0.4606188892333465,0.8856504513569299,0.8554089458306977,0.7669787623256236,0.7877431718789891
rf_node2vec_all_normalize_without_transfer,0.9397686106198627,0.7330181041114079,0.9135936095123451,0.9390433706413555,0.4048022928559047,0.8856080287885387,0.9131701506676483,0.7327535385152028,0.7875060391444764
lr_homoGATConv_all_normalize_without_transfer,0.9190287823708203,0.6882423823708312,0.8731095000984241,0.8056633784712146,0.47797130128795606,0.8634890062661411,0.8263382521759416,0.8339451652416195,0.7802606161062664
rf_homo_SAGEConv_all_normalize_without_transfer,0.8637546061708917,0.7868366159581239,0.660515492666358,0.9235007033225336,0.4731742414765694,0.9129099028174111,0.8744781192282712,0.7560172891586143,0.778410062459808
lr_homo_SAGEConv_all_normalize_without_transfer,0.7723356336760175,0.6363403415442206,0.8706011214461814,0.9331556708664861,0.5397472661619125,0.8713480393457583,0.7201199042414246,0.8294571939814281,0.7514301424140652
LogME,0.825307342718504,0.7146772882632428,0.7508371051875568,0.753333067719328,0.7519325553781881,0.765408245158418,0.8417710499813851,0.3696501808272694,0.6916382070934242
