,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
lr_node2vec_all_normalize_without_transfer,0.669680746400457,0.6437101192434738,0.5530771689278897,0.537046872582392,0.39432262401192053,0.3512444900823296,0.6839141371042963,0.6596418855487765,0.5844439155102459
lr_node2vec+_all_normalize_without_transfer,0.669680746400457,0.6437101192434738,0.5530771689278897,0.537046872582392,0.39432262401192053,0.3512444900823296,0.6839141371042963,0.6596418855487765,0.5844439155102459
xgb_node2vec+_all_normalize_without_transfer,0.6777493309752036,0.5311924289388317,0.4542265982524865,0.5301421469752279,0.36629435566411067,0.4670059523539981,0.48133067045288214,0.6451372293162951,0.5405646896954198
LogME,0.5430745024687207,0.6864466132880198,0.39652074920342983,0.6349426349919263,0.7709659890021556,0.2179841290432995,0.5009400555744492,0.4502807505040066,0.5394042107729494
xgb_homoGATConv_all_normalize_without_transfer,0.5953236985327666,0.5486770526059033,0.5058992091292894,0.5297884846738938,0.25218974711299,0.5977719913908242,0.37112830389166385,0.6508001140073767,0.5270136918609992
Reg-H-Score,0.5691865417528957,0.5698899500568348,0.4053343006800758,0.6545832290325149,0.7648858744872067,0.21605914728387046,0.4982085009755399,0.4137353489523419,0.5122110182133985
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6019746694320658,0.5671813843302398,0.5464501947113305,0.5115146060446825,0.40314214128062353,0.4592212070142543,0.23767007648199084,0.5760123629095173,0.5098206289322853
xgb_node2vec_all_normalize_without_transfer,0.47728713178393467,0.3893554899216324,0.41545215241030403,0.5528716370993951,0.4129068002501791,0.5707667997259906,0.4525108253150999,0.6481878941697501,0.49133523124697553
rf_homoGATConv_all_normalize_without_transfer,0.7332707690475027,0.3520136178866376,0.19486119552447156,0.5523381037530204,0.2220043984066578,0.4461828766820283,0.38293296831182666,0.6025623194641405,0.457406561957083
rf_node2vec+_all_normalize_without_transfer,0.547754372419526,0.4026172888682149,0.3315349731256223,0.5170272509292135,0.2760965860051767,0.20353149754919203,0.48439175216126273,0.3705661970324018,0.3945741427059046
rf_node2vec_all_normalize_without_transfer,0.5791692493965472,0.08931169157120786,0.3485517835427572,0.5622813985859108,0.24132689236457375,0.36128871500079585,0.4580185780519085,0.41916536917897707,0.35516215405271034
rf_homo_SAGEConv_all_normalize_without_transfer,0.25908146794475756,0.3632305792396888,0.0592176633129068,0.4989228206336709,-0.05865559083749722,0.519970906607488,0.3143380547983107,0.26262190222334575,0.27884887945687725
lr_homo_SAGEConv_all_normalize_without_transfer,0.2612080234942695,0.055072142577131056,0.23671173669645712,0.5641479143791976,0.055674849000379424,0.4512908099724182,0.4104257936747221,0.2172222520398063,0.23646157228241663
lr_homoGATConv_all_normalize_without_transfer,0.35833002514033696,0.03857245574553256,0.2605270152580279,0.48235427860421853,0.0381586398747767,0.4240997033219531,0.27050419515555696,0.25050690537254316,0.23312114709661802
