,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,-0.22114883
1,74,Ahmed9275/ALL-3,-0.32959327
2,75,Ahmed9275/ALL-test,-0.2707804
3,76,Ahmed9275/Vit-Cifar100,-0.15063965
4,77,AhmedSayeem/VIT_Basic,-0.056777533
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,-0.1452392
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-0.11610391
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,-0.1615944
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,-0.09504555
9,82,Amrrs/indian-foods,-0.095667854
10,83,Amrrs/south-indian-foods,-0.14844568
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.06628321
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,-0.11839847
13,86,Calin/convnext-tiny-finteuned-eurosat,-0.053196594
14,87,Frodnar/bee-likes,-0.14947382
15,88,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.22258942
16,89,Giuliano/places,-0.38100362
17,90,HHousen/household-rooms,-0.26870453
18,91,Hijazzi/rare-puppers,-0.2307431
19,92,IDEA-CCNL/Taiyi-vit-87M-D,-0.16319929
20,93,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.14621568
21,94,LorenzoDeMattei/lawn-weeds,-0.29251269
22,95,Matthijs/snacks-classifier,-0.13280573
23,96,Neto71/sea_mammals,-0.08578294
24,97,Nonem100/Test-Model,-0.35209408
25,98,Rajaram1996/FacialEmoRecog,-0.08446225
26,99,Sena/dog,-0.2598339
27,100,Sena/flowers,-0.044912256
28,101,SriramSridhar78/sriram-car-classifier,-0.09549053
29,102,Suzana/new-york-tokyo-london,-0.11240278
30,103,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat,-0.18921053
31,104,Symbermine/rare-puppers,-0.18725401
32,105,Visual-Attention-Network/van-base,-0.057564896
33,106,Visual-Attention-Network/van-large,-0.18416795
34,107,Visual-Attention-Network/van-small,-0.1760101
35,108,Visual-Attention-Network/van-tiny,-0.15733175
36,109,WinKawaks/vit-small-patch16-224,-0.24361506
37,110,WinKawaks/vit-tiny-patch16-224,-0.07494919
38,111,Zayn/VIT_Basic,-0.07494919
39,112,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-0.07494919
40,113,ajanco/greens,-0.20782986
41,114,akahana/vit-base-cats-vs-dogs,-0.10686709
