,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,-0.04258822
1,74,Ahmed9275/ALL-3,-0.0105022
2,75,Ahmed9275/ALL-test,0.0068332455
3,76,Ahmed9275/Vit-Cifar100,0.13988136
4,77,AhmedSayeem/VIT_Basic,-0.23334429
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,0.13988136
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-0.18581884
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,-0.18851912
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,0.056299314
9,82,Amrrs/indian-foods,-0.19067927
10,83,Amrrs/south-indian-foods,-0.2082732
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.24535516
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,-0.24541853
13,86,Frodnar/bee-likes,-0.025339812
14,87,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.19355366
15,88,Giuliano/places,-0.2575164
16,89,HHousen/household-rooms,-0.2175077
17,90,Hijazzi/rare-puppers,-0.23357993
18,91,IDEA-CCNL/Taiyi-vit-87M-D,-0.17423224
19,92,LorenzoDeMattei/lawn-weeds,-0.18521164
20,93,Matthijs/snacks-classifier,-0.28221604
21,94,Neto71/sea_mammals,-0.2131656
22,95,Nonem100/Test-Model,-0.23755264
23,96,Rajaram1996/FacialEmoRecog,-0.19753766
24,97,Sena/dog,-0.27102357
25,98,Sena/flowers,-0.23491345
26,99,SriramSridhar78/sriram-car-classifier,-0.2491031
27,100,Suzana/new-york-tokyo-london,-0.4083496
28,101,Symbermine/rare-puppers,-0.30065852
29,102,Visual-Attention-Network/van-base,-0.2862418
30,103,Visual-Attention-Network/van-large,-0.16219798
31,104,Visual-Attention-Network/van-small,-0.21857618
32,105,Visual-Attention-Network/van-tiny,-0.16093963
33,106,Zayn/VIT_Basic,-0.3031392
34,107,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-0.3712319
35,108,ajanco/greens,-0.20975865
36,109,akahana/vit-base-cats-vs-dogs,-0.41689968
37,110,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.24132852
38,111,b25mayank3/shirt_identifier,-0.28277203
39,112,black/simple_kitchen,-0.029198004
40,113,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,-0.23296596
41,114,drab/Infrastructures,-0.23511676
42,115,driboune/skin_type,-0.22178078
43,116,edixo/road_good_damaged_condition,-0.20988733
44,117,eren23/pneumonia_test_attempt,-0.21186629
45,118,eslamxm/vit-base-food101,0.10952254
46,119,facebook/convnext-base-224,-0.1463394
47,120,facebook/convnext-base-224-22k,-0.1603622
48,121,facebook/convnext-base-224-22k-1k,-0.19224761
49,122,facebook/convnext-base-384,-0.14956926
50,123,facebook/convnext-base-384-22k-1k,-0.26494196
51,124,facebook/convnext-large-224,-0.19146796
52,125,facebook/convnext-large-224-22k,-0.20351118
53,126,facebook/convnext-large-224-22k-1k,-0.10601681
54,127,facebook/convnext-large-384,-0.3107376
55,128,facebook/convnext-large-384-22k-1k,-0.15402304
56,129,facebook/convnext-small-224,-0.21983996
57,130,facebook/convnext-tiny-224,0.015229829
58,131,facebook/convnext-xlarge-224-22k,-0.10095682
59,132,facebook/deit-base-distilled-patch16-224,-0.102671474
60,133,facebook/deit-base-distilled-patch16-384,0.08829254
61,134,facebook/deit-base-patch16-224,-0.21926615
62,135,facebook/deit-base-patch16-384,-0.123565614
63,136,facebook/deit-small-distilled-patch16-224,0.06527232
64,137,facebook/deit-small-patch16-224,-0.19426146
65,138,facebook/deit-tiny-distilled-patch16-224,-0.257292
66,139,facebook/deit-tiny-patch16-224,-0.27996114
67,140,ferdinand/rare-puppers,0.35575762
68,141,filipafcastro/beer_vs_wine,-0.16911371
69,142,firas-spanioli/beer-whisky-wine-detection,-0.22500122
70,143,firebolt/llama_or_what,-0.017488122
71,144,firebolt/llama_or_what2,-0.0025361031
72,145,gatecitypreservation/architectural_styles,-0.25777903
73,146,godiec/diam,-0.17429893
74,147,google/vit-base-patch16-224,-0.19167441
75,148,google/vit-base-patch16-384,-0.18528193
76,149,google/vit-base-patch32-384,-0.21015267
77,150,google/vit-large-patch16-224,-0.100743696
78,151,google/vit-large-patch32-384,-0.23096162
79,152,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2670282
80,153,hafidber/fruits,-0.37135974
81,154,hafidber/rare-puppers,-0.26169416
82,155,hgarg/fruits,-0.221645
83,156,hgarg/indian-snacks,-0.20117383
84,157,ibombonato/swin-age-classifier,-0.1258092
85,158,ibombonato/vit-age-classifier,-0.24252152
86,159,imjeffhi/pokemon_classifier,-0.43337157
87,160,ipvikas/rare-puppers,0.06072996
88,161,ismgar01/vit-base-cats-vs-dogs,-0.20918298
89,162,iyzg/computer-stuff,-0.07046269
90,163,jadohu/BEiT-finetuned,0.13988136
91,164,jasmeen/dogs,-0.21268521
92,165,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,-0.1976038
93,166,jeffboudier/vision-transformers-spain-or-italy-fan,-0.28047526
94,167,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.15750444
95,168,jjhoffstein/lotr,0.0835166
96,169,jmarshall/rare-puppers,-0.28702366
97,170,johnnydevriese/vit-airplanes,-0.19258645
98,171,juanfiguera/ice_cream,-0.24717738
99,172,julien-c/hotdog-not-hotdog,-0.16863032
100,173,lewtun/oz-fauna,-0.27724963
101,174,matteopilotto/vit-base-patch16-224-in21k-snacks,-0.15494733
102,175,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.1047599
103,176,meame2010/rare-puppers,-0.27139565
104,177,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2090103
105,178,michaelbenayoun/vit-base-beans,-0.17500572
106,179,micole66/dwarf-goats,-0.15071958
107,180,microsoft/beit-large-patch16-384,0.09932264
108,181,microsoft/swin-base-patch4-window12-384,-0.31577286
109,182,microsoft/swin-base-patch4-window12-384-in22k,-0.13315912
110,183,microsoft/swin-base-patch4-window7-224,-0.21079364
111,184,microsoft/swin-base-patch4-window7-224-in22k,-0.19323778
112,185,microsoft/swin-large-patch4-window12-384-in22k,-0.29134136
113,186,microsoft/swin-large-patch4-window7-224-in22k,-0.3271448
114,187,microsoft/swin-small-patch4-window7-224,0.04242898
115,188,microsoft/swin-tiny-patch4-window7-224,-0.13659857
116,189,mmgyorke/vit-world-landmarks,-0.33299428
117,190,mrm8488/convnext-tiny-finetuned-beans,-0.18290387
118,191,mrm8488/convnext-tiny-finetuned-eurosat,-0.032350823
119,192,nateraw/baked-goods,-0.17897823
120,193,nateraw/baseball-stadium-foods,-0.24848315
121,194,nateraw/denver-nyc-paris,-0.06045506
122,195,nateraw/doggos-lol,0.10329774
123,196,nateraw/donut-or-bagel,-0.22409092
124,197,nateraw/ex-for-evan,0.332551
125,198,nateraw/food,-0.25755176
126,199,nateraw/huggingpics-package-demo-2,-0.23774078
127,200,nateraw/pasta-pizza-ravioli,-0.3796438
128,201,nateraw/pasta-shapes,-0.27912048
129,202,nateraw/planes-trains-automobiles,-0.2105176
130,203,nateraw/rare-puppers,-0.26609236
131,204,nateraw/rare-puppers-09-04-2021,-0.220046
132,205,nateraw/rare-puppers-123,-0.26570672
133,206,nateraw/rare-puppers-demo,-0.34824178
134,207,nateraw/rare-puppers-new-auth,-0.22930332
135,208,nateraw/trainer-rare-puppers,0.13988136
136,209,nateraw/vit-base-beans,-0.24601701
137,210,nateraw/vit-base-beans-demo,-0.17599368
138,211,nateraw/vit-base-beans-demo-v2,-0.29975843
139,212,nateraw/vit-base-beans-demo-v3,-0.21463504
140,213,nateraw/vit-base-cats-vs-dogs,-0.27959493
141,214,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.096424766
142,215,nickmuchi/vit-base-beans,-0.27159354
143,216,nickmuchi/vit-finetuned-cats-dogs,-0.26466575
144,217,nickmuchi/vit-finetuned-chest-xray-pneumonia,-0.22987336
145,218,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations,-0.045151103
146,219,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,-0.1835002
147,220,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.05326409
148,221,nielsr/van-base-finetuned-eurosat-imgaug,-0.2137655
149,222,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,-0.25477937
150,223,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,-0.1732915
151,224,nielsr/vit-finetuned-eurosat-kornia,-0.2738225
152,225,karthiksv/vit-base-patch16-224-cifar10,0.015234459
153,226,karthiksv/vit-base-beans,-0.23790446
154,227,nateraw/vit-base-patch16-224-cifar10,-0.2429203
155,228,nickmuchi/vit-base-xray-pneumonia,-0.11422479
156,229,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,-0.24812053
157,230,johnnydevriese/vit_beans,-0.15393527
158,231,nateraw/vit-age-classifier,-0.20985612
159,232,mmekias/vit-base-beans,-0.18216793
160,233,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,-0.16631016
161,234,nateraw/vit-base-food101,-0.31499317
162,235,mrm8488/data2vec-base-finetuned-imagenet1k,0.13988136
163,236,microsoft/beit-base-patch16-224,0.13988136
164,237,microsoft/beit-base-patch16-224-pt22k-ft22k,0.13988136
165,238,Calin/convnext-tiny-finteuned-eurosat,-0.15926203
166,239,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat,-0.26580942
167,240,WinKawaks/vit-small-patch16-224,0.11091509
168,241,nielsr/convnext-tiny-finetuned-eurostat,-0.16798557
169,242,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.24201591
170,243,WinKawaks/vit-tiny-patch16-224,0.13988136
171,244,nielsr/convnext-tiny-finetuned-eurosat,-0.18837845
172,245,flyswot/test,-0.21899748
173,246,nateraw/test_model_a,0.13988136
174,247,microsoft/swin-large-patch4-window7-224,-0.05696157
175,248,lysandre/tiny-vit-random,0.13988136
176,249,microsoft/resnet-50,-0.311014
177,250,microsoft/beit-base-patch16-224-pt22k,0.13235174
178,251,microsoft/beit-large-patch16-224,0.13988136
179,252,nielsr/convnext-xlarge-224-22k-1k,-0.045714654
180,253,microsoft/beit-large-patch16-224-pt22k-ft22k,0.08686172
181,254,facebook/convnext-xlarge-224-22k-1k,-0.15989089
182,255,nielsr/convnext-xlarge-224-22k,0.104276136
183,256,microsoft/swin-large-patch4-window12-384,-0.18777373
