,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,-0.5790841
1,74,Ahmed9275/ALL-3,-0.16780035
2,75,Ahmed9275/ALL-test,-0.5790841
3,76,Ahmed9275/Vit-Cifar100,-0.40639615
4,77,AhmedSayeem/VIT_Basic,-0.5790841
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,-0.5790841
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-0.5790841
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,-0.5790841
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,-0.5790841
9,82,Amrrs/indian-foods,-0.5790841
10,83,Amrrs/south-indian-foods,-0.5790841
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.34348476
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,-0.5790841
13,86,Frodnar/bee-likes,-0.5790841
14,87,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.33353552
15,88,Giuliano/places,-0.5790841
16,89,HHousen/household-rooms,-0.5790841
17,90,Hijazzi/rare-puppers,-0.5790841
18,91,IDEA-CCNL/Taiyi-vit-87M-D,-0.5790841
19,92,LorenzoDeMattei/lawn-weeds,-0.5790841
20,93,Matthijs/snacks-classifier,-0.5790841
21,94,Neto71/sea_mammals,-0.5790841
22,95,Nonem100/Test-Model,-0.5790841
23,96,Rajaram1996/FacialEmoRecog,-0.5790841
24,97,Sena/dog,-0.5790841
25,98,Sena/flowers,-0.5790841
26,99,SriramSridhar78/sriram-car-classifier,-0.5790841
27,100,Suzana/new-york-tokyo-london,-0.5790841
28,101,Symbermine/rare-puppers,-0.5790841
29,102,Visual-Attention-Network/van-base,-0.5790841
30,103,Visual-Attention-Network/van-large,-0.5790841
31,104,Visual-Attention-Network/van-small,-0.5790841
32,105,Visual-Attention-Network/van-tiny,-0.5790841
33,106,Zayn/VIT_Basic,-0.5790841
34,107,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-0.5790841
35,108,ajanco/greens,-0.5790841
36,109,akahana/vit-base-cats-vs-dogs,-0.5790841
37,110,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.30368802
38,111,b25mayank3/shirt_identifier,-0.5790841
39,112,black/simple_kitchen,-0.5790841
40,113,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,-0.5790841
41,114,drab/Infrastructures,-0.5790841
42,115,driboune/skin_type,-0.5790841
43,116,edixo/road_good_damaged_condition,-0.5790841
44,117,eren23/pneumonia_test_attempt,-0.5790841
45,118,eslamxm/vit-base-food101,-0.5790841
46,119,facebook/convnext-base-224,-0.5790841
47,120,facebook/convnext-base-224-22k,-0.40639615
48,121,facebook/convnext-base-224-22k-1k,0.21591027
49,122,facebook/convnext-base-384,-0.16780037
50,123,facebook/convnext-base-384-22k-1k,-0.5790841
51,124,facebook/convnext-large-224,0.21591032
52,125,facebook/convnext-large-224-22k,-0.046178497
53,126,facebook/convnext-large-224-22k-1k,0.09712635
54,127,facebook/convnext-large-384,-0.34348476
55,128,facebook/convnext-large-384-22k-1k,-0.34348476
56,129,facebook/convnext-small-224,-0.37344223
57,130,facebook/convnext-tiny-224,-0.5790841
58,131,facebook/convnext-xlarge-224-22k,-0.27648246
59,132,facebook/deit-base-distilled-patch16-224,-0.5790841
60,133,facebook/deit-base-distilled-patch16-384,-0.5790841
61,134,facebook/deit-base-patch16-224,-0.5790841
62,135,facebook/deit-base-patch16-384,-0.5790841
63,136,facebook/deit-small-distilled-patch16-224,-0.5790841
64,137,facebook/deit-small-patch16-224,-0.5790841
65,138,facebook/deit-tiny-distilled-patch16-224,-0.5790841
66,139,facebook/deit-tiny-patch16-224,-0.5790841
67,140,ferdinand/rare-puppers,-0.5790841
68,141,filipafcastro/beer_vs_wine,-0.5790841
69,142,firas-spanioli/beer-whisky-wine-detection,-0.5790841
70,143,firebolt/llama_or_what,-0.5790841
71,144,firebolt/llama_or_what2,-0.5790841
72,145,gatecitypreservation/architectural_styles,-0.5790841
73,146,godiec/diam,-0.5790841
74,147,google/vit-base-patch16-224,-0.5790841
75,148,google/vit-base-patch16-384,-0.5790841
76,149,google/vit-base-patch32-384,-0.5790841
77,150,google/vit-large-patch16-224,-0.34348476
78,151,google/vit-large-patch32-384,0.21591036
79,152,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.30368802
80,153,hafidber/fruits,-0.5790841
81,154,hafidber/rare-puppers,-0.40639615
82,155,hgarg/fruits,-0.5790841
83,156,hgarg/indian-snacks,-0.5790841
84,157,ibombonato/swin-age-classifier,-0.5790841
85,158,ibombonato/vit-age-classifier,-0.5790841
86,159,imjeffhi/pokemon_classifier,-0.5790841
87,160,ipvikas/rare-puppers,-0.5790841
88,161,ismgar01/vit-base-cats-vs-dogs,-0.5790841
89,162,iyzg/computer-stuff,-0.5790841
90,163,jadohu/BEiT-finetuned,-0.5790841
91,164,jasmeen/dogs,-0.5790841
92,165,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,-0.5790841
93,166,jeffboudier/vision-transformers-spain-or-italy-fan,-0.5790841
94,167,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.30368802
95,168,jjhoffstein/lotr,-0.5790841
96,169,jmarshall/rare-puppers,-0.5790841
97,170,johnnydevriese/vit-airplanes,-0.5790841
98,171,juanfiguera/ice_cream,-0.5790841
99,172,julien-c/hotdog-not-hotdog,-0.40639615
100,173,lewtun/oz-fauna,-0.5790841
101,174,matteopilotto/vit-base-patch16-224-in21k-snacks,-0.5790841
102,175,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,0.16265485
103,176,meame2010/rare-puppers,-0.5790841
104,177,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,0.16265485
105,178,michaelbenayoun/vit-base-beans,-0.40639615
106,179,micole66/dwarf-goats,-0.5790841
107,180,microsoft/beit-large-patch16-384,-0.5790841
108,181,microsoft/swin-base-patch4-window12-384,-0.5790841
109,182,microsoft/swin-base-patch4-window12-384-in22k,-0.34348476
110,183,microsoft/swin-base-patch4-window7-224,0.21591027
111,184,microsoft/swin-base-patch4-window7-224-in22k,-0.3026784
112,185,microsoft/swin-large-patch4-window12-384-in22k,-0.5790841
113,186,microsoft/swin-large-patch4-window7-224-in22k,-0.40639615
114,187,microsoft/swin-small-patch4-window7-224,-0.16780037
115,188,microsoft/swin-tiny-patch4-window7-224,-0.16780035
116,189,mmgyorke/vit-world-landmarks,-0.5790841
117,190,mrm8488/convnext-tiny-finetuned-beans,-0.5790841
118,191,mrm8488/convnext-tiny-finetuned-eurosat,0.16265485
119,192,nateraw/baked-goods,-0.5790841
120,193,nateraw/baseball-stadium-foods,-0.5790841
121,194,nateraw/denver-nyc-paris,-0.5790841
122,195,nateraw/doggos-lol,-0.5790841
123,196,nateraw/donut-or-bagel,-0.5790841
124,197,nateraw/ex-for-evan,-0.5790841
125,198,nateraw/food,-0.5790841
126,199,nateraw/huggingpics-package-demo-2,-0.5790841
127,200,nateraw/pasta-pizza-ravioli,-0.5790841
128,201,nateraw/pasta-shapes,-0.5790841
129,202,nateraw/planes-trains-automobiles,-0.5790841
130,203,nateraw/rare-puppers,-0.5790841
131,204,nateraw/rare-puppers-09-04-2021,-0.5790841
132,205,nateraw/rare-puppers-123,-0.40639615
133,206,nateraw/rare-puppers-demo,-0.5790841
134,207,nateraw/rare-puppers-new-auth,-0.5790841
135,208,nateraw/trainer-rare-puppers,-0.5790841
136,209,nateraw/vit-base-beans,-0.5790841
137,210,nateraw/vit-base-beans-demo,-0.5790841
138,211,nateraw/vit-base-beans-demo-v2,-0.5790841
139,212,nateraw/vit-base-beans-demo-v3,-0.5790841
140,213,nateraw/vit-base-cats-vs-dogs,-0.5790841
141,214,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,0.16265485
142,215,nickmuchi/vit-base-beans,-0.5790841
143,216,nickmuchi/vit-finetuned-cats-dogs,-0.5790841
144,217,nickmuchi/vit-finetuned-chest-xray-pneumonia,-0.5790841
145,218,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations,0.16265485
146,219,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,0.16265485
147,220,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,0.16265485
148,221,nielsr/van-base-finetuned-eurosat-imgaug,0.16265485
149,222,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,-0.5790841
150,223,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,-0.5790841
