,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec+_all_normalize_without_transfer,0.7343595193521719,0.5060995165520515,0.659909835418719,0.7350701302955452,0.2244904116607506,0.6541220476214525,0.6120425872692031,0.6709589846039192,0.6590813549834588
xgb_node2vec_all_normalize_without_transfer,0.7139283923371764,0.5106114816521488,0.69391853308992,0.6927076850628331,0.3137441351292576,0.631232554537222,0.6773236886243162,0.6526314684689106,0.6528381898205426
xgb_homo_SAGEConv_all_normalize_without_transfer,0.526770441355503,0.7824381884312889,0.707935496238989,0.7163936321351139,0.41181914547468085,0.6459084350523449,0.6255798503627665,0.6917698092332378,0.6147865559190526
xgb_homoGATConv_all_normalize_without_transfer,0.5468313704217124,0.7498808370551373,0.7364054098964965,0.6855318245884159,0.2939837952851264,0.5288790173244955,0.5063460561763197,0.5565121169763196,0.5696600951424515
rf_node2vec+_all_normalize_without_transfer,0.5885546990036197,0.5883174890801863,0.6633371737985951,0.4817694856089221,0.2572173787539834,0.551039931407048,0.6642609923210754,0.5281718118449568,0.5543516721315719
rf_homoGATConv_all_normalize_without_transfer,0.6147871136214745,0.4175817648592351,0.6320734634028139,0.4959174749444458,0.3019828044072741,0.3246352542110875,0.41110813466935825,0.6627201270613436,0.5341828407853476
rf_node2vec_all_normalize_without_transfer,0.5734122712876611,0.5784067091182488,0.4633393005041898,0.6228918346051906,0.26663620645921843,0.4667499646446328,0.5526538839717929,0.5172515598701825,0.5252564344473712
rf_homo_SAGEConv_all_normalize_without_transfer,0.5999386839750896,0.5856873168558593,0.6203019751341373,0.45815335018929204,0.13867052626310933,0.13527643581960752,0.6033852694614951,0.5373794726771358,0.48454984487260666
lr_node2vec_all_normalize_without_transfer,0.49502226709198716,0.5003597731918207,0.5786409107556005,0.3970889831394484,0.36717390579999454,0.4212926061779439,0.5697724942921951,0.4382305827689271,0.4698876458599567
lr_node2vec+_all_normalize_without_transfer,0.3884021272142049,0.39622552816653506,0.643382747763649,0.5127167513238695,0.38939056547600115,0.4728979420703765,0.6214363914910787,0.5142275653632152,0.46507360149510935
lr_homo_SAGEConv_all_normalize_without_transfer,0.3291041290504666,0.48625114680899306,0.3725583108684763,0.45585939066877523,0.41765666014957753,0.252853528118852,0.5613974319942237,0.5318469710782476,0.3893251246501223
lr_homoGATConv_all_normalize_without_transfer,0.38368439907704244,0.371051958335448,0.6677747359180857,0.5336094171738639,0.452297963045591,0.2360619619608009,0.5374669964878658,0.23770368309459403,0.3878484379683819
Reg-H-Score,0.26705570845572796,0.2506812657076922,0.5125199214458038,0.1811555389525479,0.3867367098486707,0.5707159195408049,0.11431133422160017,0.32717687800811257,0.3341267620103817
LogME,0.16413398592322878,0.2714314728834047,0.472785759540842,0.05878711197754185,0.39566842868060803,0.6310827603091802,0.06492366657948516,0.25335970881127334,0.27857862332910854
