,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.7078252734284353,0.19036970648222315,0.6951588077904165,0.7658925011124122,0.13054650140967303,0.6295109880172135,0.5685185300465622,0.7202967586059866,0.6356870573374209
xgb_node2vec+_all_normalize_without_transfer,0.6770458230469883,0.23957133691361135,0.6726954936286029,0.7739484865295824,-0.09193322742993762,0.6883378052268229,0.5466146814651416,0.5914149080910334,0.5998028184064859
xgb_homo_SAGEConv_all_normalize_without_transfer,0.45781454799734544,0.7453658890697784,0.7033144709329845,0.7459236841687115,0.11761853530230217,0.7026390322943477,0.5165198122102963,0.7310531653983166,0.5828099137931976
xgb_homoGATConv_all_normalize_without_transfer,0.5143275346521479,0.7169437005187327,0.7223499052467867,0.7447924643207882,-0.015510939559049952,0.5582841253745033,0.3891748910092621,0.6701949397441817,0.5597222360281001
lr_node2vec_all_normalize_without_transfer,0.5532349914336658,0.2211998422012602,0.5714847209013275,0.46170102318915623,0.33526219047850175,0.4141321580265182,0.5161266826821961,0.5316289868542043,0.49117731854354363
lr_node2vec+_all_normalize_without_transfer,0.5196072161488859,0.1903891124650996,0.5585363470725099,0.5895252474364928,0.36928429666658025,0.4428425232011848,0.5502384457391597,0.502925363881702,0.49075541133598255
rf_node2vec_all_normalize_without_transfer,0.46656740930434004,0.3752699113291124,0.5238165239798634,0.5515336747157048,0.2258461945655926,0.5986015432903442,0.4385064892595184,0.4327226800464322,0.4728966955091899
rf_node2vec+_all_normalize_without_transfer,0.47897581107908127,0.3842563741688259,0.5691142565523061,0.46806555371423714,0.26285094836816175,0.6015777844643987,0.5619966847164294,0.34088605030777397,0.4674239399528842
lr_homoGATConv_all_normalize_without_transfer,0.4595537147670065,0.08130509718070358,0.6575679611294165,0.5161066122607291,0.3754590804067952,0.29772198220226226,0.3831297269497161,0.3850164765972243,0.4189136356457637
rf_homoGATConv_all_normalize_without_transfer,0.44549116027924834,0.020379693430646034,0.5607329925778463,0.3321202902439898,0.03157157528899349,0.1678604839296924,0.4514071126987044,0.7245874861245011,0.4038192240694521
LogME,0.34468280830150727,0.10927551490684154,0.3935452199030983,0.07487843282556933,0.43640550135198847,0.7043593920449054,0.09430604266649271,0.4343596382816689,0.372914714022448
Reg-H-Score,0.3533427168234734,0.10827151464027235,0.38227528038007963,0.04652995702688831,0.4319752659414292,0.6566411528147871,0.0987942954582003,0.4060617899521821,0.3609543540993493
lr_homo_SAGEConv_all_normalize_without_transfer,0.3530973917772214,0.1253581710781762,0.4347558194298847,0.4242071064145102,0.3744541215347223,0.2196719283573317,0.43128532099931205,0.47754059290390544,0.36003165925875313
rf_homo_SAGEConv_all_normalize_without_transfer,0.46113011467500775,0.3558119264532824,0.44164725469883487,0.2879592488592695,-0.062406331170562906,-0.0543136389500584,0.42159540128220596,0.34533791838266026,0.31322087720438074
