,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.7111323651803793,0.7904702299036068,0.9426487464624628,0.914226656182655,0.8364470929926109,0.8329692500890727,0.889937115870146,0.8829826480011299,0.8143562040233584
xgb_homo_SAGEConv_all_normalize_without_transfer,0.7311766849136715,0.5679542086748092,0.9145320667993133,0.9164886341142063,0.8101720726268351,0.9048145864346254,0.9077521788639514,0.8534775478190235,0.8123172415776048
xgb_homoGATConv_all_normalize_without_transfer,0.7338876754880406,0.5790079065379846,0.7897090796991629,0.9453232737567057,0.7058793569096803,0.8134388875420433,0.90395340934393,0.9013179096726112,0.7936488410316912
lr_node2vec_all_normalize_without_transfer,0.7212506300891784,0.744527825135106,0.9030721064756636,0.8377530166766191,0.8472040281805768,0.7352996386059185,0.8626864764959126,0.8237151948624158,0.7810392786066267
xgb_node2vec+_all_normalize_without_transfer,0.6580755585285463,0.8043453665751541,0.9519108843785266,0.9235577174017964,0.5008776783599359,0.8733928714520752,0.9162179583054545,0.828618073627052,0.7762108406535857
lr_node2vec+_all_normalize_without_transfer,0.6940740605464322,0.7308595272843262,0.9124841700963279,0.8455406288073067,0.8475461085309683,0.7497018085906356,0.8696863117569136,0.8129227874847303,0.7726717589708483
rf_homo_SAGEConv_all_normalize_without_transfer,0.7397679619113603,0.8043355407418665,0.9153967368638212,0.9006356034297384,0.7235396396571234,0.5066125218296268,0.86271015415389,0.840248255983409,0.7602871012402824
rf_homoGATConv_all_normalize_without_transfer,0.5847672442445021,0.8258663081505974,0.9268216128587257,0.9122016785314367,0.8524075941398714,0.6949497201777071,0.9234634692854392,0.796488743146925,0.7374955429046252
lr_homoGATConv_all_normalize_without_transfer,0.6658617124029649,0.7445453521781641,0.9402701937889785,0.8558994829516083,0.8075170310078861,0.6477783166619239,0.8136350073514146,0.6949638687015116,0.7283393233931829
rf_node2vec_all_normalize_without_transfer,0.5930526609155122,0.8262827862523645,0.8720055502331036,0.8733630978716811,0.8952760892865966,0.7307415613726364,0.9092455811971718,0.7129284141817757,0.72575849833585
rf_node2vec+_all_normalize_without_transfer,0.5477214890325849,0.8248423351458112,0.8937829008899203,0.7966851687011096,0.8982492463060171,0.7421101773992327,0.9035619278796461,0.7298031564745914,0.7085152599395709
lr_homo_SAGEConv_all_normalize_without_transfer,0.609254549402447,0.7005863969478955,0.7374682454440223,0.7371601667589749,0.7761875452989471,0.6417051698426708,0.8178235047101737,0.7631107242792324,0.6850135784454201
Reg-H-Score,0.40348658289891226,0.47957819982699496,0.7396146440481945,0.6448447573075616,0.5724424329978097,0.7093134023087739,0.4927306899770568,0.5811790075517054,0.545506412952988
LogME,0.17259127709649455,0.41436228121733437,0.4771481812158159,0.3529788997016927,0.4931749003608468,0.6092385371372753,0.3986732745492791,0.4841273541954259,0.36993789921907244
