,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.5490461581513406,0.14543732446542773,0.5279490897272175,0.5967165795501148,0.09620541859507305,0.4880399817977853,0.41283743763909536,0.5500224897548371,0.48928941081424776
xgb_node2vec+_all_normalize_without_transfer,0.5160769510905605,0.16377646077411656,0.5081950926060209,0.6131528966678383,-0.0729019784116511,0.5149782764677082,0.3997392837580216,0.446101901432264,0.45486795184275236
xgb_homo_SAGEConv_all_normalize_without_transfer,0.32562148599400675,0.5811114148596697,0.532182089110331,0.5891377863549035,0.08007565515198595,0.5347573448995067,0.3693464020612134,0.5572668399798859,0.43628916374039756
xgb_homoGATConv_all_normalize_without_transfer,0.36087285370066163,0.5437804645070742,0.5459213356765151,0.5791845079578765,-0.007085505461175593,0.4318003841535602,0.2644513758365013,0.500455611817919,0.41398055124924815
lr_node2vec+_all_normalize_without_transfer,0.375180245444019,0.13937743594603494,0.41318777311836136,0.4290661449493349,0.25885713284828166,0.3201088582999031,0.40268636838126315,0.3625639545043115,0.35537556492750083
lr_node2vec_all_normalize_without_transfer,0.4013067868884108,0.1570786892526824,0.4203995498451473,0.3301351695359896,0.2399624516184801,0.2931705636299801,0.3719057067607397,0.3849539772484023,0.35475862744303543
rf_node2vec+_all_normalize_without_transfer,0.347187522467885,0.2718976296201253,0.4191453278057063,0.3370227690900832,0.18689988849812064,0.4464510356407113,0.40890799147477325,0.24026810613658806,0.33910329097852304
rf_node2vec_all_normalize_without_transfer,0.32603746510813925,0.2714192173685943,0.380578000092894,0.4040203283889944,0.15525129743820298,0.4325880535883533,0.31132674506077324,0.3102176254681268,0.33730091932262884
rf_homoGATConv_all_normalize_without_transfer,0.32626617391002205,0.012795132282394234,0.41008838632615446,0.22898173253959636,0.027758139141451574,0.12255412713632746,0.3633959067845922,0.5719469557634542,0.30250223482250505
lr_homoGATConv_all_normalize_without_transfer,0.3308584340651401,0.05119011091381832,0.49800453853556237,0.37067808509304095,0.25885713284828166,0.21204061184629408,0.271704829570525,0.27454800302754084,0.301724306897625
LogME,0.2555830060952908,0.07925367615474233,0.2882236463553064,0.04922554847853405,0.2956684088113491,0.5429600015970977,0.06959284633515103,0.34991657576608426,0.2813237619604739
Reg-H-Score,0.26626263787894966,0.07872794695968599,0.27611540421023173,0.030958718440716595,0.2937562444859726,0.5113312636399853,0.07034520143066618,0.31981751458812424,0.2729751681105312
lr_homo_SAGEConv_all_normalize_without_transfer,0.2590104450930627,0.08180849501180311,0.325705785867348,0.3021151622591085,0.25397600686391625,0.15139006536722777,0.3036315796556424,0.3426445549595687,0.25897097514374773
rf_homo_SAGEConv_all_normalize_without_transfer,0.3164120218763645,0.2648190604210477,0.3109183898952113,0.18844112307320335,-0.061881676361823366,-0.05878793985973618,0.3061526098390724,0.24368510115562772,0.21347760584290393
