,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
xgb_homoGATConv_all_normalize_without_transfer,0.8971690738571713,0.8085941746024278,0.8804948391121334,0.9313006491506486,0.7653459183155149,0.8937885675903829,0.8993137171120538,0.7689001437154471,0.8391409949958497
xgb_node2vec_all_normalize_without_transfer,0.9266531629491304,0.8158206476015183,0.928310157922372,0.9143447374801006,0.7025273556015607,0.7702050545655124,0.8955597050916655,0.7989838845293669,0.833383660819733
lr_node2vec+_all_normalize_without_transfer,0.9207514443599416,0.7882909599103602,0.862372537332716,0.8587952847065436,0.6750128654064291,0.8377393215697424,0.8905280809620882,0.8348271238911051,0.8276806890163939
xgb_node2vec+_all_normalize_without_transfer,0.8369368566187849,0.8074205017060757,0.895930753887286,0.8857709855967423,0.7063933790188526,0.800686487997011,0.8409369147253496,0.8257635735288957,0.817490008852135
lr_node2vec_all_normalize_without_transfer,0.9195142773808279,0.7787992346913695,0.8638144300879216,0.8592497765479206,0.6491040374189038,0.8543774537546462,0.9060411805955324,0.7843647814665758,0.8163007592793335
xgb_homo_SAGEConv_all_normalize_without_transfer,0.868116634318287,0.7152122767675495,0.8735405787024327,0.824325322955215,0.7508616496452354,0.8913835977537754,0.8628158912433717,0.7193563646791437,0.7921801958240597
Reg-H-Score,0.8859898726982864,0.7842733890987406,0.7455303807004904,0.803799364204469,0.5244372703131315,0.7125811506210886,0.8620334323608981,0.7685997229137278,0.7651211694136549
rf_homoGATConv_all_normalize_without_transfer,0.8420173357743557,0.7576880614294743,0.9222935369003742,0.8357845999743927,0.5741524032332085,0.881927378171744,0.8257149165175044,0.6056170792408792,0.7567268119565006
rf_node2vec_all_normalize_without_transfer,0.8703005316235903,0.7266413404735534,0.9182597867842036,0.9055625496511034,0.47292213362585217,0.9010150158905859,0.8228309219678599,0.6404334777740168,0.7543943297960668
lr_homoGATConv_all_normalize_without_transfer,0.8434700221333038,0.7386776986090902,0.7238863705076691,0.7640787063996933,0.46146792091846217,0.8660782711318251,0.7768345804730927,0.8001279332166712,0.7504627712510551
rf_node2vec+_all_normalize_without_transfer,0.7857260132250445,0.712410967593889,0.9208807071807013,0.8998008133150893,0.46875102303618815,0.9321302700197066,0.8340632027681126,0.6257131340366214,0.7395476485359833
rf_homo_SAGEConv_all_normalize_without_transfer,0.7402706483375915,0.768044250562579,0.8399992603608621,0.8345485793890112,0.45613124043388825,0.5269845644945126,0.8370630902505638,0.6927390369504612,0.7064494530002888
LogME,0.8314116683995031,0.6959034061545091,0.7657116046082919,0.7464992886305886,0.28757232857436665,0.6990598150832964,0.8279603348420198,0.4066225142145401,0.6366608481355785
lr_homo_SAGEConv_all_normalize_without_transfer,0.8531526449077639,0.5675876995550269,0.5125577038341578,0.5569688807766023,0.17862411451859256,0.8237937473007134,0.8535386398166364,0.30149086655949225,0.5632116185087442
