,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
LogME,0.7823915220886449,0.6606965250875635,0.6023861632528196,0.810861766750544,0.8020593743009473,0.5881478655384391,0.6796683620183747,0.7154176630867765,0.7043117413086623
xgb_node2vec+_all_normalize_without_transfer,0.7145475348651001,0.6697416651277387,0.6918033885293767,0.7469258261300521,0.711857138166624,0.735051771829659,0.7243824396906904,0.6924955131836802,0.7032989381549531
Reg-H-Score,0.7944342505364568,0.6007477672361083,0.6120393779459654,0.8186322255623504,0.8063795722812066,0.5876738901882982,0.6706202576718513,0.7180691111675777,0.693812142040922
xgb_homoGATConv_all_normalize_without_transfer,0.7693082920520395,0.6663793572338522,0.5642423784619308,0.7477197907065123,0.7699407107589044,0.6737534852286924,0.6569473940641337,0.6018211679917862,0.6786601604800256
xgb_node2vec_all_normalize_without_transfer,0.6811796545254662,0.5593381073460613,0.6791202799990621,0.7463748118926373,0.6423131542339211,0.7313914265170423,0.6256915775688285,0.6608220020893121,0.6491372431484002
lr_node2vec+_all_normalize_without_transfer,0.7064800560770381,0.6007981908280695,0.7037160895402669,0.7542755367435078,0.5682768202192785,0.6698968846792839,0.6533794022320408,0.6421122450134464,0.6491120916714639
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6415420851251534,0.5873399334069441,0.6963483483869117,0.7197686192207039,0.73449923839713,0.5347362733936804,0.6489403715794979,0.5583765509847127,0.6235128641771644
lr_node2vec_all_normalize_without_transfer,0.7188757752019158,0.5527002045193851,0.6438140753681528,0.7012223916192404,0.49948156130023214,0.6392292267338202,0.650842279177092,0.5681105161039212,0.60752196360591
rf_homo_SAGEConv_all_normalize_without_transfer,0.5821975399436453,0.5670502096436325,0.5880192003630046,0.6898541996349262,0.49331050842919333,0.5653314728986056,0.5698161506057513,0.612153025131634,0.5784481021723606
rf_node2vec_all_normalize_without_transfer,0.7401044703389582,0.5008948546940265,0.6409029298356879,0.7061277125905021,0.4409662421672301,0.46360671030814415,0.5766146053993351,0.5600741683126268,0.5665201027662023
rf_homoGATConv_all_normalize_without_transfer,0.5963126922167169,0.6128570784175404,0.5927823247442624,0.6487512559134564,0.46552646958234223,0.5346966215399096,0.650114088379478,0.4232870454969225,0.5550380170441238
rf_node2vec+_all_normalize_without_transfer,0.5619693669746755,0.4875524649659506,0.6480850612975215,0.7064298810539116,0.41072485630541383,0.6068582214501639,0.5771562662330234,0.5087485786595255,0.539262390875168
lr_homoGATConv_all_normalize_without_transfer,0.5976234776297255,0.41831102074724386,0.6326054667453582,0.6942952665100277,0.13038199015186597,0.5656279585434063,0.4716853995101229,0.4582358312015695,0.4717314874043286
lr_homo_SAGEConv_all_normalize_without_transfer,0.6005643825148164,0.32114273415781436,0.3505398688576853,0.6859087174163814,0.031976569743830646,0.5291004154616596,0.6244417401967413,0.2435375922767864,0.3884205941795022
