,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
xgb_node2vec+_all_normalize_without_transfer,0.5872126986042167,0.6730175937114751,0.5189955809046479,0.5173541840501317,0.32955482528738356,0.7136863587962209,0.5338398049136966,0.6270849903275475,0.582806851695483
LogME,0.6346484388977116,0.7078647471578701,0.4282600923746245,0.5851067329301207,0.668472221477219,0.26235953007790813,0.49801871553242,0.4573633893331757,0.5542626555173463
Reg-H-Score,0.662651232183562,0.6053551656706175,0.4471442011557724,0.6634501785146616,0.6703777950182819,0.2636328930707073,0.488994306800132,0.49649378689510426,0.5481766349575949
xgb_homoGATConv_all_normalize_without_transfer,0.6154002415481048,0.6737225798059385,0.19048953396265975,0.5285507634728845,0.3991229456710059,0.46472617988595954,0.5550506528152457,0.5907840475625548,0.54190874274763
xgb_node2vec_all_normalize_without_transfer,0.49996133930336084,0.5525954325221981,0.5604560532071209,0.5046125974669524,0.3226595933151776,0.6459900174903295,0.4023816077066336,0.6284407579769988,0.5255866812972779
xgb_homo_SAGEConv_all_normalize_without_transfer,0.569940031386353,0.6041190335963214,0.5760208374037135,0.556685334121716,0.3845547406594736,0.17257658753739608,0.37602724043114333,0.5473684068166451,0.49452670079962724
lr_node2vec+_all_normalize_without_transfer,0.5266021543801607,0.38473979557816995,0.5770929234034468,0.49907310269861926,0.29546198882999947,0.5910608057417719,0.44166667027891826,0.5093324013368788,0.465513214593225
lr_node2vec_all_normalize_without_transfer,0.6739630269756052,0.3944035985734827,0.526536654772835,0.4958982606709542,0.28278674392263414,0.5411431674575382,0.544886762723902,0.27286429259212397,0.4448555959080258
rf_homoGATConv_all_normalize_without_transfer,0.5814675238531618,0.5705827373437591,0.3410015879779413,0.5576167490292909,0.2251352520087752,0.3485545481206518,0.5525486035201566,0.3017430515705634,0.4415563382976961
rf_homo_SAGEConv_all_normalize_without_transfer,0.47467991194489706,0.4875226141116604,0.32451693141722915,0.4585630347968678,0.230712188668807,0.36048285626384835,0.44749607594968954,0.3538993869763748,0.40144418217688627
rf_node2vec_all_normalize_without_transfer,0.6237098261628051,0.24299025673830232,0.4516305171733699,0.5343256501233886,0.3358432859683801,0.26903999475760665,0.4941075999211875,0.34287555815003856,0.3873337200504163
rf_node2vec+_all_normalize_without_transfer,0.39203678537966624,0.1905920781235954,0.3533050039759519,0.5120852940384114,0.24147776009123717,0.4508368741125839,0.25789268141033467,0.4468122300825096,0.33735671793017397
lr_homoGATConv_all_normalize_without_transfer,0.43587976539162465,0.11873441968332024,0.4699569533548514,0.41265038561014694,-0.009824520977919964,0.4079839701725353,0.20110751280035483,0.3050954583102145,0.2656547125756879
lr_homo_SAGEConv_all_normalize_without_transfer,0.29617009523212606,0.025565959647688565,0.018726151095481234,0.5550501747544716,0.09610467886953067,0.2614175263922802,0.31002896457189,0.04874414516341495,0.1597168542844575
