,Unnamed: 0,score,model
0,177,1.352167756002702,nielsr/convnext-xlarge-224-22k-1k
1,66,1.352167756002702,facebook/convnext-xlarge-224-22k-1k
2,65,1.273249443878827,facebook/convnext-xlarge-224-22k
3,176,1.273249443878827,nielsr/convnext-xlarge-224-22k
4,60,0.8426248265201375,facebook/convnext-large-224-22k-1k
5,134,0.8304391638337152,microsoft/swin-large-patch4-window7-224-in22k
6,133,0.8214618350331327,microsoft/swin-large-patch4-window7-224
7,59,0.8185874319504575,facebook/convnext-large-224-22k
8,55,0.8155735850184045,facebook/convnext-base-224-22k-1k
9,54,0.812211922005917,facebook/convnext-base-224-22k
10,130,0.8008222416933009,microsoft/swin-base-patch4-window7-224-in22k
11,128,0.7997619323825398,microsoft/swin-base-patch4-window12-384-in22k
12,129,0.7771694655455815,microsoft/swin-base-patch4-window7-224
13,56,0.7417777140120484,facebook/convnext-base-384
14,53,0.7174223474808269,facebook/convnext-base-224
15,64,0.7163798444236641,facebook/convnext-tiny-224
16,58,0.7139270706398441,facebook/convnext-large-224
17,63,0.7098999320722928,facebook/convnext-small-224
18,136,0.7093585277007703,microsoft/swin-tiny-patch4-window7-224
19,86,0.7082239484563032,google/vit-large-patch16-224
20,135,0.7039445619494408,microsoft/swin-small-patch4-window7-224
21,173,0.7037049052215775,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations
22,139,0.7028254953226498,mrm8488/convnext-tiny-finetuned-beans
23,84,0.7026375285595793,google/vit-base-patch16-384
24,2,0.6987934419136475,Ahmed9275/ALL-3
25,85,0.6987509822770833,google/vit-base-patch32-384
26,14,0.6975432458884978,Calin/convnext-tiny-finteuned-eurosat
27,16,0.6970899252937182,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat
28,103,0.6966373422733549,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat
29,87,0.6966227752352957,google/vit-large-patch32-384
30,168,0.6965183454114894,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat
31,140,0.6964148984998907,mrm8488/convnext-tiny-finetuned-eurosat
32,118,0.6957228277464613,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat
33,21,0.6956125188010839,KL/swin-tiny-patch4-window7-224-finetuned-eurosat
34,12,0.6951606423937214,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat
35,43,0.6941052123142326,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat
36,179,0.6940669688005724,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat
37,178,0.6921026091707635,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10
38,88,0.691421162538298,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat
39,68,0.6899205186889195,facebook/deit-base-distilled-patch16-384
40,20,0.6889972703959365,IDEA-CCNL/Taiyi-vit-87M-D
41,83,0.6887958079654807,google/vit-base-patch16-224
42,67,0.6858255387414913,facebook/deit-base-distilled-patch16-224
43,111,0.6846708193943062,karthiksv/vit-base-patch16-224-cifar10
44,119,0.6844297496210551,michaelbenayoun/vit-base-beans
45,110,0.683968771116034,karthiksv/vit-base-beans
46,47,0.6834810211170927,domluna/vit-base-patch16-224-in21k-shiba-inu-detector
47,167,0.6833894768201102,nateraw/vit-base-patch16-224-cifar10
48,155,0.6825875472469478,nateraw/rare-puppers-123
49,33,0.6821123778255226,Visual-Attention-Network/van-base
50,112,0.681978360615004,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10
51,23,0.6796525560078004,Matthijs/snacks-classifier
52,70,0.6795910904566788,facebook/deit-base-patch16-384
53,161,0.6791276315740955,nateraw/vit-base-beans
54,40,0.6787847396798229,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10
55,35,0.6786225319358304,Visual-Attention-Network/van-small
56,116,0.6785450867092553,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat
57,149,0.6778483566072588,nateraw/huggingpics-package-demo-2
58,137,0.6777240346077703,mmekias/vit-base-beans
59,151,0.6776600533398746,nateraw/pasta-shapes
60,90,0.6764076368986571,hafidber/rare-puppers
61,142,0.6757116818803852,mrm8488/vit-base-patch16-224_finetuned-pneumothorax
62,109,0.6749864585673946,julien-c/hotdog-not-hotdog
63,34,0.6748915168370012,Visual-Attention-Network/van-large
64,157,0.6747875652063541,nateraw/rare-puppers-new-auth
65,11,0.6747786122611406,Amrrs/south-indian-foods
66,49,0.6741272753867833,driboune/skin_type
67,45,0.674027076119149,black/simple_kitchen
68,105,0.6736629291564411,jmarshall/rare-puppers
69,108,0.6736047486816277,juanfiguera/ice_cream
70,30,0.6730854903962631,Suzana/new-york-tokyo-london
71,19,0.6729405963149692,Hijazzi/rare-puppers
72,104,0.6728561796227174,jjhoffstein/lotr
73,120,0.6728474044617015,micole66/dwarf-goats
74,102,0.6722149010236671,jeffboudier/vision-transformers-spain-or-italy-fan
75,96,0.672094563244497,ipvikas/rare-puppers
76,159,0.6715917748356127,nateraw/trainer-rare-puppers
77,77,0.671550085584986,firas-spanioli/beer-whisky-wine-detection
78,150,0.6715316265185406,nateraw/pasta-pizza-ravioli
79,24,0.6713431643069131,Neto71/sea_mammals
80,93,0.671183686271923,ibombonato/swin-age-classifier
81,171,0.6711284735151921,nickmuchi/vit-finetuned-cats-dogs
82,15,0.6709507964108702,Frodnar/bee-likes
83,138,0.6706020962265824,mmgyorke/vit-world-landmarks
84,0,0.6700019100902403,Aftabhussain/Tomato_Leaf_Classifier
85,48,0.6696080834049818,drab/Infrastructures
86,94,0.6694528257970341,ibombonato/vit-age-classifier
87,69,0.6694302816647423,facebook/deit-base-patch16-224
88,145,0.6693897841562405,nateraw/denver-nyc-paris
89,148,0.6692345469852581,nateraw/ex-for-evan
90,153,0.6689309017434016,nateraw/rare-puppers
91,26,0.668643945946429,Rajaram1996/FacialEmoRecog
92,10,0.6685190800034176,Amrrs/indian-foods
93,41,0.668290597499647,ajanco/greens
94,143,0.6682248369482381,nateraw/baked-goods
95,147,0.6680124723914006,nateraw/donut-or-bagel
96,44,0.6672329652973399,b25mayank3/shirt_identifier
97,18,0.6672111269736153,HHousen/household-rooms
98,156,0.666930969922071,nateraw/rare-puppers-demo
99,3,0.6667927504370667,Ahmed9275/ALL-test
100,154,0.6667861986550644,nateraw/rare-puppers-09-04-2021
101,92,0.6666416303086964,hgarg/indian-snacks
102,89,0.6658858524087161,hafidber/fruits
103,22,0.6653942664928566,LorenzoDeMattei/lawn-weeds
104,75,0.6649145624866709,ferdinand/rare-puppers
105,32,0.6649101180724506,Symbermine/rare-puppers
106,117,0.6646227864361612,meame2010/rare-puppers
107,100,0.6644975259131493,jasmeen/dogs
108,166,0.6641695957096218,nateraw/vit-base-food101
109,27,0.6641092702563277,Sena/dog
110,78,0.6638107371189256,firebolt/llama_or_what
111,76,0.6622843905175078,filipafcastro/beer_vs_wine
112,79,0.6598170561241655,firebolt/llama_or_what2
113,113,0.6596209183978092,lewtun/oz-fauna
114,81,0.659250301604817,gatecitypreservation/architectural_styles
115,181,0.659110100670786,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10
116,51,0.658916124557356,eren23/pneumonia_test_attempt
117,7,0.658023087403821,AkshatSurolia/ConvNeXt-FaceMask-Finetuned
118,28,0.6579007330654963,Sena/flowers
119,172,0.6574753302238381,nickmuchi/vit-finetuned-chest-xray-pneumonia
120,17,0.657169071263834,Giuliano/places
121,37,0.6565179877114274,WinKawaks/vit-small-patch16-224
122,29,0.656482798458108,SriramSridhar78/sriram-car-classifier
123,31,0.6544952005986107,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat
124,146,0.6544358709171406,nateraw/doggos-lol
125,71,0.654400868846136,facebook/deit-small-distilled-patch16-224
126,50,0.6540628496393274,edixo/road_good_damaged_condition
127,144,0.653955200357099,nateraw/baseball-stadium-foods
128,175,0.6535917727166655,nielsr/convnext-tiny-finetuned-eurostat
129,174,0.6535917727166655,nielsr/convnext-tiny-finetuned-eurosat
130,91,0.6532414153813674,hgarg/fruits
131,36,0.6512281625412455,Visual-Attention-Network/van-tiny
132,82,0.6506826242646644,godiec/diam
133,165,0.6498365036431725,nateraw/vit-base-cats-vs-dogs
134,124,0.6495528445292109,microsoft/beit-large-patch16-224
135,25,0.6486268094956614,Nonem100/Test-Model
136,115,0.6467412484089959,matteopilotto/vit-base-patch16-224-in21k-snacks
137,72,0.6459265159621155,facebook/deit-small-patch16-224
138,98,0.6436400121845807,iyzg/computer-stuff
139,125,0.6425269915554997,microsoft/beit-large-patch16-224-pt22k-ft22k
140,152,0.641577018053383,nateraw/planes-trains-automobiles
141,5,0.6414314469914713,AhmedSayeem/VIT_Basic
142,164,0.6398311311161059,nateraw/vit-base-beans-demo-v3
143,107,0.6396376333357714,johnnydevriese/vit_beans
144,163,0.6352873276649664,nateraw/vit-base-beans-demo-v2
145,160,0.6345805825670464,nateraw/vit-age-classifier
146,97,0.631346394897575,ismgar01/vit-base-cats-vs-dogs
147,182,0.6311480888709484,nielsr/vit-finetuned-eurosat-kornia
148,95,0.6287662050890892,imjeffhi/pokemon_classifier
149,8,0.6271809949923218,AkshatSurolia/DeiT-FaceMask-Finetuned
150,169,0.622942331178077,nickmuchi/vit-base-beans
151,13,0.6226316953695327,AykeeSalazar/vc-bantai-vit-withoutAMBI
152,52,0.6223488346746744,eslamxm/vit-base-food101
153,73,0.6206207725376864,facebook/deit-tiny-distilled-patch16-224
154,106,0.6199140451082666,johnnydevriese/vit-airplanes
155,42,0.6190998320357044,akahana/vit-base-cats-vs-dogs
156,101,0.6189938538756208,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector
157,39,0.6186592607908222,Zayn/VIT_Basic
158,162,0.6185404372444185,nateraw/vit-base-beans-demo
159,80,0.6179275080571923,flyswot/test
160,74,0.6179031884988895,facebook/deit-tiny-patch16-224
161,122,0.6103814592575013,microsoft/beit-base-patch16-224-pt22k-ft22k
162,121,0.6065771280549902,microsoft/beit-base-patch16-224
163,99,0.6039849433298847,jadohu/BEiT-finetuned
164,170,0.5886719227564824,nickmuchi/vit-base-xray-pneumonia
165,38,0.5858655942751739,WinKawaks/vit-tiny-patch16-224
166,180,0.5709989542556253,nielsr/van-base-finetuned-eurosat-imgaug
167,9,0.570801565931867,AkshatSurolia/ViT-FaceMask-Finetuned
168,141,0.5640551623663492,mrm8488/data2vec-base-finetuned-imagenet1k
169,6,0.5322587739757616,AkshatSurolia/BEiT-FaceMask-Finetuned
