,mappedID,model,score
0,0,Ahmed9275/ALL-3,25.567787
1,1,Ahmed9275/ALL-test,-2.8188453
2,2,Ahmed9275/Vit-Cifar100,-1.8095682
3,3,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-2.0468087
4,4,AkshatSurolia/DeiT-FaceMask-Finetuned,-1.0835397
5,5,AkshatSurolia/ViT-FaceMask-Finetuned,22.083836
6,6,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,1.1378162
7,7,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-5.1863747
8,8,Hijazzi/rare-puppers,-1.874268
9,9,Matthijs/snacks-classifier,-3.2957945
10,10,Visual-Attention-Network/van-base,-3.0151966
11,11,Visual-Attention-Network/van-large,-5.674595
12,12,Visual-Attention-Network/van-small,-0.43334508
13,13,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-12.938473
14,14,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,-4.8966613
15,15,eren23/pneumonia_test_attempt,-0.53555727
16,16,facebook/convnext-base-224,0.48215365
17,17,facebook/convnext-base-224-22k,-3.128585
18,18,facebook/convnext-base-224-22k-1k,-0.9519352
19,19,facebook/convnext-base-384,-20.679623
20,20,facebook/convnext-large-224,-0.16837505
21,21,facebook/convnext-large-224-22k,22.504723
22,22,facebook/convnext-large-224-22k-1k,-5.2022448
23,23,facebook/convnext-large-384,-13.303198
24,24,facebook/convnext-large-384-22k-1k,-2.563448
25,25,facebook/convnext-small-224,1.6827109
26,26,facebook/convnext-tiny-224,-3.5986753
27,27,facebook/convnext-xlarge-224-22k,-2.3318646
28,28,facebook/deit-base-distilled-patch16-224,-3.016185
29,29,facebook/deit-base-distilled-patch16-384,-2.477343
30,30,facebook/deit-base-patch16-224,-1.2447362
31,31,facebook/deit-base-patch16-384,-1.8031347
32,32,facebook/deit-small-distilled-patch16-224,1.6946235
33,33,ferdinand/rare-puppers,-1.9212896
34,34,firebolt/llama_or_what2,-1.5790343
35,35,google/vit-base-patch16-224,-1.5624952
36,36,google/vit-base-patch16-384,-1.112165
37,37,google/vit-base-patch32-384,-13.050164
38,38,google/vit-large-patch16-224,19.159657
39,39,google/vit-large-patch32-384,-1.9931059
40,40,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,-18.808092
41,41,hafidber/rare-puppers,-1.6376128
42,42,ibombonato/swin-age-classifier,-0.87820035
43,43,ibombonato/vit-age-classifier,-3.2969284
44,44,ipvikas/rare-puppers,-1.8204439
45,45,ismgar01/vit-base-cats-vs-dogs,31.311823
46,46,jadohu/BEiT-finetuned,-1.5048084
47,47,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,-1.8631122
48,48,jmarshall/rare-puppers,-1.5430119
49,49,julien-c/hotdog-not-hotdog,22.57486
50,50,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.48174596
51,51,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.558444
52,52,michaelbenayoun/vit-base-beans,-0.0058050156
53,53,microsoft/beit-large-patch16-384,-1.5480067
54,54,microsoft/swin-base-patch4-window12-384-in22k,0.72215426
55,55,microsoft/swin-base-patch4-window7-224,0.57315373
56,56,microsoft/swin-base-patch4-window7-224-in22k,0.6720684
57,57,microsoft/swin-large-patch4-window7-224-in22k,-0.40390348
58,58,microsoft/swin-small-patch4-window7-224,-12.661288
59,59,microsoft/swin-tiny-patch4-window7-224,-1.3163136
60,60,mrm8488/convnext-tiny-finetuned-beans,0.76308835
61,61,mrm8488/convnext-tiny-finetuned-eurosat,-0.7427382
62,62,nateraw/baseball-stadium-foods,-1.7292387
63,63,nateraw/rare-puppers,-0.48430097
64,64,nateraw/rare-puppers-123,0.49744558
65,65,nateraw/vit-base-beans,-0.15729856
66,66,nateraw/vit-base-beans-demo,0.67038274
67,67,nateraw/vit-base-beans-demo-v2,16.76739
68,68,nateraw/vit-base-beans-demo-v3,-0.7529241
69,69,nateraw/vit-base-cats-vs-dogs,0.75424826
70,70,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,0.06215334
71,71,nickmuchi/vit-base-beans,-0.6402767
72,72,nickmuchi/vit-finetuned-cats-dogs,2.457972
73,73,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations,-3.546616
74,74,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,-0.62173843
75,75,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,133.87926
76,76,nielsr/van-base-finetuned-eurosat-imgaug,-1.5308988
77,77,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,-2.2454348
78,78,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,-1.453987
