,mappedID,model,score
0,0,Ahmed9275/ALL-3,0.28580263
1,1,Ahmed9275/ALL-test,0.21596956
2,2,Ahmed9275/Vit-Cifar100,0.3323089
3,3,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,0.33625466
4,4,AkshatSurolia/DeiT-FaceMask-Finetuned,0.27133614
5,5,AkshatSurolia/ViT-FaceMask-Finetuned,0.3383097
6,6,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,0.31836572
7,7,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,0.30198026
8,8,Hijazzi/rare-puppers,0.33204693
9,9,IDEA-CCNL/Taiyi-vit-87M-D,0.2209059
10,10,Matthijs/snacks-classifier,0.331936
11,11,Visual-Attention-Network/van-base,0.3343101
12,12,Visual-Attention-Network/van-large,0.25974116
13,13,Visual-Attention-Network/van-small,0.3660006
14,14,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,0.3383097
15,15,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,0.3323089
16,16,eren23/pneumonia_test_attempt,0.21770217
17,17,facebook/convnext-base-224,0.31991047
18,18,facebook/convnext-base-224-22k,0.32266474
19,19,facebook/convnext-base-224-22k-1k,-0.06439227
20,20,facebook/convnext-base-384,0.25850493
21,21,facebook/convnext-large-224,0.07958849
22,22,facebook/convnext-large-224-22k,0.119894065
23,23,facebook/convnext-large-224-22k-1k,0.35447454
24,24,facebook/convnext-large-384,0.012314182
25,25,facebook/convnext-large-384-22k-1k,0.32516882
26,26,facebook/convnext-small-224,0.30350006
27,27,facebook/convnext-tiny-224,0.32641506
28,28,facebook/convnext-xlarge-224-22k,0.14840332
29,29,facebook/deit-base-distilled-patch16-224,0.33625466
30,30,facebook/deit-base-distilled-patch16-384,0.1887002
31,31,facebook/deit-base-patch16-224,0.32117993
32,32,facebook/deit-base-patch16-384,0.21983506
33,33,facebook/deit-small-distilled-patch16-224,0.33025682
34,34,ferdinand/rare-puppers,0.24692132
35,35,firebolt/llama_or_what2,0.3383097
36,36,google/vit-base-patch16-224,0.33355355
37,37,google/vit-base-patch16-384,0.42167553
38,38,google/vit-base-patch32-384,0.3323632
39,39,google/vit-large-patch16-224,0.29156733
40,40,google/vit-large-patch32-384,0.28522772
41,41,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,0.32862097
42,42,hafidber/rare-puppers,0.31787625
43,43,ibombonato/swin-age-classifier,0.33625466
44,44,ibombonato/vit-age-classifier,0.3383097
45,45,ipvikas/rare-puppers,0.3383097
46,46,ismgar01/vit-base-cats-vs-dogs,0.3383097
47,47,jadohu/BEiT-finetuned,0.3383097
48,48,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,0.33046746
49,49,jmarshall/rare-puppers,0.3383097
50,50,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,0.41956574
51,51,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,0.3323089
52,52,microsoft/beit-large-patch16-384,0.300735
53,53,microsoft/swin-base-patch4-window12-384-in22k,0.26420727
54,54,microsoft/swin-base-patch4-window7-224,-0.008248454
55,55,microsoft/swin-base-patch4-window7-224-in22k,0.2552086
56,56,microsoft/swin-large-patch4-window7-224-in22k,0.33085835
57,57,microsoft/swin-small-patch4-window7-224,0.26469347
58,58,microsoft/swin-tiny-patch4-window7-224,0.26869586
59,59,mrm8488/convnext-tiny-finetuned-beans,0.28249574
60,60,mrm8488/convnext-tiny-finetuned-eurosat,0.32585803
61,61,nateraw/baseball-stadium-foods,0.3432709
62,62,nateraw/rare-puppers,0.3383097
63,63,nateraw/rare-puppers-123,0.3383097
64,64,nateraw/vit-base-beans,0.4413854
65,65,nateraw/vit-base-beans-demo,0.2863492
66,66,nateraw/vit-base-beans-demo-v2,0.38607228
67,67,nateraw/vit-base-beans-demo-v3,0.33779973
68,68,nateraw/vit-base-cats-vs-dogs,0.39129972
69,69,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,1.1572261
70,70,nickmuchi/vit-base-beans,0.34151617
71,71,nickmuchi/vit-finetuned-cats-dogs,2.9600387
72,72,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations,2.9799023
73,73,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,0.18828893
74,74,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,0.18796939
75,75,nielsr/van-base-finetuned-eurosat-imgaug,0.18748498
76,76,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,0.18828893
77,77,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,0.18828893
78,78,nateraw/vit-base-patch16-224-cifar10,0.18828893
79,79,microsoft/swin-large-patch4-window7-224,-0.32892424
80,80,nielsr/vit-finetuned-eurosat-kornia,0.18828893
81,81,Calin/convnext-tiny-finteuned-eurosat,0.056888282
82,82,mrm8488/data2vec-base-finetuned-imagenet1k,0.18828893
83,83,nielsr/convnext-tiny-finetuned-eurosat,0.18828893
84,84,nielsr/convnext-tiny-finetuned-eurostat,0.14368613
85,85,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,0.18930641
86,86,microsoft/resnet-50,0.22034687
87,87,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat,0.18828893
88,88,nielsr/convnext-xlarge-224-22k-1k,-0.03320166
89,89,microsoft/swin-large-patch4-window12-384,-0.27045035
90,90,facebook/convnext-xlarge-224-22k-1k,-0.31090996
91,91,nielsr/convnext-xlarge-224-22k,-0.17141296
