,mappedID,model,score
0,0,Ahmed9275/ALL-3,-0.078883745
1,1,Ahmed9275/ALL-test,-0.053589847
2,2,Ahmed9275/Vit-Cifar100,0.11020981
3,3,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,0.12603551
4,4,AkshatSurolia/DeiT-FaceMask-Finetuned,0.12603551
5,5,AkshatSurolia/ViT-FaceMask-Finetuned,0.14490944
6,6,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,0.20839174
7,7,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,0.19479825
8,8,Hijazzi/rare-puppers,0.22629401
9,9,IDEA-CCNL/Taiyi-vit-87M-D,0.11990285
10,10,Matthijs/snacks-classifier,0.24016646
11,11,Visual-Attention-Network/van-base,0.2336191
12,12,Visual-Attention-Network/van-large,0.13119186
13,13,Visual-Attention-Network/van-small,0.13119186
14,14,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,0.120735906
15,15,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,0.13621072
16,16,eren23/pneumonia_test_attempt,0.120735906
17,17,facebook/convnext-base-224,-0.298385
18,18,facebook/convnext-base-224-22k,-0.13120037
19,19,facebook/convnext-base-224-22k-1k,0.14545739
20,20,facebook/convnext-base-384,0.00783411
21,21,facebook/convnext-large-224,-0.10392587
22,22,facebook/convnext-large-224-22k,-0.70129097
23,23,facebook/convnext-large-224-22k-1k,0.053141907
24,24,facebook/convnext-large-384,-0.43902308
25,25,facebook/convnext-large-384-22k-1k,-0.20130362
26,26,facebook/convnext-small-224,0.1362971
27,27,facebook/convnext-tiny-224,0.16890319
28,28,facebook/convnext-xlarge-224-22k,-0.12630716
29,29,facebook/deit-base-distilled-patch16-224,0.12603551
30,30,facebook/deit-base-distilled-patch16-384,-0.22447638
31,31,facebook/deit-base-patch16-224,0.13890547
32,32,facebook/deit-base-patch16-384,-0.054817017
33,33,facebook/deit-small-distilled-patch16-224,0.048227675
34,34,ferdinand/rare-puppers,0.22014442
35,35,firebolt/llama_or_what2,0.19740324
36,36,google/vit-base-patch16-224,0.1406023
37,37,google/vit-base-patch16-384,-0.21839023
38,38,google/vit-base-patch32-384,0.1302416
39,39,google/vit-large-patch16-224,-0.45693576
40,40,google/vit-large-patch32-384,-0.22741008
41,41,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,0.17321233
42,42,hafidber/rare-puppers,0.12577586
43,43,ibombonato/swin-age-classifier,0.11240958
44,44,ibombonato/vit-age-classifier,0.08620124
45,45,ipvikas/rare-puppers,0.07983177
46,46,ismgar01/vit-base-cats-vs-dogs,0.23858374
47,47,jadohu/BEiT-finetuned,0.120735906
48,48,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,0.1410975
49,49,jmarshall/rare-puppers,0.120735906
50,50,julien-c/hotdog-not-hotdog,0.1622716
51,51,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,0.09097211
52,52,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,0.16825154
53,53,michaelbenayoun/vit-base-beans,0.12577586
54,54,microsoft/beit-large-patch16-384,0.12181118
55,55,microsoft/swin-base-patch4-window12-384-in22k,-0.15922081
56,56,microsoft/swin-base-patch4-window7-224,0.09720526
57,57,microsoft/swin-base-patch4-window7-224-in22k,-0.3108599
58,58,microsoft/swin-large-patch4-window7-224-in22k,-0.08912119
59,59,microsoft/swin-small-patch4-window7-224,-0.18072805
60,60,microsoft/swin-tiny-patch4-window7-224,-0.24856164
61,61,mrm8488/convnext-tiny-finetuned-beans,-0.006915398
62,62,mrm8488/convnext-tiny-finetuned-eurosat,0.15827793
63,63,nateraw/baseball-stadium-foods,0.2722115
64,64,nateraw/rare-puppers,0.05696355
65,65,nateraw/rare-puppers-123,0.062543385
66,66,nateraw/vit-base-beans,-0.033952445
67,67,nateraw/vit-base-beans-demo,0.12316565
68,68,nateraw/vit-base-beans-demo-v2,3.689753
69,69,nateraw/vit-base-beans-demo-v3,0.13341288
70,70,nateraw/vit-base-cats-vs-dogs,2.8012812
71,71,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,2.778791
72,72,nickmuchi/vit-base-beans,0.13308477
73,73,nickmuchi/vit-finetuned-cats-dogs,0.50760585
74,74,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations,0.45953026
