,contain_data_similarity,dataset_edge_distance_method,contain_dataset_feature,embed_dataset_feature,dataset_embed_method,dataset_reference_model,contain_model_feature,embed_model_feature,model_embed_method,complete_model_features,model_dataset_edge_method,distance_thres,top_pos_K,top_neg_K,accu_pos_thres,accu_neg_thres,gnn_method,accuracy_thres,finetune_ratio,hidden_channels,num_model,num_dataset,test_dataset,train_time,loss,val_AUC,test_AUC,epochs
0,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize,,1.0,128,,,glue/sst2,0.8635740280151367,3.177829106648763,,,50.0
