,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,1.9901649
1,74,Ahmed9275/ALL-3,5.061656
2,75,Ahmed9275/ALL-test,2.1175175
3,76,Ahmed9275/Vit-Cifar100,2.147281
4,77,AhmedSayeem/VIT_Basic,1.6589186
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,2.099001
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,2.6422908
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,2.0855422
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,1.8126403
9,82,Amrrs/indian-foods,1.4878793
10,83,Amrrs/south-indian-foods,-19.807411
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,5.9821963
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,1.2621267
13,86,Frodnar/bee-likes,2.047376
14,87,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,2.2330823
15,88,Giuliano/places,2.4405098
16,89,HHousen/household-rooms,1.859247
17,90,Hijazzi/rare-puppers,1.5688782
18,91,IDEA-CCNL/Taiyi-vit-87M-D,2.8044915
19,92,LorenzoDeMattei/lawn-weeds,4.319957
20,93,Matthijs/snacks-classifier,2.1445358
21,94,Neto71/sea_mammals,1.1814021
22,95,Nonem100/Test-Model,13.081064
23,96,Rajaram1996/FacialEmoRecog,-7.1757326
24,97,Sena/dog,1.8355603
25,98,Sena/flowers,2.1253424
26,99,SriramSridhar78/sriram-car-classifier,1.9972014
27,100,Suzana/new-york-tokyo-london,2.1822524
28,101,Symbermine/rare-puppers,2.1004353
29,102,Visual-Attention-Network/van-base,4.9759684
30,103,Visual-Attention-Network/van-large,1.9174457
31,104,Visual-Attention-Network/van-small,7.711129
32,105,Visual-Attention-Network/van-tiny,2.1126347
33,106,Zayn/VIT_Basic,6.560567
34,107,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,2.0362146
35,108,ajanco/greens,1.9344069
36,109,akahana/vit-base-cats-vs-dogs,1.8718202
37,110,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,2.929209
38,111,b25mayank3/shirt_identifier,1.9535131
39,112,black/simple_kitchen,1.9350597
40,113,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,2.3509986
41,114,drab/Infrastructures,16.81222
42,115,driboune/skin_type,1.9521353
43,116,edixo/road_good_damaged_condition,1.4506689
44,117,eren23/pneumonia_test_attempt,3.7759075
45,118,eslamxm/vit-base-food101,1.8598974
46,119,facebook/convnext-base-224,2.2603078
47,120,facebook/convnext-base-224-22k,5.9400773
48,121,facebook/convnext-base-224-22k-1k,2.5861158
49,122,facebook/convnext-base-384,2.4313092
50,123,facebook/convnext-base-384-22k-1k,1.7810555
51,124,facebook/convnext-large-224,2.1699958
52,125,facebook/convnext-large-224-22k,2.2117178
53,126,facebook/convnext-large-224-22k-1k,2.0339234
54,127,facebook/convnext-large-384,2.4797506
55,128,facebook/convnext-large-384-22k-1k,2.5754726
56,129,facebook/convnext-small-224,18.66374
57,130,facebook/convnext-tiny-224,1.6213984
58,131,facebook/convnext-xlarge-224-22k,2.5588815
59,132,facebook/deit-base-distilled-patch16-224,6.5248804
60,133,facebook/deit-base-distilled-patch16-384,2.3774889
61,134,facebook/deit-base-patch16-224,3.0935593
62,135,facebook/deit-base-patch16-384,2.5415373
63,136,facebook/deit-small-distilled-patch16-224,2.2776632
64,137,facebook/deit-small-patch16-224,1.6196523
65,138,facebook/deit-tiny-distilled-patch16-224,1.9983768
66,139,facebook/deit-tiny-patch16-224,2.1124434
67,140,ferdinand/rare-puppers,1.7404858
68,141,filipafcastro/beer_vs_wine,11.903012
69,142,firas-spanioli/beer-whisky-wine-detection,1.9918673
70,143,firebolt/llama_or_what,-34.63405
71,144,firebolt/llama_or_what2,1.4540548
72,145,gatecitypreservation/architectural_styles,2.4374535
73,146,godiec/diam,20.79298
74,147,google/vit-base-patch16-224,2.0868545
75,148,google/vit-base-patch16-384,2.8996553
76,149,google/vit-base-patch32-384,2.854007
77,150,google/vit-large-patch16-224,2.5344777
78,151,google/vit-large-patch32-384,4.2421713
79,152,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,2.0030303
80,153,hafidber/fruits,2.8444085
81,154,hafidber/rare-puppers,3.6726632
82,155,hgarg/fruits,5.0373526
83,156,hgarg/indian-snacks,2.1393104
84,157,ibombonato/swin-age-classifier,2.6169887
