,mappedID,model,score
0,73,Aftabhussain/Tomato_Leaf_Classifier,-0.28438038
1,74,Ahmed9275/ALL-3,-0.28615144
2,75,Ahmed9275/ALL-test,-0.28615144
3,76,Ahmed9275/Vit-Cifar100,-0.28471324
4,77,AhmedSayeem/VIT_Basic,-0.28438038
5,78,AkshatSurolia/BEiT-FaceMask-Finetuned,-0.28164467
6,79,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,-0.28418824
7,80,AkshatSurolia/DeiT-FaceMask-Finetuned,-0.2841957
8,81,AkshatSurolia/ViT-FaceMask-Finetuned,-0.28484717
9,82,Amrrs/indian-foods,-0.28438038
10,83,Amrrs/south-indian-foods,-0.28438038
11,84,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2850392
12,85,AykeeSalazar/vc-bantai-vit-withoutAMBI,-0.28438038
13,86,Calin/convnext-tiny-finteuned-eurosat,-0.2850392
14,87,Frodnar/bee-likes,-0.28573233
15,88,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2850392
16,89,Giuliano/places,-0.28438038
17,90,HHousen/household-rooms,-0.28438038
18,91,Hijazzi/rare-puppers,-0.28438038
19,92,IDEA-CCNL/Taiyi-vit-87M-D,-0.2860212
20,93,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.28547555
21,94,LorenzoDeMattei/lawn-weeds,-0.28438038
22,95,Matthijs/snacks-classifier,-0.28547555
23,96,Neto71/sea_mammals,-0.28573233
24,97,Nonem100/Test-Model,-0.28438038
25,98,Rajaram1996/FacialEmoRecog,-0.28438038
26,99,Sena/dog,-0.28438038
27,100,Sena/flowers,-0.28438038
28,101,SriramSridhar78/sriram-car-classifier,-0.28547555
29,102,Suzana/new-york-tokyo-london,-0.28583634
30,103,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat,-0.2838646
31,104,Symbermine/rare-puppers,-0.28438038
32,105,Visual-Attention-Network/van-base,-0.28547555
33,106,Visual-Attention-Network/van-large,-0.28573233
34,107,Visual-Attention-Network/van-small,-0.28547555
35,108,Visual-Attention-Network/van-tiny,-0.28438038
36,109,WinKawaks/vit-small-patch16-224,-0.28463602
37,110,WinKawaks/vit-tiny-patch16-224,-0.28604582
38,111,Zayn/VIT_Basic,-0.28438038
39,112,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,-0.28438038
40,113,ajanco/greens,-0.28438038
41,114,akahana/vit-base-cats-vs-dogs,-0.28440118
42,115,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2850392
43,116,b25mayank3/shirt_identifier,-0.28438038
44,117,black/simple_kitchen,-0.28573233
45,118,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,-0.28438038
46,119,drab/Infrastructures,-0.28573233
47,120,driboune/skin_type,-0.28573233
48,121,edixo/road_good_damaged_condition,-0.28438038
49,122,eren23/pneumonia_test_attempt,-0.28438038
50,123,eslamxm/vit-base-food101,-0.3295616
51,124,facebook/convnext-base-224,-0.28694877
52,125,facebook/convnext-base-224-22k,-0.28694877
53,126,facebook/convnext-base-224-22k-1k,-0.32640988
54,127,facebook/convnext-base-384,-0.28694877
55,128,facebook/convnext-base-384-22k-1k,-0.28111586
56,129,facebook/convnext-large-224,-0.28694877
57,130,facebook/convnext-large-224-22k,-0.28660518
58,131,facebook/convnext-large-224-22k-1k,-0.28694877
59,132,facebook/convnext-large-384,-0.28933635
60,133,facebook/convnext-large-384-22k-1k,-0.28865
61,134,facebook/convnext-small-224,-0.28694877
62,135,facebook/convnext-tiny-224,-0.28629982
63,136,facebook/convnext-xlarge-224-22k,-0.28733826
64,137,facebook/convnext-xlarge-224-22k-1k,-0.28733826
65,138,facebook/deit-base-distilled-patch16-224,-0.28583634
66,139,facebook/deit-base-distilled-patch16-384,-0.2865116
67,140,facebook/deit-base-patch16-224,-0.28583634
68,141,facebook/deit-base-patch16-384,-0.2865116
69,142,facebook/deit-small-distilled-patch16-224,-0.2841957
70,143,facebook/deit-small-patch16-224,-0.28634864
71,144,facebook/deit-tiny-distilled-patch16-224,-0.28467968
72,145,facebook/deit-tiny-patch16-224,-0.28463602
73,146,ferdinand/rare-puppers,-0.28438038
74,147,filipafcastro/beer_vs_wine,-0.28438038
75,148,firas-spanioli/beer-whisky-wine-detection,-0.28573233
76,149,firebolt/llama_or_what,-0.28438038
77,150,firebolt/llama_or_what2,-0.28438038
78,151,flyswot/test,-0.28463602
79,152,gatecitypreservation/architectural_styles,-0.28438038
80,153,godiec/diam,-0.28438038
81,154,google/vit-base-patch16-224,-0.2860212
82,155,google/vit-base-patch16-384,-0.28733826
83,156,google/vit-base-patch32-384,-0.2864642
84,157,google/vit-large-patch16-224,-0.28778344
85,158,google/vit-large-patch32-384,-0.28778344
86,159,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2850392
87,160,hafidber/fruits,-0.28573233
88,161,hafidber/rare-puppers,-0.28438038
89,162,hgarg/fruits,-0.28438038
90,163,hgarg/indian-snacks,-0.28438038
91,164,ibombonato/swin-age-classifier,-0.28418824
92,165,ibombonato/vit-age-classifier,-0.28438038
93,166,imjeffhi/pokemon_classifier,-0.3031131
94,167,ipvikas/rare-puppers,-0.28438038
95,168,ismgar01/vit-base-cats-vs-dogs,-0.28438038
96,169,iyzg/computer-stuff,-0.28438038
97,170,jadohu/BEiT-finetuned,-0.28288892
98,171,jasmeen/dogs,-0.28438038
99,172,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,-0.28459823
100,173,jeffboudier/vision-transformers-spain-or-italy-fan,-0.28583634
101,174,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2850392
102,175,jjhoffstein/lotr,-0.28438038
103,176,jmarshall/rare-puppers,-0.28438038
104,177,johnnydevriese/vit-airplanes,-0.28438038
105,178,johnnydevriese/vit_beans,-0.28438038
106,179,juanfiguera/ice_cream,-0.28573233
107,180,julien-c/hotdog-not-hotdog,-0.28438038
108,181,karthiksv/vit-base-beans,-0.28573233
109,182,karthiksv/vit-base-patch16-224-cifar10,-0.28573233
110,183,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,-0.28573233
111,184,lewtun/oz-fauna,-0.28438038
112,185,lysandre/tiny-vit-random,-0.28185368
113,186,matteopilotto/vit-base-patch16-224-in21k-snacks,-0.28438038
114,187,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2838646
115,188,meame2010/rare-puppers,-0.28438038
116,189,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,-0.2850392
117,190,michaelbenayoun/vit-base-beans,-0.28573233
118,191,micole66/dwarf-goats,-0.28573233
119,192,microsoft/beit-base-patch16-224,-0.2852233
120,193,microsoft/beit-base-patch16-224-pt22k,-0.28342113
121,194,microsoft/beit-base-patch16-224-pt22k-ft22k,-0.28532833
122,195,microsoft/beit-base-patch16-384,-0.28111586
123,196,microsoft/beit-large-patch16-224,-0.28362855
124,197,microsoft/beit-large-patch16-224-pt22k-ft22k,-0.28575006
125,198,microsoft/beit-large-patch16-384,-0.29582027
126,199,microsoft/resnet-50,-0.28694877
127,200,microsoft/swin-base-patch4-window12-384,-0.28111586
128,201,microsoft/swin-base-patch4-window12-384-in22k,-0.28733826
129,202,microsoft/swin-base-patch4-window7-224,-0.32640988
130,203,microsoft/swin-base-patch4-window7-224-in22k,-0.28694877
131,204,microsoft/swin-large-patch4-window12-384,-0.29090682
132,205,microsoft/swin-large-patch4-window12-384-in22k,-0.28111586
133,206,microsoft/swin-large-patch4-window7-224,-0.28733826
134,207,microsoft/swin-large-patch4-window7-224-in22k,-0.28733826
135,208,microsoft/swin-small-patch4-window7-224,-0.2865116
136,209,microsoft/swin-tiny-patch4-window7-224,-0.28615144
137,210,mmekias/vit-base-beans,-0.28573233
138,211,mmgyorke/vit-world-landmarks,-0.28438038
139,212,mrm8488/convnext-tiny-finetuned-beans,-0.28547555
140,213,mrm8488/convnext-tiny-finetuned-eurosat,-0.2850392
141,214,mrm8488/data2vec-base-finetuned-imagenet1k,-0.28615144
142,215,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,-0.28573233
143,216,nateraw/baked-goods,-0.28438038
144,217,nateraw/baseball-stadium-foods,-0.28438038
