,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
rf_node2vec_all_normalize_without_transfer,0.9642013634800212,0.903244821341658,0.9821855119136425,0.9862120999325914,0.7277034077808778,0.9812461614001022,0.9095143429306365,0.9683421900144598,0.927839488469443
lr_node2vec_all_normalize_without_transfer,0.961570995032518,0.9125591771058329,0.9603645327128304,0.971915654256276,0.7932538242800702,0.9230825089175928,0.9010340270331909,0.9372174915132895,0.9187159798438959
rf_node2vec+_all_normalize_without_transfer,0.9753301522158659,0.900391695049274,0.9700423228816781,0.9875072280348792,0.7262418631429893,0.9747426675053898,0.8907321180209711,0.9373135523650251,0.9186984535580112
lr_node2vec+_all_normalize_without_transfer,0.9737881793378164,0.9134030172395228,0.759626941900486,0.9770112441774008,0.8897410339244821,0.9434863088034515,0.8997911610649427,0.9437418268893736,0.9184116536252568
lr_homoGATConv_all_normalize_without_transfer,0.982642113087147,0.8165916316863031,0.9605981563428455,0.9716765459833145,0.7880596604533315,0.9658654897637212,0.8814922023153149,0.9524873622245509,0.9120278925621293
xgb_node2vec_all_normalize_without_transfer,0.9039910266260041,0.8177336101499744,0.9740506186223868,0.9797993351228689,0.8926477699721019,0.9768027402768347,0.8239809933780127,0.9174231880374055,0.9042527764505137
rf_homoGATConv_all_normalize_without_transfer,0.9519503463886291,0.8917645979547237,0.9852621656518815,0.9575039506162007,0.6396809954837511,0.9438534841010813,0.8968637753181217,0.9497217539828715,0.902598610850497
xgb_node2vec+_all_normalize_without_transfer,0.9446540255339101,0.8819788608603985,0.9836567718525766,0.9684406187498703,0.5651581750868427,0.9912240777150635,0.8019254308062229,0.8746009133721274,0.8742761283388589
xgb_homo_SAGEConv_all_normalize_without_transfer,0.8166358214352012,0.8256108900691983,0.981241543925107,0.9782489122760197,0.7683790450016622,0.9887279413466981,0.7459821251576723,0.9020211654401176,0.8714383031467552
Reg-H-Score,0.949617487084037,0.9090912627919838,0.9108021188323802,0.8925893729534046,0.9539459423000538,0.8261526000082641,0.8629207310074141,0.7399128362001156,0.8682233375251852
xgb_homoGATConv_all_normalize_without_transfer,0.82114221376736,0.8013130144875915,0.9807818438859164,0.9818247004904123,0.7245960751262815,0.9909216092647334,0.7121481294347286,0.8816509647138671,0.8561320368266603
rf_homo_SAGEConv_all_normalize_without_transfer,0.9357334106232735,0.9112246923135523,0.9604776501788085,0.840404014157278,-0.018697822750749816,0.9734565806642068,0.8010537940558853,0.924904254723288,0.8095027367616506
lr_homo_SAGEConv_all_normalize_without_transfer,0.9665159430465897,0.8606178686078532,0.9498370362675715,0.9195612672148389,0.3372711067602423,0.9664402227158103,0.8317619140684664,0.6345470117596531,0.7903502861012165
LogME,0.986261953900007,0.8374839213928722,0.8675964483049813,0.953169782317137,0.7697143025381634,0.9187498857190687,0.8364395758155211,0.4164147915297659,0.7817436082633793
