,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
lr_node2vec_all_normalize_without_transfer,0.5757575757575757,0.6754172010603989,0.5384992484929918,0.5815431366846942,0.5384615384615383,0.6443571047419068,0.5891241203498696,0.8333333333333333,0.6501455162573591
rf_homoGATConv_all_normalize_without_transfer,0.5757575757575757,0.6445973716587797,0.46748835858182797,0.5401278267905764,0.3846153846153845,0.7478991596638657,0.547387133403651,0.9,0.6430979007336133
rf_node2vec_all_normalize_without_transfer,0.5151515151515151,0.6606481468167025,0.4332515886445777,0.5699763999032772,0.2051282051282051,0.8319327731092437,0.6007899445152135,0.9,0.6315029185250133
rf_node2vec+_all_normalize_without_transfer,0.5757575757575757,0.5921287600818527,0.44512149518278527,0.7031852839349013,0.282051282051282,0.6638655462184875,0.5362090988596132,0.9333333333333332,0.6242065389111235
lr_node2vec+_all_normalize_without_transfer,0.5454545454545454,0.7014448388661948,0.3254665787595005,0.5414367134650601,0.3846153846153845,0.7949860383179369,0.4919089189720033,0.8333333333333333,0.6238434064363244
lr_homoGATConv_all_normalize_without_transfer,0.606060606060606,0.3813048938549073,0.5384992484929918,0.5815431366846942,0.5384615384615383,0.728039845617479,0.4763544867515447,0.8499999999999999,0.6093991515230115
xgb_homoGATConv_all_normalize_without_transfer,0.7575757575757575,0.5192513742256246,0.36097202371508236,0.5952464077320068,0.4871794871794871,0.6778302010921357,0.4258025820350542,0.75,0.6008474789226679
xgb_homo_SAGEConv_all_normalize_without_transfer,0.7272727272727272,0.36568831117142986,0.3491368753965551,0.6313453403451317,0.5128205128205127,0.7447763937925935,0.3908051095390224,0.7666666666666667,0.5840783785459607
LogME,0.606060606060606,0.4967079167991273,0.4821513987328083,0.673469387755102,0.846153846153846,0.42857142857142866,0.5138283115477756,0.6333333333333333,0.5817295126943808
Reg-H-Score,0.6363636363636362,0.45454703261458596,0.4821513987328083,0.673469387755102,0.846153846153846,0.42857142857142866,0.49807878475703915,0.6166666666666666,0.5738595592217883
xgb_node2vec_all_normalize_without_transfer,0.7878787878787877,0.28500263397346315,0.39647746867066425,0.5959900012858044,0.25641025641025633,0.7949860383179369,0.5424608236884938,0.7666666666666667,0.5711497847491991
xgb_node2vec+_all_normalize_without_transfer,0.5757575757575757,0.49582650020040847,0.4793235069003553,0.566393860323831,0.30769230769230765,0.7113032974423646,0.4258025820350542,0.7666666666666667,0.5679156962363796
rf_homo_SAGEConv_all_normalize_without_transfer,0.5454545454545454,0.5817311562321681,0.5044710278738233,0.6615797498877324,-0.12820512820512817,0.7478991596638657,0.5424608236884938,0.7333333333333334,0.5436987776702863
lr_homo_SAGEConv_all_normalize_without_transfer,0.4545454545454545,0.21212524811723513,0.36097202371508236,0.6667692860264165,0.15384615384615383,0.6443571047419068,0.3441418128776466,0.016666666666666666,0.30659306767909844
