,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.7475410394851706,0.4171062249938656,0.7340484349491109,0.7990548549349346,0.4510631778518455,0.5178541226653597,0.6112850328134805,0.7411326123527786,0.675807793324688
lr_node2vec+_all_normalize_without_transfer,0.7475410394851706,0.4171062249938656,0.7340484349491109,0.7990548549349346,0.4510631778518455,0.5178541226653597,0.6112850328134805,0.7411326123527786,0.675807793324688
xgb_homoGATConv_all_normalize_without_transfer,0.7108024021996094,0.7114577693791254,0.6323582573295354,0.7103930355078159,-0.10613902178967093,0.5110878874538994,0.5995640984658555,0.713353004131057,0.6237986902239441
xgb_node2vec_all_normalize_without_transfer,0.6402533230006445,0.29139405263732154,0.6662934117525877,0.702405637637797,0.6113144589659962,0.5463198685814321,0.54722057197278,0.7264359316545648,0.6234630954739213
xgb_node2vec+_all_normalize_without_transfer,0.6244121265251047,0.4024180838135129,0.5978878481048581,0.7588879511472166,0.3630977715502609,0.4252559986854065,0.55905598576933,0.7728560357310518,0.5991818616031621
lr_homoGATConv_all_normalize_without_transfer,0.632762590653264,0.2617447892354944,0.46411532114478005,0.6897092514712742,0.454757486574014,0.4380758830979705,0.5043348091831975,0.5375774096065947,0.5433874417556636
xgb_homo_SAGEConv_all_normalize_without_transfer,0.5335444358338703,0.24538013447051613,0.6312054008337269,0.6589688396261053,-0.09513270571187442,0.5799514676637499,0.6746009741804408,0.7137235086864742,0.5423538129214573
rf_node2vec+_all_normalize_without_transfer,0.5267772401336801,0.17871452353432776,0.5728708621458112,0.564218545276744,0.419338088894423,0.7280804534307734,0.4477291247455311,0.5469223578376717,0.5372452642246494
rf_node2vec_all_normalize_without_transfer,0.505692531014974,0.3937795547380177,0.4662234015942586,0.5401711981712711,0.0029877934596338517,0.625859177141132,0.5062809598149219,0.49585859666662324,0.48554253775512585
rf_homoGATConv_all_normalize_without_transfer,0.45672449886882577,-0.18638260643659244,0.6069501460761794,0.5511013482222967,0.3649956696317291,0.18770274380357144,0.5120680024177404,0.5935720614885678,0.4230530393084404
LogME,0.3740938160031568,0.21821408098190204,0.39946656683041787,0.20126133945370595,0.465012702430357,0.7396215195279301,-0.06786397056182955,0.5418453926320898,0.41806780080540157
Reg-H-Score,0.4066014236835323,0.20239027218210467,0.4309897149163594,0.1659159227646738,0.4555905716733227,0.7083830677675903,-0.10680148962399122,0.5067093364457717,0.41635044432757995
lr_homo_SAGEConv_all_normalize_without_transfer,0.33441012613544085,0.2366041159321928,0.5897437404308957,0.5986461034734248,0.44633888904815106,0.3374612118600322,0.3137353328345896,0.5287182340148423,0.4125894774291492
rf_homo_SAGEConv_all_normalize_without_transfer,0.46060141200993204,0.5543388285054358,0.6343162676908864,0.6709151674417975,0.30494147692102913,0.1480826690835484,0.3779421791153084,0.26344259645902185,0.41156243614757404
