,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.5806616852415698,0.30169943920014936,0.5634293220419313,0.6337833209740474,0.3198774050722922,0.3939127822491668,0.4547363007892598,0.5662014955887674,0.5189614937576801
lr_node2vec+_all_normalize_without_transfer,0.5806616852415698,0.30169943920014936,0.5634293220419313,0.6337833209740474,0.3198774050722922,0.3939127822491668,0.4547363007892598,0.5662014955887674,0.5189614937576801
xgb_homoGATConv_all_normalize_without_transfer,0.5428535332768746,0.5232057595794523,0.47837389066624003,0.5407461911311418,-0.06847216019119354,0.36842271435076057,0.436944546788299,0.5491351384522266,0.47213203546639104
xgb_node2vec_all_normalize_without_transfer,0.47796656976989754,0.20915039112662,0.4964922074089908,0.5371480700874935,0.4399591785419226,0.4030147464089679,0.39508159619780336,0.5631897855058485,0.4671768192955922
xgb_node2vec+_all_normalize_without_transfer,0.46468262448500464,0.29281054757726804,0.4441504034854885,0.5906058684502681,0.25651510758193397,0.30896111675769056,0.41130348955162044,0.6083654367496331,0.4510399921341404
xgb_homo_SAGEConv_all_normalize_without_transfer,0.3946864512530688,0.15014387121028455,0.4607588604996768,0.4980827558993122,-0.050076654468186314,0.436388614994905,0.5138677184983349,0.5491351384522266,0.4060833103443433
lr_homoGATConv_all_normalize_without_transfer,0.4641717035125087,0.18509809614705872,0.3294010641147334,0.5242976377887497,0.3229433226927934,0.3256480510506591,0.35792822754873843,0.3915223107794668,0.397930698509284
rf_node2vec+_all_normalize_without_transfer,0.38089158499568,0.12705886260942165,0.4174762149475499,0.4209801621068491,0.2989269679988673,0.5597707958277633,0.2993200967220444,0.40105939270871027,0.39419466772915346
rf_node2vec_all_normalize_without_transfer,0.35892198317835705,0.28705891182128596,0.33896350906229633,0.39939143584495934,-0.0020439450803341353,0.4672341602031196,0.3615912357254068,0.365420823394169,0.3524991936963821
rf_homoGATConv_all_normalize_without_transfer,0.3459425050755495,-0.12781386330023375,0.47642900867691257,0.42751981744961576,0.24473013036423663,0.1483202149522404,0.3896853219266674,0.4616920789980473,0.32463562152179115
LogME,0.29030607340580583,0.16616113995743512,0.3003970707206631,0.14911754272256178,0.3226312657196,0.5746944936227496,-0.050010205712296266,0.41792524304101475,0.3203557554572234
Reg-H-Score,0.31424179206117264,0.15309228625291774,0.32069417009368084,0.1183472561290173,0.3163665809483456,0.5505761673330081,-0.0903410167705997,0.38579221919726114,0.3167178239592743
rf_homo_SAGEConv_all_normalize_without_transfer,0.3555774655098973,0.4059678365509615,0.4992334390604699,0.5330249652499415,0.22063147310513384,0.10509519188622395,0.2714320000324445,0.17194154787665644,0.31064563820371166
lr_homo_SAGEConv_all_normalize_without_transfer,0.24856305311924654,0.1652288089900298,0.4315682390808005,0.43999880190898993,0.3249872677731275,0.2346284094526488,0.21664076930581536,0.38549889061362885,0.3004324619122199
