,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.7425072513987904,0.5446488280782904,0.7387282810917732,0.6994402722175641,0.5005218670079044,0.5453165639941921,0.688096666077382,0.6673572335992682,0.6707552414613528
lr_node2vec+_all_normalize_without_transfer,0.7425072513987904,0.5446488280782904,0.7387282810917732,0.6994402722175641,0.5005218670079044,0.5453165639941921,0.688096666077382,0.6673572335992682,0.6707552414613528
xgb_node2vec_all_normalize_without_transfer,0.685277049843662,0.454629969355384,0.6410130893417469,0.5570995875914265,0.5754041241716812,0.5940728237281327,0.6637001869869601,0.7006808294227679,0.6390852559544636
xgb_homoGATConv_all_normalize_without_transfer,0.7394741015337417,0.6977207527808482,0.6458139769372817,0.5384407058106494,0.2767686149771764,0.4630224920241961,0.6338481808706617,0.6792573348750419,0.6304280934933629
xgb_node2vec+_all_normalize_without_transfer,0.6003782549204295,0.5679593963892227,0.5555449267332844,0.6038499174835326,0.47956609337450495,0.5165144133319105,0.5813484902267784,0.7402419311927907,0.5975126191152993
lr_homoGATConv_all_normalize_without_transfer,0.6498885590734267,0.5089220152847805,0.4495140861226859,0.6146700691072128,0.5132043230266354,0.5330433112640507,0.6054493040520185,0.5445156618828875,0.5776579151250677
rf_node2vec_all_normalize_without_transfer,0.5601086695903664,0.5484515820862439,0.5860968196548112,0.5834951481355712,0.2750045705156354,0.6156448868622099,0.6544531077037814,0.5903100467214704,0.5640706377927395
rf_node2vec+_all_normalize_without_transfer,0.5472233841749468,0.3216428677554767,0.631678773619549,0.4942982517991431,0.3353678159203035,0.7064553463584149,0.5708450156829252,0.6013226026666829,0.5575002798123354
xgb_homo_SAGEConv_all_normalize_without_transfer,0.39656899988304994,0.3870761690680481,0.6343621918057715,0.48356184319065243,0.29811264403070714,0.5610516502452826,0.7047633976432655,0.6559551283486331,0.49718935410476006
rf_homo_SAGEConv_all_normalize_without_transfer,0.27065766961620286,0.6159544029269816,0.6645998389806886,0.6413528248411968,0.4022683807995382,0.4165625744322613,0.5658858039491617,0.434118089193146,0.42530269906711066
lr_homo_SAGEConv_all_normalize_without_transfer,0.15619330212827137,0.489123937306973,0.5652737641315354,0.5147875117800138,0.4916312250932334,0.4325729316946132,0.5328469332092886,0.5441491903636407,0.3801720685047723
rf_homoGATConv_all_normalize_without_transfer,0.2844155919395334,-0.1167360405097436,0.6627005051554975,0.40975245168521696,0.42937079643859,0.3816965940905684,0.5543989158030103,0.5173722994719469,0.37773173244884856
Reg-H-Score,0.31617065982612375,0.17255962569503844,0.5168864061148828,0.31128309805314675,0.469958293762762,0.6038315307442023,-0.34766011906665595,0.40759726003226043,0.3626109339188405
LogME,0.23093613780014477,0.27010330857106124,0.4762705643798093,0.20423580679757636,0.47973695887479834,0.6376999580574879,-0.3120793723125048,0.31521123168585014,0.31601634272592977
