,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec+_all_normalize_without_transfer,0.7857403611498579,0.7460192004129123,0.9287824078651006,0.8918970273879067,0.8930999975332015,0.798328685917447,0.848708102395565,0.8802579382733237,0.8315608569322451
lr_node2vec_all_normalize_without_transfer,0.7857403595277888,0.746019197261109,0.9287824081329297,0.8918970283214748,0.8931000003612674,0.7983286860955541,0.848708102373984,0.8802579368030392,0.8315608562280443
xgb_node2vec+_all_normalize_without_transfer,0.7326108767311872,0.7291711361217059,0.9261214329822813,0.9385048954207156,0.8081525307350595,0.7226857357099896,0.8847221985987744,0.9113531672376654,0.8060552268842353
lr_homoGATConv_all_normalize_without_transfer,0.7228229798397172,0.7562604212455306,0.9031123135369474,0.8906428069098058,0.8847407169078412,0.7756526335066956,0.8526790226827169,0.8430001507761736,0.7973937388275952
xgb_node2vec_all_normalize_without_transfer,0.7334083694710283,0.702231773422074,0.890578349654811,0.8874179548367929,0.800309697990329,0.7454907519720184,0.6465911155989685,0.8984741740566573,0.787921341614379
xgb_homoGATConv_all_normalize_without_transfer,0.7421910998567895,0.5533221546711827,0.93946486638089,0.9205421189479174,0.4747230841155187,0.8268740269195687,0.8660316302330251,0.8660020583957574,0.786815542252203
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6388038360849602,0.7415546503537629,0.8814237248581975,0.9424002415267466,0.4496147219594315,0.8388371377149594,0.777902073195359,0.8780276062722863,0.7551718910688592
rf_node2vec_all_normalize_without_transfer,0.6379388039014446,0.7542622287750428,0.8765537927717878,0.8480239118615148,0.9224483795399965,0.7665808675598843,0.8770653373590471,0.7765629710065862,0.7515649192458909
rf_homo_SAGEConv_all_normalize_without_transfer,0.6435510562900755,0.7690484747675534,0.9193322682368369,0.8925174573226755,0.7980243285592499,0.7330782345478105,0.6270458825397409,0.8225103866048458,0.7472144780411805
rf_homoGATConv_all_normalize_without_transfer,0.6140630154728173,0.7289720814066812,0.9160923869779892,0.8326101985887644,0.9099365197758585,0.7342313357604459,0.8576450837458786,0.809096379765524,0.7426843300492826
rf_node2vec+_all_normalize_without_transfer,0.5785774493823466,0.7261756241303082,0.8925604478387325,0.8800084504917969,0.9236414341623777,0.7414727639243577,0.8742544340898093,0.7935442179259989,0.7318491250146691
lr_homo_SAGEConv_all_normalize_without_transfer,0.5906908323420089,0.7577565007344977,0.7787544989406697,0.8756754485810394,0.6901500938073765,0.7507642931175836,0.8263116500845977,0.8376973052867495,0.7203763893372581
Reg-H-Score,0.4092039630223977,0.3672983448477468,0.7413692675156608,0.7175770147720413,0.5559480509298879,0.7887150431863401,0.4090368960252974,0.5826408553113913,0.5546350437097415
LogME,0.1996618420389837,0.3028063247913254,0.49214212855286493,0.45379588339654636,0.48911552343157083,0.6873642461231649,0.29495932927615093,0.5208782113986782,0.396149630606779
