,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
rf_logme_data_distance_normalize,0.697886651670715,0.8497031551192669,0.9385023329813347,0.8875055753103218,0.8459135168845032,0.8104421960699154,0.9648554163220348,0.8430403281936911,0.8547311465689729
xgb_node2vec+_data_distance_normalize,0.7942562265699274,0.7310113775195439,0.9594446822680235,0.9166411582517674,0.767837525785519,0.8407467406963544,0.9058529325708129,0.9086990000524853,0.8530612054643042
lr_node2vec+_data_distance_normalize,0.7867456820318472,0.7336831361198719,0.9415281977828609,0.8883312277797698,0.853931998843204,0.8195199383875594,0.8798356701181841,0.8874190655017404,0.8488743645706297
lr_node2vec_data_distance_normalize,0.786745632924987,0.7336831095882554,0.9415282270770582,0.8883311705914185,0.8539320170839109,0.8195197816823829,0.8798356016877626,0.8874190592236854,0.8488743249824324
xgb_node2vec+_basic_normalize,0.7564791167053087,0.755141644058676,0.9371865496233692,0.9071213998571548,0.7969203540719354,0.8384748422184197,0.8829628314948634,0.9102851685421695,0.8480714883214872
xgb_homo_SAGEConv_all_normalize,0.8344045362441266,0.7423683768894273,0.8788022085699578,0.8923496555831619,0.8550272212677663,0.8550919717259241,0.9008510848431468,0.8105938736759286,0.84618611609993
xgb_homoGATConv_all_normalize,0.7221025837839953,0.7819563078018968,0.93759323913286,0.9100382348849023,0.8472917362510713,0.8236588466454369,0.8396594364166283,0.8993254088379196,0.8452032242193388
rf_normalize,0.5980551092945788,0.7785293772637405,0.9373670242450672,0.901870661250622,0.801855110571073,0.8422317101868416,0.9227804792182615,0.8432511220867355,0.8282425742646151
rf_data_distance_normalize,0.6583508125482536,0.8067499467166942,0.9232235900031058,0.8270951606193229,0.8928263496019196,0.773580594675347,0.9012307737194518,0.8391157829478234,0.8277716263539898
xgb_node2vec_basic_normalize,0.7278100525075737,0.6263968593884364,0.9221173562263693,0.9006537862126586,0.7998975570271125,0.8700226021302941,0.8995373996785934,0.8753768948627343,0.8277265635042215
