,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.8861825101502643,0.909085193505782,0.9797583277585062,0.9944146786157464,0.9575359983529887,0.9395237544423662,0.9987700090525494,0.9589883419114438,0.9385237396763965
lr_node2vec_all_normalize_without_transfer,0.8431516043661035,0.9000247789152659,0.992670261917408,0.9923240771249682,0.9395956734628405,0.9035072534098917,0.9759995043668045,0.9606340177065714,0.9182668082895781
lr_homoGATConv_all_normalize_without_transfer,0.8429747795897795,0.8977280940696564,0.9907024743207895,0.9918839461914871,0.946006809512482,0.8989806991269806,0.9764019944590435,0.9582553615624453,0.9173309785009404
lr_homo_SAGEConv_all_normalize_without_transfer,0.8281710610542965,0.8968841548554487,0.9943558306659771,0.9910902433596174,0.9389403189991264,0.9018458163897912,0.9782686163362562,0.9601141457725032,0.9133213913444783
lr_node2vec+_all_normalize_without_transfer,0.841771244575854,0.8972684844188311,0.9930241077111197,0.9917333121274359,0.9399708177594785,0.8679180373963876,0.9760034604447086,0.9590610386765517,0.9123497333550957
xgb_node2vec_all_normalize_without_transfer,0.780906259525789,0.9888565278502792,0.9874750029058019,0.9935439175950616,0.9280557842855922,0.9308053267491363,0.9992125611688116,0.9755812836063463,0.9118540638379417
xgb_node2vec+_all_normalize_without_transfer,0.796623634997166,0.96700150888931,0.9889196005626198,0.9949004531241049,0.8992053781395167,0.9331418036716791,0.9047846181421524,0.9698226022169844,0.9069282024234407
rf_node2vec_all_normalize_without_transfer,0.7944856144178072,0.9287175086723861,0.9978592462272046,0.9942704131629931,0.947381910603593,0.8818051008658498,0.9889266559725854,0.9505185209827164,0.9030199005641889
xgb_homoGATConv_all_normalize_without_transfer,0.801883273785139,0.8905885573517864,0.985503524742707,0.9949182017009301,0.911250502160508,0.9362001807639567,0.9927901343678639,0.9146490109238635,0.9013506203313127
rf_node2vec+_all_normalize_without_transfer,0.7852991086082688,0.9129880501873285,0.9974135800938788,0.9883780308345436,0.9699766294453807,0.8843358833037941,0.9809690704843349,0.9528893813011826,0.900460365232029
rf_homoGATConv_all_normalize_without_transfer,0.791680898150016,0.8759250331295352,0.9974633783389252,0.9949660014279393,0.9718749656507204,0.8903677326536207,0.9864452461577579,0.9427044273339711,0.9002891470314723
rf_homo_SAGEConv_all_normalize_without_transfer,0.7498509829493154,0.9671553108068176,0.993874932894081,0.9959811379135416,0.9382095366867644,0.8975336516543658,0.9855207869629995,0.9443417770239353,0.8923803167658034
Reg-H-Score,0.7143988355598437,0.8239196354542875,0.8733999762510741,0.8836535106365158,0.7217836881890324,0.9233792968644146,0.709995094239716,0.6951365327160813,0.7820302662018623
LogME,0.3334653456983584,0.7748063636708348,0.6861063022754084,0.7098924586794306,0.6047567648813416,0.7395058920729691,0.5420763823350959,0.5818749425710682,0.5650498531442881
