,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_homoGATConv_all_normalize_without_transfer,0.9649122807017543,0.5490196078431373,0.7874097007223942,0.7450980392156863,0.5318627450980392,0.6257099439934054,0.8911764705882352,0.8658410732714137,0.7954933572080024
lr_node2vec_all_normalize_without_transfer,0.9649122807017543,0.5122549019607844,0.6883384932920537,0.7426470588235294,0.5955882352941178,0.6587507331151693,0.8205882352941177,0.8658410732714137,0.7881600693085903
rf_node2vec+_all_normalize_without_transfer,0.8782249742002064,0.6348039215686275,0.717234262125903,0.6225490196078433,0.6176470588235294,0.6112545987526335,0.7764705882352941,0.8328173374613003,0.7487288743251931
lr_homo_SAGEConv_all_normalize_without_transfer,0.8204334365325078,0.5465686274509804,0.6676986584107326,0.6838235294117648,0.6102941176470589,0.6339701412738463,0.888235294117647,0.8534571723426212,0.7386912290848161
lr_node2vec+_all_normalize_without_transfer,0.9628482972136224,0.5612745098039216,0.7007223942208461,0.7598039215686275,0.5955882352941178,0.25296854171350547,0.8205882352941177,0.8617131062951496,0.7354082439660203
rf_node2vec_all_normalize_without_transfer,0.8761609907120743,0.6544117647058824,0.7151702786377709,0.5980392156862745,0.5269607843137256,0.6112545987526335,0.7235294117647059,0.7523219814241485,0.7247841492188432
rf_homo_SAGEConv_all_normalize_without_transfer,0.8491740068419983,0.5847683498518929,0.6075557096726933,0.6905186721503862,0.5549819766898836,0.7114094907779807,0.7077431773406286,0.6528929103700036,0.7110427647619313
rf_homoGATConv_all_normalize_without_transfer,0.8452012383900928,0.5738985889256062,0.753374347789923,0.5608372118229464,0.5640278157106638,0.5545790434836549,0.7681214124093148,0.7383026066272182,0.7052081829147772
xgb_node2vec+_all_normalize_without_transfer,0.869969040247678,0.22058823529411767,0.5067079463364293,0.4264705882352942,0.5269607843137256,0.714507064758146,0.6882352941176471,0.869969040247678,0.6846303085828068
xgb_node2vec_all_normalize_without_transfer,0.8142414860681115,0.26715686274509803,0.5376676986584108,0.6446078431372549,0.29411764705882354,0.6701085043757757,0.7235294117647059,0.7812177502579979,0.6606773724226866
xgb_homo_SAGEConv_all_normalize_without_transfer,0.8513931888544891,0.12009803921568628,0.4282765737874097,0.5392156862745099,0.286764705882353,0.6721735536958859,0.6205882352941177,0.8163054695562436,0.638938624308391
xgb_homoGATConv_all_normalize_without_transfer,0.7936016511867906,0.627450980392157,0.3106295149638803,0.6102941176470589,0.21813725490196081,0.7692308717410675,0.7941176470588236,0.5376676986584108,0.6303267819920575
Reg-H-Score,0.7274725274725276,0.3131868131868132,0.6131868131868132,0.3802197802197802,0.44999999999999996,0.7274355004810266,0.3216783216783217,0.38952090907932185,0.5566718588270512
LogME,0.7142857142857143,0.3131868131868132,0.6615384615384616,0.3494505494505495,0.475,0.6845400409932019,0.34965034965034975,0.39876769623847486,0.55325871015866
