,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.9344525054735313,0.5165118855381692,0.6730420634957888,0.578117877170362,0.5473418710612394,0.6158773393600889,0.7663081966549274,0.7382538498148993,0.7293408238143072
lr_homoGATConv_all_normalize_without_transfer,0.9344525054735313,0.6477079308915432,0.7264223539445702,0.5727400047216304,0.41022087278120095,0.555180895016218,0.8759932073605987,0.7266736447083001,0.729063442131604
lr_node2vec+_all_normalize_without_transfer,0.9221103249352338,0.6616755139495134,0.6959622284364981,0.605750597209834,0.5473418710612394,0.3413035673187439,0.7663081966549274,0.7314877508421136,0.7006410499799212
lr_homo_SAGEConv_all_normalize_without_transfer,0.727621221756031,0.6727290658705878,0.6577341101793122,0.5307552149064372,0.5688822036630579,0.6232021724899435,0.876009569232676,0.734700797841753,0.6801436332924359
rf_node2vec_all_normalize_without_transfer,0.805496044955196,0.746402318109797,0.730996565085744,0.45997355490715336,0.4915965915585421,0.5305455517026074,0.7256233893782174,0.6693232357460679,0.6712464126585239
rf_node2vec+_all_normalize_without_transfer,0.7062270626538327,0.729539058428408,0.6618181396996835,0.5211461732808922,0.5665164379795533,0.5310065895011241,0.7844979470365105,0.7565148490750381,0.6614450277923131
xgb_node2vec_all_normalize_without_transfer,0.73277953622154,0.44876575447859024,0.5267471941358111,0.456066262214027,0.46662177147133405,0.6437727135518804,0.7376374906852929,0.7220712477152704,0.6304001548549985
xgb_node2vec+_all_normalize_without_transfer,0.8317471610927452,0.34657246249207113,0.47427758459065694,0.15100673497931044,0.5799877936553086,0.5987050350836223,0.7080605340017075,0.775111276318656,0.6259018230558007
rf_homo_SAGEConv_all_normalize_without_transfer,0.6846077042479572,0.6925342426328668,0.6146281572101348,0.5487743010645835,0.49362787150113174,0.6165288476673643,0.7088549083698208,0.5680601201320454,0.6245584842523461
rf_homoGATConv_all_normalize_without_transfer,0.7004946958351868,0.6917443877654847,0.6996120955720657,0.25113751990220373,0.3848740146886397,0.5618305791187468,0.7678222256999729,0.6579491264235136,0.608777956836378
xgb_homoGATConv_all_normalize_without_transfer,0.768968941964647,0.7152523387885827,0.19229326886129164,0.41445330257020374,0.35020479045445707,0.6911787133198565,0.7271353029689274,0.5609978572337659,0.5961107672426039
xgb_homo_SAGEConv_all_normalize_without_transfer,0.8070352213160326,0.30792305083194116,0.3584145848309257,0.3299968745122913,0.465110473942013,0.633860874080046,0.40142832576596754,0.7274426957929498,0.5926772939935072
Reg-H-Score,0.44601287153301994,0.23156976816903185,0.6115761867251327,-0.01528334526722375,0.08290169801580574,0.6083402045461452,0.10348635798235317,0.4530581561068961,0.37705947632355313
LogME,0.4364999403579012,0.23156976816903185,0.6351301875085877,-0.06983587557916349,0.08484929869291444,0.5488177418622218,0.18339707745783,0.4558778905265214,0.3679762973742078
