,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_homoGATConv_all_normalize_without_transfer,0.8954248366013072,0.39705882352941174,0.6209150326797386,0.6323529411764706,0.4264705882352941,0.4721336852187803,0.7833333333333333,0.7124183006535948,0.6767982591460208
lr_node2vec_all_normalize_without_transfer,0.8954248366013072,0.3676470588235294,0.5555555555555556,0.6176470588235293,0.4264705882352941,0.5245929835764225,0.6666666666666667,0.7254901960784316,0.6691397452469271
lr_node2vec+_all_normalize_without_transfer,0.8823529411764707,0.41176470588235287,0.5816993464052289,0.6617647058823529,0.4264705882352941,0.1836075442517479,0.6666666666666667,0.7124183006535948,0.6246858369501014
lr_homo_SAGEConv_all_normalize_without_transfer,0.6862745098039217,0.41176470588235287,0.5163398692810458,0.5735294117647058,0.4705882352941176,0.511478158987012,0.7833333333333333,0.7124183006535948,0.607151229618887
rf_node2vec+_all_normalize_without_transfer,0.7385620915032681,0.5147058823529411,0.542483660130719,0.48529411764705876,0.45588235294117646,0.4327892114505486,0.6333333333333333,0.6862745098039217,0.5987375734318948
rf_node2vec_all_normalize_without_transfer,0.7516339869281047,0.5441176470588235,0.5816993464052289,0.48529411764705876,0.41176470588235287,0.44590403603995915,0.6,0.5816993464052289,0.589682019861377
rf_homoGATConv_all_normalize_without_transfer,0.6601307189542485,0.4512426281971401,0.6067880364121376,0.4277926319464985,0.43122877254358816,0.4039823689048384,0.6772962119561564,0.5871011441369174,0.5531559845978126
rf_homo_SAGEConv_all_normalize_without_transfer,0.6644880647345714,0.4535598054558691,0.46977923786825854,0.5866154166562821,0.3911521443121589,0.5508226327552437,0.5693040864574422,0.46711537223915417,0.550498065406781
xgb_node2vec+_all_normalize_without_transfer,0.7254901960784316,0.1176470588235294,0.411764705882353,0.2941176470588235,0.3823529411764705,0.511478158987012,0.5333333333333333,0.7254901960784316,0.5402014262865072
xgb_node2vec_all_normalize_without_transfer,0.6339869281045752,0.19117647058823525,0.411764705882353,0.49999999999999994,0.2205882352941176,0.5508226327552437,0.6,0.6601307189542485,0.5257433637106118
xgb_homo_SAGEConv_all_normalize_without_transfer,0.7254901960784316,0.044117647058823525,0.33333333333333337,0.39705882352941174,0.19117647058823525,0.49836333439760144,0.5,0.6470588235294119,0.5073959171742201
xgb_homoGATConv_all_normalize_without_transfer,0.6339869281045752,0.4705882352941176,0.21568627450980396,0.4705882352941176,0.13235294117647056,0.603281931112886,0.65,0.3856209150326798,0.4861231888291537
Reg-H-Score,0.5604395604395604,0.30769230769230765,0.4945054945054945,0.2527472527472528,0.3142857142857143,0.5741692517632146,0.2727272727272727,0.2876814134545254,0.43085861994377256
LogME,0.5604395604395604,0.30769230769230765,0.5384615384615384,0.18681318681318684,0.3142857142857143,0.535891301645667,0.303030303030303,0.2944503878887495,0.42601727992599914
