,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
xgb_node2vec_all_normalize,0.5308701470062634,0.6546154218115245,0.6450980754004976,0.5226215860876896,0.330626216949439,0.6167219046586598,0.6147866669035041,0.6107302763110067,0.5657587868910731
xgb_node2vec+_normalize,0.7349482713203974,0.6435801807433112,0.5130066856131454,0.48035326983283533,0.4292751685179568,0.42819717625024667,0.5939330598747713,0.6179788427259465,0.5551590818598263
xgb_node2vec+_all_normalize,0.7193395823468348,0.6263360794591785,0.5755813495885478,0.556794376819661,0.32787610937404676,0.39393056286825395,0.5710154678847862,0.6357987804157268,0.5508340385946294
LogME,0.6320563531160361,0.6888777158264763,0.4241748903788908,0.5947623703348041,0.6891048063714236,0.29683693980313397,0.4689494407893039,0.42544855955930744,0.5275263845224221
xgb_logme_data_distance_normalize,0.6444887746050719,0.6223812740945895,0.4412092152476471,0.4292879333163426,0.3322506945335218,0.5548352002408545,0.6457784703466132,0.5397089904677187,0.5262425691065449
lr_logme_data_distance_normalize,0.6437462168816275,0.5904615493635718,0.435761416264691,0.5914753003775512,0.5075308631648389,0.3253095592807655,0.5854601792632019,0.4227403143870997,0.5128106748729184
xgb_node2vec_normalize,0.20798314194717157,0.5856645720211314,0.6119207758794901,0.5493811288176529,0.3158556485036965,0.5734065480005599,0.5706661016520311,0.5885337241271157,0.5004264551186062
lr_node2vec_normalize,0.4701703111147952,0.5705095528948882,0.5433083171050417,0.44398474603261345,0.34562748070746563,0.6001866806034672,0.44628585362877304,0.5551109362850049,0.49689798479650615
lr_node2vec_all_normalize,0.46968221513131936,0.5708603979021052,0.5465229378429528,0.4445731042869958,0.31459043429885886,0.5779160465342961,0.4523528492624306,0.5559946337309869,0.49156157737374323
xgb_normalize,0.45499283576904315,0.5484870289242472,0.511187608375769,0.4869876469884403,0.4232752340273397,0.28322098619907987,0.5856094145924097,0.6188462490956477,0.489075875496497
xgb_homoGATConv_normalize,0.6809578276695867,0.5291074911160529,0.3478239394648432,0.5453237288766608,0.47978254922888997,0.1860582046177016,0.5631857608292671,0.5733057376546243,0.48819315493220333
xgb_homo_SAGEConv_all_normalize,0.3785465175224657,0.6517662502913272,0.32574054510932504,0.5003613421217734,0.3644598370914425,0.3407944692261149,0.5659176325740849,0.5606292007271467,0.46102697433296
xgb_data_distance_normalize,0.44120953162234955,0.5513940124468487,0.48978187306985355,0.47476267137077577,0.3554278736152679,0.25540849163572543,0.4734596419919981,0.5992434100213424,0.45508593822177024
xgb_homoGATConv_all_normalize,0.5441312331633157,0.5079668768857293,0.30553167247961344,0.5003347288577773,0.443917037376499,0.21974949946732944,0.5717074421579873,0.5343306368633779,0.4534586409064537
lr_node2vec+_normalize,0.5651333819728207,0.4501466975733005,0.4449098099859301,0.4749441211056864,0.2790776156064635,0.41638541321283007,0.4153164208047785,0.4679656326469967,0.4392348866136008
lr_node2vec+_all_normalize,0.5659759925597454,0.46503999525337225,0.4273320999721807,0.4852367827660241,0.28046761504664675,0.3718295443704871,0.43040488849058095,0.47392610879145836,0.43752662840631185
xgb_homo_SAGEConv_normalize,0.2629643752707569,0.6154584592220949,0.19526695402115435,0.5597840815192154,0.37088707094963613,0.33347844968902773,0.5508254990168497,0.6069644587846024,0.4369536685591672
xgb_homoGCNConv_all_normalize,0.30513196138960086,0.5383239737878728,0.2048447804321214,0.3545810157281796,0.413089432086433,0.32741820070313354,0.6154834689263762,0.5593688529015448,0.41478021074440774
xgb_homoGCNConv_normalize,0.1799379744062682,0.5322872220583793,0.19426035459988208,0.42849990229777046,0.5363579701991805,0.284262713394374,0.5708209878532153,0.540399617688007,0.40835334281213465
rf_logme_data_distance_normalize,0.2757195961622776,0.30847763775870174,0.2844773464217485,0.500258474874731,0.3757848450012739,0.22642415018756054,0.43198265708738537,0.5562685172114045,0.3699241530881354
rf_node2vec+_all_normalize,0.3699788191735327,0.20586115945259037,0.4525685497040693,0.35859957532680053,0.04460727942904254,0.40041302246640453,0.3678088932350043,0.3112052888945483,0.3138803234602491
rf_node2vec_normalize,0.35315886351702086,0.2169863545871832,0.39167489520454485,0.39267797208882393,0.05510961520655816,0.33938622516752,0.37675901844856197,0.30907945304904627,0.3043540496586574
rf_homoGATConv_normalize,0.6532299021101164,0.28407215521405305,0.12137621134859475,0.3755429207895853,0.10110044754073383,0.19034456234810432,0.4275308140535862,0.20843814378786577,0.29520439464907994
rf_homoGATConv_all_normalize,0.5996166426759189,0.13111478413547376,0.12027251176795685,0.41714679859196524,0.2122944010853004,0.05949606095927665,0.2838992803148015,0.28388179670582625,0.26346528452956497
svm_logme_data_distance_normalize,0.492815340323258,0.1596372119739768,0.20119787044156034,-0.055781590770790535,-0.049867526304257455,0.3717598686214795,0.35267580049140934,0.4018455256458669,0.23428531255281285
rf_node2vec+_normalize,-0.006847124469529884,0.22133898272857105,0.1685982758417706,0.3379372051746765,0.16168593620236354,0.33817446971514076,0.2306385951819467,0.2864798067829456,0.21725076839473562
rf_data_distance_normalize,0.11407339842529833,0.10055310999501277,0.27803108170524055,0.24131023815874264,0.22999468148110525,0.049750883278465954,0.2164319981080921,0.4677489654281013,0.21223679457250738
svm_normalize,0.3333909706733245,0.18046178658841572,0.2018382694653327,-0.06609238161624259,-0.049233970614974656,0.3852082764117124,0.35202845283596146,0.3419229447799078,0.20994054356542963
rf_normalize,-0.032330934050310574,0.010663687528202959,0.3311299476595466,0.2132158586817271,0.26075919142318765,0.03150801516878379,0.37142212088207743,0.4321653818864075,0.20231665864745282
svm_node2vec+_all_normalize,0.39422909543666856,0.08711401433624234,0.27590424894722126,-0.07558732386773842,-0.02935398800338838,0.44785562585823896,0.23492757371570297,0.2794564379709513,0.20181821054923732
svm_node2vec_all_normalize,0.39422909543666856,0.08711401433624234,0.2756724476414525,-0.07832173763562009,-0.02935398800338838,0.44785562585823896,0.23492757371570297,0.2767099698490264,0.20110412514979042
svm_node2vec_normalize,0.39422909543666856,0.0586579538438186,0.2758773540632497,-0.07475881925604058,-0.02935398800338838,0.44785562585823896,0.23441575528043632,0.2767099698490264,0.19795411838400118
svm_data_distance_normalize,0.3333383490785784,0.18046178658841572,0.2018382694653327,-0.07163446002218474,-0.049233970614974656,0.3723884189928168,0.2691145074144494,0.33644016716324654,0.19658913350821
rf_homo_SAGEConv_normalize,-0.11793627193907825,0.26815077632235795,0.17195675527825388,0.32172017394254215,0.3015289861788288,0.04367838876535374,0.3974192473647907,0.17784690852864798,0.19554562055521213
rf_homo_SAGEConv_all_normalize,-0.08473280927540192,0.23999757521429538,0.13257010644628905,0.2464567901394795,0.3304349426135833,0.060085655211627856,0.2434212431880119,0.3272811812071541,0.1869393355931299
svm_node2vec+_normalize,0.39422909543666856,-0.1838344424641763,0.2758773540632497,-0.07542785791247923,-0.02935398800338838,0.4474129446561701,0.23432798070774796,0.2767099698490264,0.16749263204160236
rf_node2vec_all_normalize,0.1388982656634441,0.18285552242132463,0.25439122005353176,-0.031095646910163272,-0.06370154781284403,0.2113975995959063,0.3956931418644891,0.22626628082486072,0.16433810446256866
rf_homoGCNConv_all_normalize,0.3785713555164184,0.27068877667755786,0.032270575039146376,-0.10827056024617857,0.11511008421953323,0.24558082699517153,0.21233566690530914,0.05282021998668823,0.1498883681367058
lr_homo_SAGEConv_normalize,0.05557310386530921,0.2922307759363233,0.13354698590374306,0.04899869070388309,0.23347354890249314,0.14545746698718823,0.2109896450799373,0.0689243682197489,0.14864932319982826
lr_homoGATConv,0.16597430913999084,-0.0844954800427625,0.12853670594551242,0.24599858990256498,0.1575728772052331,0.07998572127588144,0.15273562577991878,0.2635372836202128,0.13873070410331897
lr_homoGATConv_normalize,0.00806993207414021,0.10547989808394116,0.08269920433415426,0.07554666810899391,0.2646215221902029,0.12462465894624059,0.08373316414436272,0.17819658185626963,0.11537145371728817
lr_homoGATConv_all_normalize,0.04374706367363014,-0.04439108383587993,0.083607408776397,0.12049257069120695,0.10347917721328613,0.23282815430068246,0.10986066856523637,0.19625011543934662,0.10573425935298822
lr_node2vec+,0.12772316029885566,0.10688461003682151,0.13834741779769874,-0.0220804624034885,0.21823274390703423,0.4297771616872028,-0.027369698303282307,-0.14568627747195884,0.10322858194361041
lr_data_distance_normalize,0.11382103554176275,-0.08965895755945776,0.06919616960309921,0.1234840188436647,0.16494622845006168,0.13324201294422797,0.16225058703407452,0.05301109082659869,0.09128652321050397
