,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
LogME,0.6058836812336327,0.49721484612350064,0.43516275730424137,0.6472812385198142,0.6703110624181686,0.44431657801876046,0.49171324178757014,0.5150318430886399,0.538364406061791
xgb_node2vec_all_normalize,0.4832046907049192,0.4920110118059875,0.5775320009242841,0.5876371280572606,0.5685984540906549,0.5249754105614914,0.5665153694847492,0.5003897387091187,0.5376079755423082
xgb_node2vec+_normalize,0.6441409518860333,0.511032096394814,0.46209729931185745,0.5736284522781883,0.5040834728475154,0.509785578639811,0.5412980175045954,0.5128051876280949,0.5323588820613637
xgb_node2vec+_all_normalize,0.5954443710120431,0.48525499280306317,0.4923540968773507,0.5678281141302453,0.5057685656411796,0.49533671412894426,0.523637916117863,0.5179913878094394,0.522952019815016
xgb_node2vec_normalize,0.3826442716643215,0.45422444040591087,0.5525808977186167,0.6027521947579302,0.5221380384939164,0.4825550262924084,0.5308769666862984,0.5055759388904632,0.5041684718637331
xgb_logme_data_distance_normalize,0.5763702353978971,0.485195350071899,0.4635752656087036,0.5468793356128018,0.3779501141486013,0.520769336891224,0.5364876703701894,0.4314310580396891,0.4923322957676257
lr_logme_data_distance_normalize,0.5857446455534027,0.38713560053966256,0.4161805419380018,0.6192745896033057,0.3974806818918702,0.5103666875539052,0.5020798644250501,0.49174607174021123,0.48875108540567613
lr_node2vec_normalize,0.5243790355089435,0.4345062919206318,0.47927078774427945,0.5300597771083265,0.4077924560667102,0.46773567807613475,0.43836030942157,0.49363196271524556,0.47196703732023015
xgb_normalize,0.4322052750408957,0.4128027033776642,0.5064246546735444,0.4910110290913843,0.5657683171333896,0.41326896388303186,0.5036577970564177,0.44704945482668135,0.47152352438537615
lr_node2vec_all_normalize,0.5267544784784064,0.44479743714601644,0.48113481773401034,0.5304866422398815,0.3834789743295569,0.4343921445895192,0.44146275966518506,0.48671702914011955,0.4661530354153369
xgb_data_distance_normalize,0.4461101888922061,0.4172348714876354,0.5113175431240626,0.47243622687919407,0.48991190870467066,0.4226313459418287,0.4630847216010856,0.4315685090182238,0.45678691445611336
xgb_homoGATConv_normalize,0.5316624828218336,0.4108289543576756,0.3536923769522957,0.5460118061706343,0.5217935650563693,0.37573700498883905,0.44741276174406003,0.41741053580760656,0.4505686859874143
lr_node2vec+_normalize,0.5437784864262241,0.44683995451899367,0.4980544745638757,0.5014598132941467,0.3536287591275073,0.4538425391233783,0.3595262532312468,0.41851063887637663,0.44695511489521866
