,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
LogME,0.77263482780281,0.6562076712307446,0.5981591949938598,0.8292958556203847,0.8477394185638154,0.5974062212599086,0.6700119308035909,0.6789371749325737,0.706299036900961
xgb_node2vec_all_normalize,0.6429581523761743,0.6521589447084345,0.7557175984557669,0.7741030371766168,0.7366279127972705,0.7097015199225538,0.7351405071914209,0.6408016268899468,0.705901162439773
xgb_node2vec+_normalize,0.7961663675797342,0.676480307968644,0.625397107881882,0.7499991804997646,0.6774212526845053,0.6731554621958268,0.7123272043139776,0.6668988966597432,0.6972307224730098
xgb_node2vec+_all_normalize,0.7580454267279784,0.6450084605318434,0.660201299227568,0.734397927915058,0.6705215057520858,0.6668697402249955,0.6877564314072862,0.6598480301138901,0.6853311027375882
xgb_node2vec_normalize,0.5389757184523027,0.6122325005206162,0.7311993688929234,0.7868931825352425,0.6819272656316575,0.67881724063082,0.7010661851949331,0.6562456285977067,0.6734196363070253
xgb_logme_data_distance_normalize,0.762891622155936,0.6438030188318206,0.6194130717678369,0.755486971876453,0.5485772065161502,0.6927926414466481,0.7082713003539329,0.5787653356292075,0.6637501460722481
lr_logme_data_distance_normalize,0.7636871207469004,0.5267001697403668,0.5726224508849133,0.8093316784786488,0.5339940866556356,0.6813023048342597,0.6809538417320757,0.660637853768996,0.6536536883552245
lr_node2vec_normalize,0.6960894060887506,0.5932834095959832,0.6547771476231942,0.7104334353269407,0.5520999878074278,0.624958138382961,0.601525454464669,0.6454643199067004,0.6348289123995784
xgb_normalize,0.5860745232895666,0.5691087617688012,0.6741227829791808,0.6418694281814888,0.7527358056657747,0.5624943353775497,0.6707811711095656,0.5844142626206894,0.630200133874077
lr_node2vec_all_normalize,0.6979138753440514,0.6089420258489401,0.657085695740626,0.7110409576741384,0.5237987288058166,0.5851368399592087,0.6053446620482053,0.636291431700955,0.6281942771402426
xgb_data_distance_normalize,0.610319601290923,0.5786525669586242,0.6796606147384093,0.616004485109616,0.6648216482589577,0.5570457701408045,0.6269979771059228,0.5724872712369785,0.6132487418550295
rf_logme_data_distance_normalize,0.6616835888655838,0.49550634300026686,0.5728030107057244,0.7772579455879889,0.5980488588925348,0.5879200555580638,0.5591682058880958,0.6355797835552726,0.6109959740066913
lr_node2vec+_normalize,0.7209875624501774,0.6114962099929607,0.6703788321865622,0.6787326451799336,0.48855400170310526,0.6147732321792665,0.49831582950939274,0.5617933655218278,0.6056289598404033
lr_node2vec+_all_normalize,0.7347747215695365,0.6251229722462547,0.6712799759692439,0.683254804004939,0.484728399443546,0.5732541408108155,0.506845722519061,0.5604482195882687,0.604963619518958
xgb_homoGATConv_normalize,0.7048721503115403,0.5589724143720363,0.49683830785172856,0.6866191790851279,0.6983344043087978,0.4665963181693823,0.5951621307863331,0.5552604161268638,0.5953319151264763
xgb_homo_SAGEConv_normalize,0.48395918970315527,0.5777554757362219,0.5537639307041585,0.7191758874164592,0.6514476998438661,0.530768226066994,0.6040307267085677,0.5708347178537817,0.5864669817541506
xgb_homo_SAGEConv_all_normalize,0.4647422548166521,0.6171067707735325,0.5011932207426204,0.7222660963077019,0.6205603857742027,0.5185483341983363,0.6082124011296929,0.5653505428043626,0.5772475008183877
xgb_homoGATConv_all_normalize,0.5349505459220573,0.5702030284505913,0.5889105099248216,0.645954460598408,0.6489178188284817,0.462905814363001,0.643280695805715,0.5174740439932529,0.5765746147357911
xgb_homoGCNConv_all_normalize,0.5726407486454592,0.5247584253705596,0.5165457043051597,0.6249253708999647,0.6541667933612739,0.5364835410280642,0.6641295640186007,0.5015955859071209,0.5744057166920254
xgb_homoGCNConv_normalize,0.5212517850955396,0.5180399454301855,0.5089687825176126,0.6460087537636606,0.7665741266560533,0.48499457872780555,0.6414539661833295,0.4666892905469953,0.5692476536151477
rf_node2vec+_all_normalize,0.45421280598612673,0.3004461206138772,0.484223522565115,0.5886636366277116,0.3731956981391372,0.4334130272741776,0.36090757497047565,0.46532410287498666,0.4325483111314509
rf_normalize,0.3327015009032586,0.22682687670354054,0.3457086820959652,0.4009520182153365,0.5720094368796137,0.32006327726239214,0.3664762355695722,0.5240393550913157,0.38609717284012435
rf_node2vec+_normalize,0.17150010999826798,0.3752439591500259,0.33591971134391385,0.531910856628952,0.38316139202528915,0.48932355218586027,0.3010599731991044,0.4355812718264325,0.37796260329473075
rf_node2vec_normalize,0.361335212490188,0.3403587214884501,0.46772539663712015,0.4439645536430502,0.31312007979884343,0.3667491965579035,0.3870584585456653,0.251237293920003,0.366443614135153
rf_data_distance_normalize,0.3498603793906099,0.240340244084885,0.27559964029859985,0.28780385889956533,0.4884909768689562,0.3224096319631483,0.4487357104803266,0.4706104456379224,0.3604813609530017
rf_node2vec_all_normalize,0.3660205480468264,0.34866822218271326,0.40454245429486785,0.21292176488473555,0.26974048274848356,0.24699670140972282,0.3899362572055735,0.2839941150549807,0.3153525682284879
rf_homo_SAGEConv_all_normalize,0.2077340015605134,0.3088449937920673,0.3325882305786887,0.22476949669607427,0.505001847890614,0.13523419953153676,0.3868032751683065,0.3251028286570041,0.3032598592343506
rf_homo_SAGEConv_normalize,0.15058890982041273,0.2747163389266286,0.40666051550767324,0.29830290976808754,0.49559789939278365,0.15119150499365544,0.38711294868921503,0.2040732623034126,0.29603053617523356
rf_homoGATConv_normalize,0.459074322528013,0.3032617842813634,0.15380228703317017,0.3862022403116942,0.16517952173506265,0.18132907705788623,0.3141850153665879,0.30458621838481653,0.28345255833732425
rf_homoGATConv_all_normalize,0.42901744595253716,0.2316083769814032,0.27968214177083506,0.3730866368825335,0.21522923094213528,0.14120898796871842,0.20663524805932137,0.3452177973392978,0.2777107332370977
lr_homo_SAGEConv_normalize,0.12377453909611015,0.2861142895358499,0.4228402039499546,0.10315546741928897,0.28830558399951633,0.18977511104866124,0.20102981385163912,0.2149442495714554,0.22874240730905943
lr_homoGATConv_normalize,0.21809487937098745,0.19615651917300145,0.24181661834685447,0.0869624845560122,0.3005338483648934,0.295295627185211,0.10108235285713346,0.2414975741657846,0.21017998800248472
lr_homoGATConv_all_normalize,0.2700686520262077,0.11830315984703309,0.2475462221448887,0.13676332959603335,0.16087750530663864,0.3403269467064357,0.09181389594053051,0.2716158951487332,0.20466445083956264
rf_homoGCNConv_all_normalize,0.46130417344453,0.27361923684232226,0.15528847488805003,-0.03998972297120645,0.08515009571411968,0.36522372709817347,0.12510431655761872,0.16148111405785365,0.19839767695393268
lr_homo_SAGEConv_all_normalize,0.21568961731563036,0.13055328970611121,0.424523520285582,0.08459862880657758,-0.012884081895587209,0.22284041551908113,0.18490779594793866,0.24964613733977178,0.18748441537813818
lr_normalize,0.24909854308283003,0.01714505085826572,0.12715113460612076,0.13131389982004205,0.3826012145515679,0.11674779685263835,0.1671338914467561,0.2176503666848505,0.17610523723788396
lr_homoGCNConv_normalize,0.27524653271363597,0.07781590343153014,0.08879050692451745,0.0684604599896645,0.3807867860513198,0.18058999567390605,0.17914387678128357,0.12792409761083384,0.17234476989708641
svm_node2vec+_all_normalize,0.28319497976175717,0.11577873518078538,0.048617466466509246,-0.04608490948028191,0.24511453448909187,0.3303160781655566,0.20068497732326046,0.1398779131851028,0.1646874718864727
svm_node2vec_all_normalize,0.28319497976175717,0.11577873518078538,0.04818587934587092,-0.04644576861884295,0.24511453448909187,0.3303160781655566,0.20068497732326046,0.1291814853604922,0.16325136262599643
svm_node2vec_normalize,0.28319497976175717,0.10785296529876741,0.0485579808516412,-0.04220681570005004,0.24511453448909187,0.3303160781655566,0.19921773170251203,0.1291814853604922,0.16265361749122106
svm_normalize,0.2735041543134669,0.11338309722007185,0.08885378949352601,0.012531861349901221,0.30432392717489964,0.08378247146511236,0.20513508492025567,0.21442489376181392,0.16199240996238093
svm_logme_data_distance_normalize,0.2657896662024709,0.11645961150845016,0.08825640204208529,0.01358931566100096,0.3047141321497255,0.06415653757302894,0.20695704926250375,0.21685047241847746,0.15959664835221787
svm_data_distance_normalize,0.27387356316155925,0.11338309722007185,0.08885378949352601,0.008142169803608138,0.30432392717489964,0.06853195839479215,0.2031622871040562,0.205158492737158,0.1581786606362089
svm_node2vec+_normalize,0.28319497976175717,0.02433606949596119,0.0485579808516412,-0.04532208066838707,0.24511453448909187,0.328988578120465,0.19888329748268174,0.1291814853604922,0.1516168556117129
lr_data_distance_normalize,0.33223810888877775,-0.07685436444280082,0.15321216217522218,0.09360868767761098,0.06468273649002011,0.2188727270997906,0.17175771759650924,0.22823889510302592,0.1482195838235195
lr_node2vec+,0.0013442377527806229,0.24637561786916534,0.1879037891648933,-0.08438556643014372,0.08130941027137223,0.5864778430156773,0.0690670973959798,-0.044297900873408146,0.13047431602078957
rf_homoGCNConv_normalize,0.09686702619437403,0.2412103467415738,0.045445257296496754,-0.05263608888202602,0.11542973262771669,0.25030052644162704,0.20230285729917744,0.09735029437815725,0.12453374401213711
lr_homoGCNConv_all_normalize,0.2593845272308246,-0.04156013689865824,0.10791323362752135,0.0477932805919506,0.04362279605114617,0.21690647180287667,0.14119001381167917,0.16116718540414618,0.11705217145268582
lr_node2vec,0.05293628793163876,0.1226155333658017,0.027318078659611635,0.05046658063828584,0.06646309858792411,0.620251012195985,-0.06740739078364563,-0.07173245099778908,0.10011384369972653
lr_homoGATConv,0.16033628526778093,-0.21430528200833499,0.12786248152290858,0.07291431616965248,0.21683667943457272,0.12668502719166935,0.04384379103204999,0.20559733496376062,0.09247132919675746
random,0.04292713665827836,-0.1430680925320226,0.016462715681937017,-0.1373644283766965,-0.0573727465100638,0.08189455579810809,0.05905388197945193,0.07053194062165306,-0.0083668795849193
