,model_name,dataset_path,dataset_name,task_type,batch_size,metric,model,target_dataset,runtime,score
1,microsoft/swin-large-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window7-224,cifar100,368.6048240661621,49.76462421722478
0,microsoft/swin-large-patch4-window7-224-in22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window7-224-in22k,cifar100,363.005877494812,1.1949927085578391
1,microsoft/swin-large-patch4-window7-224-in22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window7-224-in22k,cifar100,372.8909080028534,49.59696121067391
0,nateraw/ex-for-evan,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/ex-for-evan,cifar100,154.100759267807,1.0868793678842428
1,nateraw/ex-for-evan,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/ex-for-evan,cifar100,154.01922631263733,35.01898314030992
0,microsoft/beit-large-patch16-224-pt22k-ft22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-224-pt22k-ft22k,cifar100,486.90934348106384,1.1663019267221433
1,microsoft/beit-large-patch16-224-pt22k-ft22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-224-pt22k-ft22k,cifar100,489.8355505466461,45.59396913847206
0,nateraw/donut-or-bagel,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/donut-or-bagel,cifar100,149.9309732913971,1.119051049008129
1,nateraw/donut-or-bagel,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/donut-or-bagel,cifar100,150.2162208557129,38.87969582818707
0,nateraw/food,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/food,cifar100,149.27964448928833,1.101277099285217
1,nateraw/food,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/food,cifar100,149.57176232337952,36.84003536213684
0,microsoft/beit-base-patch16-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-384,cifar100,558.2633068561554,1.1243811872582432
1,microsoft/beit-base-patch16-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-384,cifar100,558.1559112071991,39.64624140570089
0,nateraw/huggingpics-package-demo-2,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/huggingpics-package-demo-2,cifar100,148.69044089317322,1.1317726813855795
1,nateraw/huggingpics-package-demo-2,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/huggingpics-package-demo-2,cifar100,148.9924087524414,40.35517675516185
0,nateraw/test_model_a,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/test_model_a,cifar100,49.24438691139221,0.8944910692684772
1,nateraw/test_model_a,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/test_model_a,cifar100,49.21240186691284,1.2926733868691072
0,nateraw/pasta-pizza-ravioli,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/pasta-pizza-ravioli,cifar100,153.46585702896118,1.1025310001191664
1,nateraw/pasta-pizza-ravioli,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/pasta-pizza-ravioli,cifar100,153.3305308818817,37.030037972384505
0,nateraw/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers,cifar100,150.8625853061676,1.1364792086236786
1,nateraw/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers,cifar100,150.7204065322876,40.9448508526858
0,nateraw/planes-trains-automobiles,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/planes-trains-automobiles,cifar100,150.67751550674438,0.9731921425830475
1,nateraw/planes-trains-automobiles,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/planes-trains-automobiles,cifar100,150.49607253074646,18.94908631831162
0,nateraw/pasta-shapes,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/pasta-shapes,cifar100,150.01808071136475,1.1296836974488296
1,nateraw/pasta-shapes,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/pasta-shapes,cifar100,150.31152033805847,40.069894506117954
0,nateraw/trainer-rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/trainer-rare-puppers,cifar100,148.1000771522522,1.0887298344386651
1,nateraw/trainer-rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/trainer-rare-puppers,cifar100,147.9054980278015,35.26757695859308
0,nateraw/rare-puppers-new-auth,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-new-auth,cifar100,153.28293299674988,1.125068496527497
1,nateraw/rare-puppers-new-auth,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-new-auth,cifar100,153.09991717338562,39.622215482851566
0,nateraw/rare-puppers-09-04-2021,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-09-04-2021,cifar100,144.84427118301392,1.1225728347251076
1,nateraw/rare-puppers-09-04-2021,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-09-04-2021,cifar100,145.1344301700592,39.41553294274851
0,nateraw/rare-puppers-123,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-123,cifar100,146.41035437583923,1.1230737096985952
1,nateraw/rare-puppers-123,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-123,cifar100,146.7991955280304,39.51362689744505
0,nateraw/rare-puppers-demo,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-demo,cifar100,150.4676856994629,1.1249425425389905
1,nateraw/rare-puppers-demo,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-demo,cifar100,150.78953957557678,39.67835031608097
0,nateraw/vit-age-classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-age-classifier,cifar100,149.21570897102356,1.1065252666457541
1,nateraw/vit-age-classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-age-classifier,cifar100,149.51867985725403,37.35190187154009
0,nateraw/vit-base-beans-demo,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-beans-demo,cifar100,152.23937344551086,1.0462016272619252
1,nateraw/vit-base-beans-demo,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-beans-demo,cifar100,152.13429880142212,29.635415902287058
0,nateraw/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-beans,cifar100,148.71504950523376,1.1161470088618677
1,nateraw/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-beans,cifar100,149.00795078277588,38.535137806046194
0,nateraw/vit-base-beans-demo-v2,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-beans-demo-v2,cifar100,149.5303819179535,1.0357761215596866
1,nateraw/vit-base-beans-demo-v2,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-beans-demo-v2,cifar100,149.86318111419678,28.263973259417345
0,nateraw/vit-base-beans-demo-v3,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-beans-demo-v3,cifar100,153.61698150634766,1.0382001837750574
1,nateraw/vit-base-beans-demo-v3,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-beans-demo-v3,cifar100,153.55446767807007,28.468906405513856
0,Ahmed9275/Vit-Cifar100,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Ahmed9275/Vit-Cifar100,caltech101,9.048330783843994,1.1197977572146744
1,Ahmed9275/Vit-Cifar100,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Ahmed9275/Vit-Cifar100,caltech101,9.090831756591797,59.41335890136344
0,Ahmed9275/ALL-test,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Ahmed9275/ALL-test,caltech101,11.036439895629883,1.1005403826487192
1,Ahmed9275/ALL-test,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Ahmed9275/ALL-test,caltech101,11.118505477905273,61.144104107165504
0,Ahmed9275/ALL-3,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Ahmed9275/ALL-3,caltech101,11.367241621017456,1.2142459408962651
1,Ahmed9275/ALL-3,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Ahmed9275/ALL-3,caltech101,11.549446105957031,70.93510832110809
0,Aftabhussain/Tomato_Leaf_Classifier,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Aftabhussain/Tomato_Leaf_Classifier,caltech101,8.853465795516968,1.3553140413295572
1,Aftabhussain/Tomato_Leaf_Classifier,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Aftabhussain/Tomato_Leaf_Classifier,caltech101,9.111534118652344,76.73774773143626
0,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,117.89381313323975,0.9650770700521261
1,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,117.76686906814575,17.78575045689452
0,AkshatSurolia/BEiT-FaceMask-Finetuned,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AkshatSurolia/BEiT-FaceMask-Finetuned,caltech101,9.47013521194458,0.9055658050045791
1,AkshatSurolia/BEiT-FaceMask-Finetuned,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AkshatSurolia/BEiT-FaceMask-Finetuned,caltech101,9.541207790374756,22.548639616831373
0,AhmedSayeem/VIT_Basic,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AhmedSayeem/VIT_Basic,caltech101,8.925055980682373,1.0928967770499214
1,AhmedSayeem/VIT_Basic,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AhmedSayeem/VIT_Basic,caltech101,9.113961458206177,59.62287807297165
0,nateraw/vit-base-cats-vs-dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-cats-vs-dogs,cifar100,152.61308407783508,1.0709550643595582
1,nateraw/vit-base-cats-vs-dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-cats-vs-dogs,cifar100,152.66572213172913,32.88177328191086
0,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,cifar100,123.46807789802551,0.9724610734189814
1,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,cifar100,123.05563235282898,18.932604535590883
0,nateraw/vit-base-patch16-224-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-patch16-224-cifar10,cifar100,151.53537607192993,1.1348325476299757
1,nateraw/vit-base-patch16-224-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-patch16-224-cifar10,cifar100,151.52383375167847,40.8161215980783
0,nickmuchi/vit-base-xray-pneumonia,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nickmuchi/vit-base-xray-pneumonia,cifar100,151.15054845809937,0.9929867658896917
1,nickmuchi/vit-base-xray-pneumonia,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nickmuchi/vit-base-xray-pneumonia,cifar100,150.94082880020142,21.764537764525166
0,nateraw/vit-base-food101,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-food101,cifar100,149.8409926891327,1.0713562554024803
1,nateraw/vit-base-food101,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-food101,cifar100,150.12814283370972,33.228299131372836
0,Amrrs/south-indian-foods,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Amrrs/south-indian-foods,caltech101,8.993864297866821,1.2676760641627038
1,Amrrs/south-indian-foods,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Amrrs/south-indian-foods,caltech101,9.078207731246948,72.7454901685617
0,nickmuchi/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nickmuchi/vit-base-beans,cifar100,151.42712140083313,1.0549741105162909
1,nickmuchi/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nickmuchi/vit-base-beans,cifar100,151.3561429977417,30.82670473292014
0,nickmuchi/vit-finetuned-cats-dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nickmuchi/vit-finetuned-cats-dogs,cifar100,153.23781442642212,1.1136805871645057
1,nickmuchi/vit-finetuned-cats-dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nickmuchi/vit-finetuned-cats-dogs,cifar100,153.16486263275146,38.14301643132218
0,AykeeSalazar/vc-bantai-vit-withoutAMBI,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AykeeSalazar/vc-bantai-vit-withoutAMBI,caltech101,8.427289724349976,1.1491001347740621
1,AykeeSalazar/vc-bantai-vit-withoutAMBI,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AykeeSalazar/vc-bantai-vit-withoutAMBI,caltech101,8.507006645202637,65.29915227314567
0,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,11.06788444519043,1.145129428252573
1,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,11.143268823623657,66.94562404548776
0,Amrrs/indian-foods,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Amrrs/indian-foods,caltech101,8.480112552642822,1.28752470630507
1,Amrrs/indian-foods,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Amrrs/indian-foods,caltech101,8.570572853088379,74.0174850552487
0,AkshatSurolia/ViT-FaceMask-Finetuned,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AkshatSurolia/ViT-FaceMask-Finetuned,caltech101,8.893478631973267,0.9444464872041042
1,AkshatSurolia/ViT-FaceMask-Finetuned,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AkshatSurolia/ViT-FaceMask-Finetuned,caltech101,9.053348779678345,38.90117375292192
0,Giuliano/places,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Giuliano/places,caltech101,8.801205396652222,1.2379099631225825
1,Giuliano/places,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Giuliano/places,caltech101,8.905097246170044,70.96129923491696
0,HHousen/household-rooms,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,HHousen/household-rooms,caltech101,8.803955793380737,1.324398844120763
1,HHousen/household-rooms,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,HHousen/household-rooms,caltech101,8.899276494979858,75.74674721046725
0,IDEA-CCNL/Taiyi-vit-87M-D,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,IDEA-CCNL/Taiyi-vit-87M-D,caltech101,8.98429799079895,1.3834882686888212
1,IDEA-CCNL/Taiyi-vit-87M-D,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,IDEA-CCNL/Taiyi-vit-87M-D,caltech101,9.077540636062622,76.65648231844224
0,Hijazzi/rare-puppers,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Hijazzi/rare-puppers,caltech101,8.822675466537476,1.3523668099414052
1,Hijazzi/rare-puppers,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Hijazzi/rare-puppers,caltech101,8.921223878860474,76.89080013324755
0,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,11.052266836166382,1.1740008232862917
1,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,11.214370489120483,69.01550904730087
0,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,124.84694790840149,0.978937492139138
1,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,125.13610172271729,20.108439416181064
0,Frodnar/bee-likes,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Frodnar/bee-likes,caltech101,8.858658790588379,1.3446044518718756
1,Frodnar/bee-likes,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Frodnar/bee-likes,caltech101,9.06065559387207,76.54512722692779
0,nickmuchi/vit-finetuned-chest-xray-pneumonia,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nickmuchi/vit-finetuned-chest-xray-pneumonia,cifar100,145.0090401172638,1.1004498539877643
1,nickmuchi/vit-finetuned-chest-xray-pneumonia,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nickmuchi/vit-finetuned-chest-xray-pneumonia,cifar100,145.30927085876465,36.45654395726619
0,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,11.719369649887085,1.1544667916204354
1,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,caltech101,11.940820932388306,67.30782160344937
0,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,149.6347575187683,1.0130128945392205
1,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,149.9472062587738,25.12409772834129
0,nielsr/vit-finetuned-eurosat-kornia,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nielsr/vit-finetuned-eurosat-kornia,cifar100,150.63292717933655,1.0235584367787407
1,nielsr/vit-finetuned-eurosat-kornia,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nielsr/vit-finetuned-eurosat-kornia,cifar100,150.84406208992004,26.529623697860885
0,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,154.03178310394287,1.1447152871194042
1,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,154.0336184501648,42.184537674126375
0,WinKawaks/vit-small-patch16-224,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,WinKawaks/vit-small-patch16-224,caltech101,7.916398286819458,1.2395677583506353
1,WinKawaks/vit-small-patch16-224,caltech101,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,WinKawaks/vit-small-patch16-224,caltech101,7.918208599090576,61.0891233323124
