,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.6799100684833859,0.6348673253877322,0.6348005040279059,0.7172240324456365,0.5198104842028934,0.6834811512936199,0.6165974746177063,0.6665790369841647,0.6633684769197077
xgb_homoGATConv_all_normalize_without_transfer,0.6839472868685236,0.5946997433724175,0.6248569782777529,0.6838048779176772,0.4022788159886049,0.6410874450658285,0.6294520235328807,0.7039338870329632,0.6525278394429196
xgb_homo_SAGEConv_all_normalize_without_transfer,0.6020453826491879,0.7139006486513217,0.7598405437485503,0.6625611332772829,0.31024730197720796,0.6899986346466482,0.5836874404985428,0.6904083214431587,0.6364371480988968
xgb_node2vec+_all_normalize_without_transfer,0.6782203580283868,0.33456883668081105,0.5712874913575348,0.7332297487452716,0.5948881882004431,0.6626402912108016,0.7044073122245793,0.5743651679830668,0.6329762955135766
rf_node2vec+_all_normalize_without_transfer,0.6621815268952368,0.5385837910169606,0.6337266248213287,0.5650473720298346,0.47612194597172314,0.5386180867020396,0.6139145903465251,0.48359015765169855,0.5851360444690087
rf_node2vec_all_normalize_without_transfer,0.6350941444336218,0.6400627665373363,0.6392489432261403,0.48300158262807735,0.3250541976913718,0.5955268097388855,0.6483794198837123,0.5172101211515009,0.5799635474100066
rf_homoGATConv_all_normalize_without_transfer,0.44655960002718476,0.575676153916195,0.5245720310048997,0.5909780240779958,0.46084948164787065,0.4524073842595144,0.583056161530457,0.5299942441839147,0.4938605819803972
lr_homoGATConv_all_normalize_without_transfer,0.35940406282405457,0.5284001793540771,0.5906369161099121,0.5227705990786355,0.5873319982784928,0.4461812555185801,0.6226304038180432,0.5340008122787576,0.4679799212233895
lr_node2vec_all_normalize_without_transfer,0.42015879540554424,0.4164157130671926,0.5495221624869149,0.5206425506405674,0.3166430879562332,0.43893208764171865,0.5903244661437952,0.5465742338731604,0.46447153964581295
lr_homo_SAGEConv_all_normalize_without_transfer,0.4319503214956876,0.33837013541171046,0.39273540414225283,0.17808082066530978,0.44656171304189535,0.417721155342405,0.6735497549538791,0.45242312667629536,0.4130026284813104
lr_node2vec+_all_normalize_without_transfer,0.2895432307602002,0.37580169121831203,0.4532297333807988,0.444074087374663,0.5261893588706634,0.48946400202364937,0.540146372876503,0.5122943755611467,0.41108455027296537
rf_homo_SAGEConv_all_normalize_without_transfer,0.41459676684377145,0.09889168163652698,0.3895364633212619,0.5730435175753498,0.32827157515455335,0.21705971066676066,0.6341590528622877,0.5478266559011915,0.40719014302817097
Reg-H-Score,0.334047683529243,0.3667618400310903,0.5186268474189133,0.18930055852317534,0.3837689421248668,0.5775224669275842,0.18431667815243666,0.3210889887398184,0.3687382545439939
LogME,0.21835242887725897,0.38003561286718046,0.4857019801587241,0.08084717123029343,0.392509682870932,0.6352297802468465,0.12852128293618537,0.2531669206508242,0.31007645266599515
