,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.5865210484468792,0.36508231953840675,0.6400069297596819,0.7488754918328493,0.3590205002317484,0.7474654856458667,0.5190158942987526,0.6813651626223644,0.6166402632984335
xgb_homoGATConv_all_normalize_without_transfer,0.5744214065611709,0.32347681951158697,0.6431520992554133,0.7496453934719146,0.2968922035807092,0.7340235725949342,0.5275726641840064,0.7416659465511871,0.6149393861227318
xgb_node2vec+_all_normalize_without_transfer,0.6134389868814373,-0.061668893985320626,0.5839852335004388,0.7252831100076723,0.5396285218018542,0.6841708633915978,0.5815742213483205,0.6820924471709991,0.6012080004794804
xgb_homo_SAGEConv_all_normalize_without_transfer,0.4864721931158851,0.5993334382717187,0.7070807413159965,0.5644535548430761,0.00827903519470501,0.716207144623702,0.5071153950017167,0.7073391361915032,0.5605961388417571
rf_node2vec_all_normalize_without_transfer,0.4764377805381913,0.43204367304333935,0.4883291683678653,0.5651946388710885,0.3018281764841368,0.6293857560514317,0.5279249668084337,0.5329478385240547,0.506207918134438
rf_node2vec+_all_normalize_without_transfer,0.481788098745441,0.38442235817958936,0.49455984857022445,0.41561818454987476,0.2924854867494548,0.5484029457078069,0.47143403499952974,0.31040609180992124,0.44240762744114487
lr_node2vec_all_normalize_without_transfer,0.4628496043794583,0.14193660093794644,0.4500324123449656,0.4736017324994111,0.3156496006190791,0.3700172913197047,0.47975864906381005,0.5383611377615911,0.43690393544101574
lr_homoGATConv_all_normalize_without_transfer,0.43315397825615404,0.20864691158690885,0.5296873622526665,0.48453343457393744,0.45099849075036086,0.2886176969573976,0.5254370996328008,0.4593142021719859,0.42279953584560126
lr_homo_SAGEConv_all_normalize_without_transfer,0.5325920588831121,0.04248359296656794,0.42784980925260885,0.2452353887024205,0.43730367012467924,0.3172930657603597,0.5199127357063503,0.40452403757138017,0.41437524181362523
lr_node2vec+_all_normalize_without_transfer,0.41195567017729307,0.048663359132281224,0.5106897011821103,0.3879168642522623,0.43660897394565845,0.42187024978471865,0.46764065336539623,0.4394483462420822,0.40912046846593364
rf_homoGATConv_all_normalize_without_transfer,0.41905351822139186,0.30347074573607496,0.4928240187920555,0.37027020527623444,0.3724325367202277,0.29797881509160534,0.4169685297304622,0.4633326747686935,0.4021046048694031
LogME,0.34489411060802866,0.16029086970607132,0.42269662914173,0.08938309308768955,0.4331456615168699,0.7100865491825686,0.12018921044883561,0.4227488315202469,0.38023315639151434
Reg-H-Score,0.3547350222447221,0.15012070969997024,0.40886491737100206,0.050225554642738875,0.429953863362766,0.6683060822621377,0.12164214402914152,0.3905010293767239,0.3672408641827066
rf_homo_SAGEConv_all_normalize_without_transfer,0.4144614915527127,-0.062175949291040755,0.42791169743634866,0.3682372022763726,0.3034580449770011,0.06306066288259708,0.4297026423907221,0.380121404172714,0.32470691789220074
