,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.43702703668026294,0.2649350732376675,0.4763441935925351,0.5734107348474385,0.2455962338407948,0.5748737974592495,0.3762775379363764,0.5078815636084558,0.4613324984522538
xgb_homoGATConv_all_normalize_without_transfer,0.4108258522144101,0.23042567875859493,0.4792607160077163,0.5802381872908822,0.21122024457369562,0.5638057839530536,0.3833345984611678,0.5707109692371807,0.45766578180486567
xgb_node2vec+_all_normalize_without_transfer,0.4555089050323915,-0.02816542768885883,0.4205498517368941,0.5530289866830854,0.3857532468703583,0.5167877235302849,0.4258068060141211,0.5163515237233945,0.449222106694808
xgb_homo_SAGEConv_all_normalize_without_transfer,0.33607923958439745,0.4452452541499054,0.5365004335486574,0.4232725405010698,0.0025721837730867856,0.5487297097070084,0.3656855419783839,0.5471739804871537,0.41378424451895995
rf_node2vec_all_normalize_without_transfer,0.3286503664793462,0.3111057971659795,0.3516945616741371,0.4064323135506572,0.20444922084128989,0.4765350933514409,0.38523495875894725,0.39031346052049964,0.36306661810200297
rf_node2vec+_all_normalize_without_transfer,0.3403429770694683,0.2633917621314287,0.35499150005651586,0.288952423510162,0.19943442863197525,0.3998512852259216,0.34044785464609306,0.21509906172490045,0.31318350297783804
lr_node2vec_all_normalize_without_transfer,0.32927900145730976,0.09542807006910162,0.3212612842983329,0.33832436005735284,0.21409305201304885,0.26024089701069064,0.3446631115037735,0.3927153895083181,0.3114217909901184
lr_homoGATConv_all_normalize_without_transfer,0.3076539582153635,0.13658303290213736,0.38390311356352985,0.3554146457852266,0.31966085723990356,0.20584889357282238,0.38681568008057743,0.33620684963701014,0.30363287780177
lr_homo_SAGEConv_all_normalize_without_transfer,0.39088522929773806,0.024564368440968206,0.3281087717078888,0.16754809748771057,0.3096312728212743,0.21272750759072606,0.38734258718778747,0.283743663850449,0.2984690990922328
lr_node2vec+_all_normalize_without_transfer,0.29143517578390377,0.03356701656069477,0.36716481100683757,0.2757865737642444,0.3105313637306384,0.30329592549312506,0.3332028819219549,0.3183820082010942,0.2921260973868983
rf_homoGATConv_all_normalize_without_transfer,0.2933969460847654,0.1986968101517511,0.3573188063401125,0.26175355987267207,0.2775010459059215,0.21948186394893823,0.29257181608084354,0.35251817811099573,0.2892167505761257
LogME,0.2531871603439025,0.11739422149298767,0.31051553971820406,0.060486107925106274,0.2929082313394214,0.5488702442648963,0.08736523580057289,0.3396193989233761,0.2858825175393782
Reg-H-Score,0.26077693686458825,0.10878602926618747,0.2987275407412397,0.03474322039218104,0.29130654586388116,0.5215049186961336,0.08657460018246815,0.3058634107446291,0.2753565709529333
rf_homo_SAGEConv_all_normalize_without_transfer,0.3116523603029444,-0.03921917690530361,0.3201562289284747,0.25458146303580215,0.2126377867970938,0.04573500503258905,0.3099143538428708,0.27037990781894905,0.23823688866007936
